"isRequired","id","label","isEnabled","datatype","name","instanceType","uuid:ID"
"True","BiomedicalConceptProperty_4","DSDECOD","True","text","DSDECOD","BiomedicalConceptProperty","2000ac8d-edf6-4e93-b91f-3c843791d36e"
"True","BiomedicalConceptProperty_5","DSTERM","True","text","DSTERM","BiomedicalConceptProperty","92b8f7b4-e000-47f8-b27a-3732c10993d2"
"True","BiomedicalConceptProperty_6","DSSTDTC","True","datetime","DSSTDTC","BiomedicalConceptProperty","d0fd8930-7144-480b-a3bb-ec29ec8a66d6"
"True","BiomedicalConceptProperty_7","MHTERM","True","text","MHTERM","BiomedicalConceptProperty","88f550ce-ff91-40f2-802a-306e0d1a8a9d"
"True","BiomedicalConceptProperty_8","MHDECOD","True","text","MHDECOD","BiomedicalConceptProperty","9817be76-f60b-4c5b-8370-c6ec506fbe77"
"True","BiomedicalConceptProperty_9","MHSTDTC","True","datetime","MHSTDTC","BiomedicalConceptProperty","70a0d996-fa20-4d15-bd7a-f6b7fb0af61c"
"True","BiomedicalConceptProperty_10","MHENDTC","True","datetime","MHENDTC","BiomedicalConceptProperty","81099f3e-4e87-4755-8075-ae9738be8820"
"True","BiomedicalConceptProperty_11","VSTESTCD","True","","VSTESTCD","BiomedicalConceptProperty","d13c17d1-f27f-4109-bcd3-99581287bbb8"
"True","BiomedicalConceptProperty_12","VSORRES","True","float","VSORRES","BiomedicalConceptProperty","35189980-73ec-4b1a-a083-4e8f055381d1"
"True","BiomedicalConceptProperty_13","VSORRESU","True","","VSORRESU","BiomedicalConceptProperty","47117235-b232-492a-b1ae-33f07eb74a0e"
"True","BiomedicalConceptProperty_14","VSTESTCD","True","","VSTESTCD","BiomedicalConceptProperty","13b2b8c3-3675-4b56-8382-c6886643dee5"
"True","BiomedicalConceptProperty_15","VSORRES","True","float","VSORRES","BiomedicalConceptProperty","b525650f-033f-4d5b-a03a-461f21378343"
"True","BiomedicalConceptProperty_16","VSORRESU","True","","VSORRESU","BiomedicalConceptProperty","8265d5a0-9753-4b78-b99e-2bca105e329a"
"True","BiomedicalConceptProperty_17","CMTRT","True","text","CMTRT","BiomedicalConceptProperty","b5eb2159-815c-4523-8512-4284dc0fd84a"
"True","BiomedicalConceptProperty_18","CMDECOD","True","text","CMDECOD","BiomedicalConceptProperty","f6055f0e-4dff-44e7-ae2c-f365c6fb0c2f"
"True","BiomedicalConceptProperty_19","CMCLAS","True","text","CMCLAS","BiomedicalConceptProperty","84b623a2-67dc-46a6-9a59-fb89b3651819"
"True","BiomedicalConceptProperty_20","CMINDC","True","text","CMINDC","BiomedicalConceptProperty","32bb74e9-1aee-4192-8b9d-216b4a210a9f"
"True","BiomedicalConceptProperty_21","CMDOSE","True","text","CMDOSE","BiomedicalConceptProperty","7b954848-c75c-4478-bf87-f98a0f68106a"
"True","BiomedicalConceptProperty_22","CMDOSU","True","text","CMDOSU","BiomedicalConceptProperty","be12c446-d5bb-4d5b-96e7-acd3002b71a5"
"True","BiomedicalConceptProperty_23","CMDOSFRM","True","text","CMDOSFRM","BiomedicalConceptProperty","cd42fe4c-958c-4c40-a019-ec35afbfdb3b"
"True","BiomedicalConceptProperty_24","CMDOSFRQ","True","text","CMDOSFRQ","BiomedicalConceptProperty","03ff6310-2a38-4115-a5e6-ac40980a5856"
"True","BiomedicalConceptProperty_25","CMROUTE","True","text","CMROUTE","BiomedicalConceptProperty","455c530b-bdae-4835-8ca7-0484c6b83d23"
"True","BiomedicalConceptProperty_26","CMSTDTC","True","datetime","CMSTDTC","BiomedicalConceptProperty","61150f3e-e20b-4703-99c9-52ad7ce50618"
"True","BiomedicalConceptProperty_27","CMENDTC","True","datetime","CMENDTC","BiomedicalConceptProperty","c266801e-3651-4a05-95c2-07d10685b449"
"True","BiomedicalConceptProperty_28","VSTESTCD","True","","VSTESTCD","BiomedicalConceptProperty","13aee62b-c65c-48a3-827a-dae98b7a19e9"
"True","BiomedicalConceptProperty_29","VSORRES","True","integer","VSORRES","BiomedicalConceptProperty","cd4b5b1d-8dd9-4000-8821-d086f11752db"
"True","BiomedicalConceptProperty_30","VSORRESU","True","","VSORRESU","BiomedicalConceptProperty","75457130-af6a-49eb-9e60-300237da981f"
"True","BiomedicalConceptProperty_31","VSPOS","True","","VSPOS","BiomedicalConceptProperty","c343b063-3647-4ae0-8e5c-55cfbb2db6f9"
"True","BiomedicalConceptProperty_32","VSLOC","True","","VSLOC","BiomedicalConceptProperty","b20b4056-08ab-4dfc-8a65-7feeaee55b70"
"True","BiomedicalConceptProperty_33","VSLAT","True","","VSLAT","BiomedicalConceptProperty","966e719c-13e2-4076-b3fe-6bd2a3dbaa26"
"True","BiomedicalConceptProperty_34","VSTESTCD","True","","VSTESTCD","BiomedicalConceptProperty","00751af8-0d47-4035-89ae-4b9cb0941f59"
"True","BiomedicalConceptProperty_35","VSORRES","True","integer","VSORRES","BiomedicalConceptProperty","7565786b-d781-4ab4-9c13-b07fd8b7fe35"
"True","BiomedicalConceptProperty_36","VSORRESU","True","","VSORRESU","BiomedicalConceptProperty","3ea8bef7-fb8f-466f-ae7d-131323a9f558"
"True","BiomedicalConceptProperty_37","VSPOS","True","","VSPOS","BiomedicalConceptProperty","b1a093e0-dce8-455b-8ed9-7e24162731b8"
"True","BiomedicalConceptProperty_38","VSLOC","True","","VSLOC","BiomedicalConceptProperty","748d5c09-d164-4cc0-9135-e812be0c0500"
"True","BiomedicalConceptProperty_39","VSLAT","True","","VSLAT","BiomedicalConceptProperty","847b0bc5-c308-4ea7-b49b-2667ca5d3e8a"
"True","BiomedicalConceptProperty_40","VSTESTCD","True","","VSTESTCD","BiomedicalConceptProperty","79728d5c-d495-43b6-9262-8c80550b3e9e"
"True","BiomedicalConceptProperty_41","VSORRES","True","integer","VSORRES","BiomedicalConceptProperty","dc42ec91-749a-45e7-97bc-eed46dee2e35"
"True","BiomedicalConceptProperty_42","VSORRESU","True","","VSORRESU","BiomedicalConceptProperty","6ac9f947-1082-4482-8594-de74eab39253"
"True","BiomedicalConceptProperty_43","VSPOS","True","","VSPOS","BiomedicalConceptProperty","86c3b945-ffb3-46e4-80b3-d2ab5f98ecfd"
"True","BiomedicalConceptProperty_44","VSLOC","True","","VSLOC","BiomedicalConceptProperty","5cae6360-8d57-4c02-888b-73e9ad66ab1d"
"True","BiomedicalConceptProperty_45","VSLAT","True","","VSLAT","BiomedicalConceptProperty","c7615bd8-21fb-4da4-840d-bceda6f8ac58"
"True","BiomedicalConceptProperty_46","VSTESTCD","True","","VSTESTCD","BiomedicalConceptProperty","124deefc-712c-4a5a-9d72-e0c9ddb4986f"
"True","BiomedicalConceptProperty_47","VSORRES","True","float","VSORRES","BiomedicalConceptProperty","0c3fbe6f-380b-4efb-aee5-51cb07ad34d4"
"True","BiomedicalConceptProperty_48","VSORRESU","True","","VSORRESU","BiomedicalConceptProperty","86ded2a5-9725-4501-8879-97b637307bf6"
"True","BiomedicalConceptProperty_49","VSLOC","True","","VSLOC","BiomedicalConceptProperty","a9c230f9-cef9-44ee-bf7a-22765284b98b"
"True","BiomedicalConceptProperty_50","LBTESTCD","True","","LBTESTCD","BiomedicalConceptProperty","e57c8aa5-5ea4-480f-bd90-597469eacfe5"
"True","BiomedicalConceptProperty_51","LBORRES","True","float","LBORRES","BiomedicalConceptProperty","df2cbc38-4424-4c1f-aade-49723cfba84f"
"True","BiomedicalConceptProperty_52","LBORRESU","True","","LBORRESU","BiomedicalConceptProperty","7a44dfd0-5e18-44a8-8011-42e6235b9c8d"
"True","BiomedicalConceptProperty_53","LBSPEC","True","","LBSPEC","BiomedicalConceptProperty","bba0a3b4-faa4-41ab-a81a-c050b700dbbb"
"True","BiomedicalConceptProperty_54","LBFAST","True","","LBFAST","BiomedicalConceptProperty","a7661c2d-b119-4838-bf5b-03296383bfb4"
"True","BiomedicalConceptProperty_55","LBTESTCD","True","","LBTESTCD","BiomedicalConceptProperty","ab71ebfe-60cb-4b94-84d9-27b38e6978f4"
"True","BiomedicalConceptProperty_56","LBORRES","True","float","LBORRES","BiomedicalConceptProperty","8b7d84e8-487a-4d48-b382-82a600748dca"
"True","BiomedicalConceptProperty_57","LBORRESU","True","","LBORRESU","BiomedicalConceptProperty","444ecebe-ed52-4f53-8932-37ed5e163f66"
"True","BiomedicalConceptProperty_58","LBSPEC","True","","LBSPEC","BiomedicalConceptProperty","ea97a08c-7a0e-4123-a66c-ec18b50f0543"
"True","BiomedicalConceptProperty_59","LBMETHOD","True","","LBMETHOD","BiomedicalConceptProperty","d0d22d63-a94a-4cc5-99f2-4cf064f84ed0"
"True","BiomedicalConceptProperty_60","LBFAST","True","","LBFAST","BiomedicalConceptProperty","28b15af4-62c2-446e-84d6-6496384cf176"
"True","BiomedicalConceptProperty_61","LBTESTCD","True","","LBTESTCD","BiomedicalConceptProperty","8d5ad231-837f-4c63-895f-8eae921cbaf7"
"True","BiomedicalConceptProperty_62","LBORRES","True","float","LBORRES","BiomedicalConceptProperty","d5ea86f0-48c0-48da-ac7c-e1533d502c16"
"True","BiomedicalConceptProperty_63","LBORRESU","True","","LBORRESU","BiomedicalConceptProperty","b70b1dfd-d25c-45d2-bec6-bff479e32483"
"True","BiomedicalConceptProperty_64","LBSPEC","True","","LBSPEC","BiomedicalConceptProperty","1aebe02e-e50f-42e9-81a7-90f2945833c3"
"True","BiomedicalConceptProperty_65","LBFAST","True","","LBFAST","BiomedicalConceptProperty","ead1bd4e-b435-49eb-8b87-cef421a3786f"
"True","BiomedicalConceptProperty_66","LBTESTCD","True","","LBTESTCD","BiomedicalConceptProperty","2e1630f2-fdba-4c76-baf2-b4143d5a16df"
"True","BiomedicalConceptProperty_67","LBORRES","True","float","LBORRES","BiomedicalConceptProperty","08a090fb-f209-491e-8f25-00c91d4557ee"
"True","BiomedicalConceptProperty_68","LBORRESU","True","","LBORRESU","BiomedicalConceptProperty","1b45f121-6898-4945-8331-1e8bd84e9a98"
"True","BiomedicalConceptProperty_69","LBSPEC","True","","LBSPEC","BiomedicalConceptProperty","d49df78e-b14b-4b44-a14d-85d38c4b9493"
"True","BiomedicalConceptProperty_70","LBFAST","True","","LBFAST","BiomedicalConceptProperty","076e6249-0663-4285-8eae-156c386e59d0"
"True","BiomedicalConceptProperty_71","LBTESTCD","True","","LBTESTCD","BiomedicalConceptProperty","7ab58edb-3dec-4830-af3a-b903c9af9cd4"
"True","BiomedicalConceptProperty_72","LBORRES","True","float","LBORRES","BiomedicalConceptProperty","e56ba5a9-e1c1-4bd6-bb31-5f951b2e448d"
"True","BiomedicalConceptProperty_73","LBORRESU","True","","LBORRESU","BiomedicalConceptProperty","f6c8f97c-af30-44b9-a08d-a86828f46556"
"True","BiomedicalConceptProperty_74","LBSPEC","True","","LBSPEC","BiomedicalConceptProperty","aedc8e18-05a5-44cc-8e28-bdc53e927c95"
"True","BiomedicalConceptProperty_75","LBFAST","True","","LBFAST","BiomedicalConceptProperty","d596a6b3-10b9-4ff1-9599-05f60d598f44"
"True","BiomedicalConceptProperty_76","LBTESTCD","True","","LBTESTCD","BiomedicalConceptProperty","61f4a3e2-3341-4da6-a527-f0f13fd98d46"
"True","BiomedicalConceptProperty_77","LBORRES","True","float","LBORRES","BiomedicalConceptProperty","3b3dd3b9-59c7-4d50-af64-dd6c00f40e23"
"True","BiomedicalConceptProperty_78","LBORRESU","True","","LBORRESU","BiomedicalConceptProperty","6fc79219-9f8d-4505-8abd-37e8baa7f00e"
"True","BiomedicalConceptProperty_79","LBSPEC","True","","LBSPEC","BiomedicalConceptProperty","38bea654-5541-4acf-952b-eb619c135923"
"True","BiomedicalConceptProperty_80","LBFAST","True","","LBFAST","BiomedicalConceptProperty","6511d942-d91e-4ebe-9040-f71b8f8be8da"
"True","BiomedicalConceptProperty_81","LBTESTCD","True","","LBTESTCD","BiomedicalConceptProperty","54afeca0-ec03-4fb6-b26a-69971cbded58"
"True","BiomedicalConceptProperty_82","LBORRES","True","float","LBORRES","BiomedicalConceptProperty","053c6ce6-ff57-4c67-9fdc-e9b2973172f9"
