"reference","label","uuid:ID","name","synonyms","id","instanceType"
"/mdr/bc/packages/2023-03-31/biomedicalconcepts/C28421","Sex","572856a0-5ae8-4e26-b2a3-0bd253781cad","Sex","","BiomedicalConcept_20","BiomedicalConcept"
"/mdr/bc/packages/2023-03-31/biomedicalconcepts/C17049","Race","ea4a92fb-124b-49d8-a8cd-bd59ccaf9416","Race","['Racial Group']","BiomedicalConcept_21","BiomedicalConcept"
"/mdr/bc/packages/2023-12-12/biomedicalconcepts/C174446","Body Temperature","f4ba138c-cbb9-4caa-b993-2c9698a639f2","Body Temperature","['Temperature']","BiomedicalConcept_22","BiomedicalConcept"
"/mdr/bc/packages/2023-12-12/biomedicalconcepts/C81328","Body Weight","e161e425-e582-4b3d-8426-c5500d22a031","Body Weight","['Weight']","BiomedicalConcept_23","BiomedicalConcept"
"/mdr/bc/packages/2023-12-12/biomedicalconcepts/C164634","Body Height","fcea9b2e-1f19-48d0-88da-b3a8f8a50901","Body Height","['Height']","BiomedicalConcept_24","BiomedicalConcept"
"/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64433","Alanine Aminotransferase Measurement","23e9d05a-8419-4db9-93d2-57b1797b52dd","Alanine Aminotransferase Measurement","['ALT', 'SGPT']","BiomedicalConcept_25","BiomedicalConcept"
"/mdr/bc/packages/2023-10-03/biomedicalconcepts/C64431","Albumin Measurement","27a92345-570b-404e-8484-948b8281407a","Albumin Measurement","['Albumin']","BiomedicalConcept_26","BiomedicalConcept"
"/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64432","Alkaline Phosphatase Measurement","f0954e24-d5d4-4530-aac0-32ec93365a9d","Alkaline Phosphatase Measurement","['Alkaline Phosphatase']","BiomedicalConcept_27","BiomedicalConcept"
"/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64467","Aspartate Aminotransferase Measurement","ed23c155-f9e9-44ef-b276-f717b00cb415","Aspartate Aminotransferase Measurement","['AST', 'SGOT']","BiomedicalConcept_28","BiomedicalConcept"
"/mdr/bc/packages/2023-10-03/biomedicalconcepts/C64547","Creatinine Measurement","bf243191-cf63-4eff-90e8-6b4d091f4ef8","Creatinine Measurement","['Creatinine']","BiomedicalConcept_29","BiomedicalConcept"
"/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64853","Potassium Measurement","b96ba48d-92b9-4de3-8cb8-8dbbf8ac8a6b","Potassium Measurement","['Potassium', 'K']","BiomedicalConcept_30","BiomedicalConcept"
"/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64809","Sodium Measurement","801ce30d-4681-4742-907e-f07df210be62","Sodium Measurement","['Sodium', 'NA']","BiomedicalConcept_31","BiomedicalConcept"
"/mdr/bc/packages/2023-12-12/biomedicalconcepts/C41331","Adverse Event","b836d39c-c390-465b-826b-b59eb9335d5b","Adverse Event","","BiomedicalConcept_1","BiomedicalConcept"
"/mdr/bc/packages/2023-12-12/biomedicalconcepts/C25298","Systolic Blood Pressure","99dfb0b7-de4c-48d4-8b37-5a494929e5cb","Systolic Blood Pressure","['SYSBP']","BiomedicalConcept_2","BiomedicalConcept"
"/mdr/bc/packages/2023-12-12/biomedicalconcepts/C25299","Diastolic Blood Pressure","2eda5a38-3b29-4c67-9d86-b877b578d3dd","Diastolic Blood Pressure","['DIABP']","BiomedicalConcept_3","BiomedicalConcept"
"/mdr/bc/packages/2023-12-12/biomedicalconcepts/C174446","Body Temperature","663a69a6-bd91-44eb-96de-0dd3a76ee569","Body Temperature","['Temperature']","BiomedicalConcept_4","BiomedicalConcept"
"/mdr/bc/packages/2023-12-12/biomedicalconcepts/C81328","Body Weight","12320934-723f-467c-bdd9-72ffc32968ee","Body Weight","['Weight']","BiomedicalConcept_5","BiomedicalConcept"
"/mdr/bc/packages/2023-12-12/biomedicalconcepts/C164634","Body Height","c13aa702-eacc-49ee-9ad1-149678141aaf","Body Height","['Height']","BiomedicalConcept_6","BiomedicalConcept"
"/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64433","Alanine Aminotransferase Measurement","5de47ac5-f06f-4d7b-b8c2-84f4d0b0436f","Alanine Aminotransferase Measurement","['ALT', 'SGPT']","BiomedicalConcept_7","BiomedicalConcept"
