"uuid:ID","label","instanceType","description","id","name"
"8ebd3c18-59d3-44a1-9e17-804a4ceed477","Screen One","ScheduledActivityInstance","-","ScheduledActivityInstance_9","SCREEN1"
"2fabb04a-bb0a-4776-89de-097e9ad10bac","Screen Two","ScheduledActivityInstance","-","ScheduledActivityInstance_10","SCREEN2"
"6cae49dc-c2ca-46d4-ab53-e0f900b304e7","Dose","ScheduledActivityInstance","-","ScheduledActivityInstance_11","DOSE"
"8ced0c08-2ec2-4329-bbdf-c8ef5b05065f","Week 2","ScheduledActivityInstance","-","ScheduledActivityInstance_12","WK2"
"3cba2560-d2ce-4c17-a2cd-c4369436dd40","Week 4","ScheduledActivityInstance","-","ScheduledActivityInstance_13","WK4"
"5124095a-9f2d-4863-9b41-b402a165c63e","Week 6","ScheduledActivityInstance","-","ScheduledActivityInstance_14","WK6"
"3ef3d975-7611-4d2b-9d8d-a62a33548e7a","Week 8","ScheduledActivityInstance","-","ScheduledActivityInstance_15","WK8"
"ffeae3f4-54b4-4bf9-acb9-010233bdc8ca","Week NPI","ScheduledActivityInstance","-","ScheduledActivityInstance_16","WK8N"
"ff2bc572-9551-49ea-a6d2-04b4ddb8e691","Week 12","ScheduledActivityInstance","-","ScheduledActivityInstance_17","WK12"
"88c5b861-4d4d-4305-8040-b3f1e429e841","Week 12 NPI","ScheduledActivityInstance","-","ScheduledActivityInstance_18","WK12N"
"2123d4fb-005a-4ace-8200-ba0f21dbb1ee","Week 16","ScheduledActivityInstance","-","ScheduledActivityInstance_19","WK16"
"caf1b081-9219-4808-9f07-d0a46cb88ee1","Week 16 NPI","ScheduledActivityInstance","-","ScheduledActivityInstance_20","WK16N"
"49ee7f8b-c598-4e00-a784-733cedfd0a96","Week 20","ScheduledActivityInstance","-","ScheduledActivityInstance_21","WK20"
"625808a7-6a81-426a-a414-7a1f036d9455","Week 20 NPI","ScheduledActivityInstance","-","ScheduledActivityInstance_22","WK20N"
"6f3126c0-9bd3-4570-8044-107ad3a36b86","Week 24","ScheduledActivityInstance","-","ScheduledActivityInstance_23","WK24"
"0674ccf4-58ae-4725-9c41-95a904c3b071","Week 26","ScheduledActivityInstance","-","ScheduledActivityInstance_24","WK26"
"82cfd9f5-53db-4b78-b6a2-2402c77d522a","Adevers Event","ScheduledActivityInstance","-","ScheduledActivityInstance_1","AE"
"7593c720-7167-45e5-af22-9e1ccad86ca8","Early Termination","ScheduledActivityInstance","-","ScheduledActivityInstance_2","ET"
"42f514ec-c3ed-4974-b42d-e194d7b61352","5 minute supine","ScheduledActivityInstance","","ScheduledActivityInstance_3","VS_5MIN"
"2ec2ff2c-3abe-4d07-816f-10397d005c36","Vital signs supine","ScheduledActivityInstance","","ScheduledActivityInstance_4","VS_SUPINE"
"b084bf20-1bd6-4d82-9484-bb645ba5d771","1 minute standing","ScheduledActivityInstance","","ScheduledActivityInstance_5","VS_1MIN"
"4543f953-d93a-443d-8e0f-b47b802df5fa","Vital signs after 1 min standing","ScheduledActivityInstance","","ScheduledActivityInstance_6","VS_STAND1"
"9a00cbe2-2eab-4e2b-8118-afc29a832625","2 minute standing","ScheduledActivityInstance","","ScheduledActivityInstance_7","VS_2MIN"
"46974730-a772-4f54-ace2-e06f950c78d7","Vital signs after 3 min standing","ScheduledActivityInstance","","ScheduledActivityInstance_8","VS_STAND3"
