"codeSystemVersion","uuid:ID","decode","codeSystem","code","instanceType","id"
"2023-09-29","26d78382-f05c-4fe1-8133-c27fc73e2377","Interventional Study","http://www.cdisc.org","C98388","Code","Code_1"
"2023-09-29","337f8797-b4af-4a38-995e-6614f096d4a3","Phase II Trial","http://www.cdisc.org","C15601","Code","Code_2"
"2023-09-29","8f1f45f5-e15f-43fb-a92c-ac6080cb514e","Sponsor Approval Date","http://www.cdisc.org","C132352","Code","Code_9"
"2023-09-29","f86b0696-6cbd-4ac6-bf1c-56aac31547c7","Global","http://www.cdisc.org","C68846","Code","Code_10"
"2023-09-29","ba94a6be-166a-4ae3-a5b1-58b414b863b6","IRB/IEC Feedback","http://www.cdisc.org","C99904x3","Code","Code_72"
"2023-09-29","083cfa45-1bc0-4d79-81aa-9bb43a658973","Other","http://www.cdisc.org","C17649","Code","Code_73"
"2023-09-29","b1368ff0-5e5c-4d6a-a8b4-4d75edd1bb6b","Region","http://www.cdisc.org","C41129","Code","Code_75"
"2020-08","705bd5a6-7f43-4df6-af33-56f98e579b18","Europe","ISO 3166 1 alpha3","150","Code","Code_74"
"12","4e5300be-c456-4be6-b20a-6652a51dcf97","Eli Lilly","SPONSOR","PHARMA","Code","Code_4"
"2023-09-29","9b6f82e9-5c59-4b3e-a70f-8c2019bd093b","Clinical Study Sponsor","http://www.cdisc.org","C70793","Code","Code_76"
"2020-08","3a3d9b46-f45e-492c-875f-02dcc9fec7de","United States of America","ISO 3166 1 alpha3","USA","Code","Code_77"
"2023-09-29","e5478a96-5cb1-4acf-8c36-6c130fb5f909","Study Registry","http://www.cdisc.org","C93453","Code","Code_78"
"2020-08","65ddc493-955f-466d-8ae2-37efe25d81a0","United States of America","ISO 3166 1 alpha3","USA","Code","Code_79"
"2023-09-29","4cc79397-372b-45d0-81af-bf6e8562c844","Treatment Study","http://www.cdisc.org","C49656","Code","Code_137"
"2023-09-29","eabc1450-3291-4d34-970b-44e823b29838","Efficacy Study","http://www.cdisc.org","C49666","Code","Code_138"
"2023-09-29","aef9ad61-6dec-4ee7-bb25-8115952f24fb","Safety Study","http://www.cdisc.org","C49667","Code","Code_139"
"2023-09-29","fe35f957-3d0e-4868-989c-216fc2847f7e","Pharmacokinetic Study","http://www.cdisc.org","C49663","Code","Code_140"
"12","a73faf79-ce62-4ef1-9c8b-4981a34d83be","Mild to Moderate Alzheimer's Disease","SPONSOR","MILD_MOD_ALZ","Code","Code_134"
"January 31, 2018","b7c38f3a-a7a3-47a6-b8f5-32b5d99fb3cb","Alzheimer's disease","SNOMED","26929004","Code","Code_135"
"2023-09-29","fd7ae7db-0f30-4a00-985e-2665b6f7ca58","EXTENSION","http://www.cdisc.org","C99907x1","Code","Code_143"
"2023-09-29","b602a1d3-7af5-406c-a2ad-d119efae767c","ADAPTIVE","http://www.cdisc.org","C98704","Code","Code_144"
"2023-09-29","9fba7b6e-bb5c-4a15-86df-0ed7c79fed61","Parallel Study","http://www.cdisc.org","C82639","Code","Code_141"
"2023-09-29","c5d28001-a8c0-4288-825b-0c6cbb0673b1","Visit","http://www.cdisc.org","C25716","Code","Code_83"
"2023-09-29","1aab482b-0033-4d66-b44c-e2c39f6f5cf0","Clinic","http://www.cdisc.org","C51282","Code","Code_84"
"2023-09-29","a29f526e-553f-4781-a2af-06d2089f9846","In Person","http://www.cdisc.org","C175574","Code","Code_85"
"2023-09-29","5810ba91-f721-43e6-aa6d-a015bddeafb0","Visit","http://www.cdisc.org","C25716","Code","Code_86"
