"uuid:ID","synonyms","label","name","instanceType","reference","id"
"766b70f3-396b-4949-9ae1-cbcc2d5d2a46","","Sex","Sex","BiomedicalConcept","/mdr/bc/packages/2023-03-31/biomedicalconcepts/C28421","BiomedicalConcept_20"
"94dae1e2-7856-47f2-9ed0-360fa91d9b39","['Racial Group']","Race","Race","BiomedicalConcept","/mdr/bc/packages/2023-03-31/biomedicalconcepts/C17049","BiomedicalConcept_21"
"b4ebb224-e5b7-47b4-962d-ff19564fa5cd","['Temperature']","Body Temperature","Body Temperature","BiomedicalConcept","/mdr/bc/packages/2023-12-12/biomedicalconcepts/C174446","BiomedicalConcept_22"
"f4b511da-37c0-4df0-828e-9393088703e1","['Weight']","Body Weight","Body Weight","BiomedicalConcept","/mdr/bc/packages/2023-12-12/biomedicalconcepts/C81328","BiomedicalConcept_23"
"2e12dca1-14c7-47a5-bc1e-0cd079c8e215","['Height']","Body Height","Body Height","BiomedicalConcept","/mdr/bc/packages/2023-12-12/biomedicalconcepts/C164634","BiomedicalConcept_24"
"4f2d82ef-615e-4a21-9b1b-50032ecd5d22","['ALT', 'SGPT']","Alanine Aminotransferase Measurement","Alanine Aminotransferase Measurement","BiomedicalConcept","/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64433","BiomedicalConcept_25"
"bafc3ccb-434a-4c20-b1f8-04383e1a8381","['Albumin']","Albumin Measurement","Albumin Measurement","BiomedicalConcept","/mdr/bc/packages/2023-10-03/biomedicalconcepts/C64431","BiomedicalConcept_26"
"c42d5409-7014-4112-9fb4-8f7e4a0df53b","['Alkaline Phosphatase']","Alkaline Phosphatase Measurement","Alkaline Phosphatase Measurement","BiomedicalConcept","/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64432","BiomedicalConcept_27"
"eca84653-10c8-4ef5-8020-6ba8bb7a3631","['AST', 'SGOT']","Aspartate Aminotransferase Measurement","Aspartate Aminotransferase Measurement","BiomedicalConcept","/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64467","BiomedicalConcept_28"
"e2cda0f6-52bd-44c4-9a68-cd8d130b2a33","['Creatinine']","Creatinine Measurement","Creatinine Measurement","BiomedicalConcept","/mdr/bc/packages/2023-10-03/biomedicalconcepts/C64547","BiomedicalConcept_29"
"3136ed18-0fa8-4963-b380-b4e5ef7a952a","['Potassium', 'K']","Potassium Measurement","Potassium Measurement","BiomedicalConcept","/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64853","BiomedicalConcept_30"
"159302f2-2fb3-498f-8458-05fcd74285d6","['Sodium', 'NA']","Sodium Measurement","Sodium Measurement","BiomedicalConcept","/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64809","BiomedicalConcept_31"
"41d72ad1-3221-46b1-8595-482bc2fd8d81","","Adverse Event","Adverse Event","BiomedicalConcept","/mdr/bc/packages/2023-12-12/biomedicalconcepts/C41331","BiomedicalConcept_1"
"4a6f9210-9ae0-4511-ac32-4c0891494db3","['SYSBP']","Systolic Blood Pressure","Systolic Blood Pressure","BiomedicalConcept","/mdr/bc/packages/2023-12-12/biomedicalconcepts/C25298","BiomedicalConcept_2"
"aca5f765-910f-4144-8d05-5256103fddce","['DIABP']","Diastolic Blood Pressure","Diastolic Blood Pressure","BiomedicalConcept","/mdr/bc/packages/2023-12-12/biomedicalconcepts/C25299","BiomedicalConcept_3"
"0bd2b0da-4410-4047-8a9b-030db0ebfe85","['Temperature']","Body Temperature","Body Temperature","BiomedicalConcept","/mdr/bc/packages/2023-12-12/biomedicalconcepts/C174446","BiomedicalConcept_4"
"a4aca13d-583b-42ac-b3e8-c8e15c3ca9af","['Weight']","Body Weight","Body Weight","BiomedicalConcept","/mdr/bc/packages/2023-12-12/biomedicalconcepts/C81328","BiomedicalConcept_5"
"0b36b20c-ba92-445e-b631-59310fdb8491","['Height']","Body Height","Body Height","BiomedicalConcept","/mdr/bc/packages/2023-12-12/biomedicalconcepts/C164634","BiomedicalConcept_6"
"6c800f2c-edba-4110-8a76-c28c451acc96","['ALT', 'SGPT']","Alanine Aminotransferase Measurement","Alanine Aminotransferase Measurement","BiomedicalConcept","/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64433","BiomedicalConcept_7"
"579fcbc1-1664-4e19-8157-491ab933a412","['Albumin']","Albumin Measurement","Albumin Measurement","BiomedicalConcept","/mdr/bc/packages/2023-10-03/biomedicalconcepts/C64431","BiomedicalConcept_8"
"83ba785b-9c66-4172-84e6-bec9f0e6d382","['Alkaline Phosphatase']","Alkaline Phosphatase Measurement","Alkaline Phosphatase Measurement","BiomedicalConcept","/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64432","BiomedicalConcept_9"
"bd5461b7-d41d-4d3a-84ea-39e13e4cb5b7","['AST', 'SGOT']","Aspartate Aminotransferase Measurement","Aspartate Aminotransferase Measurement","BiomedicalConcept","/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64467","BiomedicalConcept_10"
"28736ade-1222-4ddf-bb18-6f1c2936d760","['Creatinine']","Creatinine Measurement","Creatinine Measurement","BiomedicalConcept","/mdr/bc/packages/2023-10-03/biomedicalconcepts/C64547","BiomedicalConcept_11"
"420ab547-88f8-43bd-b970-cb6c01260b0c","['Potassium', 'K']","Potassium Measurement","Potassium Measurement","BiomedicalConcept","/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64853","BiomedicalConcept_12"
"15807520-bcd7-4434-967f-daeeca6d9422","['Sodium', 'NA']","Sodium Measurement","Sodium Measurement","BiomedicalConcept","/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64809","BiomedicalConcept_13"
