"name","instanceType","datatype","isRequired","uuid:ID","id","isEnabled","label"
"Sex","BiomedicalConceptProperty","string","True","02fdeb80-d65c-4d7e-a06a-405bba02e6ba","BiomedicalConceptProperty_116","True","Sex"
"Race","BiomedicalConceptProperty","string","True","8a1097c8-8831-406c-964f-12cb390d1201","BiomedicalConceptProperty_117","True","Race"
"VSTESTCD","BiomedicalConceptProperty","","True","9b1ea27e-dcca-4068-96b8-7c19254f49a3","BiomedicalConceptProperty_118","True","VSTESTCD"
"VSORRES","BiomedicalConceptProperty","float","True","9d524315-3353-4ead-abe2-2fd30b528339","BiomedicalConceptProperty_119","True","VSORRES"
"VSORRESU","BiomedicalConceptProperty","","True","b863661e-063f-44c5-be1a-3200341830f9","BiomedicalConceptProperty_120","True","VSORRESU"
"VSLOC","BiomedicalConceptProperty","","True","e981e586-c9fe-4624-b301-498143086372","BiomedicalConceptProperty_121","True","VSLOC"
"VSTESTCD","BiomedicalConceptProperty","","True","082a5a9c-2300-47ee-b2d8-ab85d6b801b6","BiomedicalConceptProperty_122","True","VSTESTCD"
"VSORRES","BiomedicalConceptProperty","float","True","0501f9e7-6c74-4147-8c6a-e65977205e1e","BiomedicalConceptProperty_123","True","VSORRES"
"VSORRESU","BiomedicalConceptProperty","","True","79e7f058-70b3-46ed-a39f-7360fb6c3f93","BiomedicalConceptProperty_124","True","VSORRESU"
"VSTESTCD","BiomedicalConceptProperty","","True","237247f1-53e2-4b68-950f-b518f935e22d","BiomedicalConceptProperty_125","True","VSTESTCD"
"VSORRES","BiomedicalConceptProperty","float","True","a32fb294-03e2-49d7-a209-15815defe3c5","BiomedicalConceptProperty_126","True","VSORRES"
"VSORRESU","BiomedicalConceptProperty","","True","dde52fa5-9177-4a5f-83f5-a8ee7c0e7833","BiomedicalConceptProperty_127","True","VSORRESU"
"LBTESTCD","BiomedicalConceptProperty","","True","6bb07423-6828-4128-8b78-5c849facc3e8","BiomedicalConceptProperty_128","True","LBTESTCD"
"LBORRES","BiomedicalConceptProperty","float","True","9090e358-bb29-4a09-b3ee-183253f90eda","BiomedicalConceptProperty_129","True","LBORRES"
"LBORRESU","BiomedicalConceptProperty","","True","b7d0f5bc-3456-4f3a-b69f-a6e97bf1e5ed","BiomedicalConceptProperty_130","True","LBORRESU"
"LBSPEC","BiomedicalConceptProperty","","True","8c2f9d7d-d393-4103-ad54-9f6b99888926","BiomedicalConceptProperty_131","True","LBSPEC"
"LBFAST","BiomedicalConceptProperty","","True","a5882d2a-1d70-4b84-9a3f-eaf588a7c44c","BiomedicalConceptProperty_132","True","LBFAST"
"LBTESTCD","BiomedicalConceptProperty","","True","2cae071e-1048-4801-899e-e591ee319ed2","BiomedicalConceptProperty_133","True","LBTESTCD"
"LBORRES","BiomedicalConceptProperty","text","True","62ca892c-f761-4209-8753-0b5fc21135b1","BiomedicalConceptProperty_134","True","LBORRES"
"LBSPEC","BiomedicalConceptProperty","","True","611bbc63-5d2b-4d13-828c-0e4b21d485eb","BiomedicalConceptProperty_135","True","LBSPEC"
"LBFAST","BiomedicalConceptProperty","","True","9e0851cb-ef88-4c32-8b1d-0d3cbd12d022","BiomedicalConceptProperty_136","True","LBFAST"
"LBTESTCD","BiomedicalConceptProperty","","True","bfb3eb7f-2233-4096-a7dc-8e096ae85dca","BiomedicalConceptProperty_137","True","LBTESTCD"
"LBORRES","BiomedicalConceptProperty","float","True","df1ec11b-126c-4f26-a2f3-2a10ecf749f8","BiomedicalConceptProperty_138","True","LBORRES"
"LBORRESU","BiomedicalConceptProperty","","True","3a4e2e01-1b5b-4232-93de-7024b3d8b686","BiomedicalConceptProperty_139","True","LBORRESU"
"LBSPEC","BiomedicalConceptProperty","","True","81d3e000-9c50-447f-a4dc-083a1c5a453b","BiomedicalConceptProperty_140","True","LBSPEC"
"LBFAST","BiomedicalConceptProperty","","True","f5414bed-cbf7-4c23-93b3-732003180108","BiomedicalConceptProperty_141","True","LBFAST"
"LBTESTCD","BiomedicalConceptProperty","","True","2c5f0cd9-1836-47fc-ae38-01aae1cf966f","BiomedicalConceptProperty_142","True","LBTESTCD"
"LBORRES","BiomedicalConceptProperty","float","True","78389363-8b50-4199-b344-42c50fd80925","BiomedicalConceptProperty_143","True","LBORRES"
"LBORRESU","BiomedicalConceptProperty","","True","bf145146-3e29-4667-997f-cc3b0925d8ab","BiomedicalConceptProperty_144","True","LBORRESU"
"LBSPEC","BiomedicalConceptProperty","","True","0599d180-6b6b-4405-8d11-98726302c506","BiomedicalConceptProperty_145","True","LBSPEC"
"LBFAST","BiomedicalConceptProperty","","True","38ddace5-e3a1-47b9-a32e-c4015ac1f4d3","BiomedicalConceptProperty_146","True","LBFAST"
"LBTESTCD","BiomedicalConceptProperty","","True","63b89f98-6fa3-45db-8364-76513720c44a","BiomedicalConceptProperty_147","True","LBTESTCD"
"LBORRES","BiomedicalConceptProperty","float","True","61faa844-84cf-455f-93e1-c120a26c9ddb","BiomedicalConceptProperty_148","True","LBORRES"
"LBORRESU","BiomedicalConceptProperty","","True","e69e4b0a-e48c-4c06-8f6d-6f4c56fcd006","BiomedicalConceptProperty_149","True","LBORRESU"
"LBSPEC","BiomedicalConceptProperty","","True","15a4e67d-5f60-43d7-aeac-c002fcd3cb57","BiomedicalConceptProperty_150","True","LBSPEC"
"LBFAST","BiomedicalConceptProperty","","True","77bf73c3-c570-4e72-9469-656b9aee005f","BiomedicalConceptProperty_151","True","LBFAST"
"LBTESTCD","BiomedicalConceptProperty","","True","84d62cca-41e3-40a7-824b-0e46fa441e52","BiomedicalConceptProperty_152","True","LBTESTCD"
"LBORRES","BiomedicalConceptProperty","float","True","465e6ea9-ede2-4296-bf4a-2a4e84b15163","BiomedicalConceptProperty_153","True","LBORRES"
"LBORRESU","BiomedicalConceptProperty","","True","223ae009-bbca-4e56-9961-eb26f4f4646b","BiomedicalConceptProperty_154","True","LBORRESU"
"LBSPEC","BiomedicalConceptProperty","","True","70a3b966-63d9-4241-b9fd-ab94ca363451","BiomedicalConceptProperty_155","True","LBSPEC"
"LBFAST","BiomedicalConceptProperty","","True","9735f5e6-c430-41a9-b575-918e359cb5ec","BiomedicalConceptProperty_156","True","LBFAST"
"LBTESTCD","BiomedicalConceptProperty","","True","1d6a4a8d-b122-4bd9-a0fc-cd4341624971","BiomedicalConceptProperty_157","True","LBTESTCD"
"LBORRES","BiomedicalConceptProperty","float","True","9975dbf7-86b5-44f3-a105-5a8d6c6f0fa1","BiomedicalConceptProperty_158","True","LBORRES"
"LBORRESU","BiomedicalConceptProperty","","True","5822d962-7cfe-43de-b1f3-fbe050d2eb75","BiomedicalConceptProperty_159","True","LBORRESU"
"LBSPEC","BiomedicalConceptProperty","","True","bc77bc3f-5888-4526-8d6e-957d60f4af26","BiomedicalConceptProperty_160","True","LBSPEC"
