"instanceType","name","uuid:ID","id","description","label"
"ScheduledActivityInstance","SCREEN1","7026d4f9-cd81-4f6f-8204-6e06180573e0","ScheduledActivityInstance_9","-","Screen One"
"ScheduledActivityInstance","SCREEN2","5d61f8f7-9650-4493-9b32-f980760802a3","ScheduledActivityInstance_10","-","Screen Two"
"ScheduledActivityInstance","DOSE","ff464998-1a5c-45db-8022-d47d3b9de0d1","ScheduledActivityInstance_11","-","Dose"
"ScheduledActivityInstance","WK2","e33e6988-6a78-4586-8ea3-4acbc4f67961","ScheduledActivityInstance_12","-","Week 2"
"ScheduledActivityInstance","WK4","6c9b0dc0-7089-41ff-88f1-c7e5eb81894f","ScheduledActivityInstance_13","-","Week 4"
"ScheduledActivityInstance","WK6","85b1bfa9-c441-452a-96b5-61364895ac65","ScheduledActivityInstance_14","-","Week 6"
"ScheduledActivityInstance","WK8","76a38721-e91a-4b45-8d5b-ee981413d120","ScheduledActivityInstance_15","-","Week 8"
"ScheduledActivityInstance","WK8N","b0e18a46-a174-47cf-b336-521496016b8d","ScheduledActivityInstance_16","-","Week NPI"
"ScheduledActivityInstance","WK12","454fcd5d-b3cb-4eb5-a03a-fddf0fec53a3","ScheduledActivityInstance_17","-","Week 12"
"ScheduledActivityInstance","WK12N","8e9c7e1f-b683-4428-8d09-2b4eda2c1cd5","ScheduledActivityInstance_18","-","Week 12 NPI"
"ScheduledActivityInstance","WK16","b08725df-4435-40e6-9390-e8e8706606e2","ScheduledActivityInstance_19","-","Week 16"
"ScheduledActivityInstance","WK16N","b3ea3dc3-d703-4567-890c-f2a5fc4b039f","ScheduledActivityInstance_20","-","Week 16 NPI"
"ScheduledActivityInstance","WK20","2dd714b2-f941-4aae-af78-485dd4852a56","ScheduledActivityInstance_21","-","Week 20"
"ScheduledActivityInstance","WK20N","26b3dcf0-26a4-49a8-bad1-17a3f4f849bc","ScheduledActivityInstance_22","-","Week 20 NPI"
"ScheduledActivityInstance","WK24","b948dc08-aeb9-4309-966d-fb913c40debd","ScheduledActivityInstance_23","-","Week 24"
"ScheduledActivityInstance","WK26","9f6027fb-e9fb-4a23-80f1-6787c660772a","ScheduledActivityInstance_24","-","Week 26"
"ScheduledActivityInstance","AE","738370e4-cad7-445a-88e7-c5f71c8465b2","ScheduledActivityInstance_1","-","Adevers Event"
"ScheduledActivityInstance","ET","68f01a7e-282c-4ab7-b754-3ad149767c7c","ScheduledActivityInstance_2","-","Early Termination"
"ScheduledActivityInstance","VS_5MIN","e103e30d-482a-4dd2-93e3-87a4580b1860","ScheduledActivityInstance_3","","5 minute supine"
"ScheduledActivityInstance","VS_SUPINE","8fe916ff-d986-484f-b4ea-f9f774380ca5","ScheduledActivityInstance_4","","Vital signs supine"
"ScheduledActivityInstance","VS_1MIN","46384d2b-2cc7-4327-8a2e-74862561e043","ScheduledActivityInstance_5","","1 minute standing"
"ScheduledActivityInstance","VS_STAND1","d398af5a-5852-4d37-b129-5692dfb64a9a","ScheduledActivityInstance_6","","Vital signs after 1 min standing"
"ScheduledActivityInstance","VS_2MIN","58725de0-f002-4cd2-bfae-0730103bcc32","ScheduledActivityInstance_7","","2 minute standing"
"ScheduledActivityInstance","VS_STAND3","d79d4d2f-8ffb-4ce7-b3ed-c985c4e276d8","ScheduledActivityInstance_8","","Vital signs after 3 min standing"
