"instanceType","name","uuid:ID","id","text"
"TransitionRule","ENCOUNTER_START_RULE_1","fcf09422-4c1e-4be7-821c-46b8d1d0f7a1","TransitionRule_1","Subject identifier"
"TransitionRule","ENCOUNTER_START_RULE_1","175c6547-40b6-49b1-9033-6fbc2418bb3b","TransitionRule_2","completion of screening activities"
"TransitionRule","ENCOUNTER_START_RULE_2","7bdad4f4-9447-481f-97b5-ddb82936d324","TransitionRule_3","subject leaves clinic after connection of ambulatory ECG machine"
"TransitionRule","ENCOUNTER_START_RULE_3","c07c4782-3eab-4852-b907-6a311339fbc3","TransitionRule_4","subject has connection of ambulatory ECG machine removed"
"TransitionRule","ENCOUNTER_START_RULE_3","adf77d40-23b4-4d1c-be63-95efae562166","TransitionRule_5","Radomized"
"TransitionRule","ENCOUNTER_START_RULE_12","821ed325-9189-44c5-900b-acf4583e4a2d","TransitionRule_6","End of treatment"
"TransitionRule","ELEMENT_START_RULE_1","7dd05f06-fa38-43ff-8072-3c4fa960f42c","TransitionRule_7","Informed consent"
"TransitionRule","ELEMENT_END_RULE_1","d0211e1e-92a7-4705-b386-e6e483ee160a","TransitionRule_8","Completion of all screening activities and no more than 2 weeks from informed consent"
"TransitionRule","ELEMENT_START_RULE_2","f14d1246-f171-43f9-9467-3a0b05e2bb1a","TransitionRule_9","Administration of first dose"
"TransitionRule","ELEMENT_START_RULE_7","ec91fc0a-1f93-4548-8be5-9b2db6b541bc","TransitionRule_14","End of last scheduled visit on study (including early termination)"
"TransitionRule","ELEMENT_END_RULE_7","a1b36489-d9fd-4d51-9e8b-3faa330e0fd0","TransitionRule_15","Completion of all specified followup activities (which vary on a patient-by-patient basis)"
"TransitionRule","ELEMENT_START_RULE_3","1b8f5578-9f62-4a22-b003-6b0a309c5195","TransitionRule_10","Administration of first dose"
"TransitionRule","ELEMENT_START_RULE_4","6be1ec3d-0e0a-4cc1-ba48-484d13a0c563","TransitionRule_11","Randomized"
"TransitionRule","ELEMENT_START_RULE_5","ce327c5e-6876-4137-8efc-f40460d3fd60","TransitionRule_12","Administration of first dose (from patches supplied at Visit 4)"
"TransitionRule","ELEMENT_START_RULE_6","ab74f9fe-4c15-4f87-af40-35bebdc2249b","TransitionRule_13","Administration of first dose (from patches supplied at Visit 12)"
