"codeSystemVersion","id","instanceType","code","codeSystem","uuid:ID","decode"
"2023-12-15","Code_1","Code","C98388","http://www.cdisc.org","a6bec3dc-2cff-47cc-acd5-5aa1ef5630a6","Interventional Study"
"2023-12-15","Code_2","Code","C15601","http://www.cdisc.org","581a7abc-831b-4abe-9ec6-211f156c2732","Phase II Trial"
"2023-12-15","Code_9","Code","C132352","http://www.cdisc.org","e400342b-ba87-49c4-816b-0c4612fceb42","Sponsor Approval Date"
"2023-12-15","Code_10","Code","C68846","http://www.cdisc.org","5350f6d1-c1a7-4d49-935e-087b00fcbdb6","Global"
"2023-12-15","Code_72","Code","C99904x3","http://www.cdisc.org","9cdcf000-1348-443c-8dec-6032a085e5d4","IRB/IEC Feedback"
"2023-12-15","Code_73","Code","C17649","http://www.cdisc.org","ef05329f-03c8-4650-869b-7da5cf942831","Other"
"2023-12-15","Code_75","Code","C41129","http://www.cdisc.org","c10a8325-13f2-46d1-8173-9d7bd87dc104","Region"
"2020-08","Code_74","Code","150","ISO 3166 1 alpha3","13df7554-175f-490d-8859-1d5cdfd91228","Europe"
"12","Code_4","Code","PHARMA","SPONSOR","fec7b8ea-4188-4aa0-a7c6-64ffa581f877","Eli Lilly"
"2023-12-15","Code_76","Code","C70793","http://www.cdisc.org","4ec6f9b3-0f41-4688-b54e-ad6b597a2338","Clinical Study Sponsor"
"2020-08","Code_77","Code","USA","ISO 3166 1 alpha3","b723f2eb-7c0e-4ff3-a05f-4c76f8e81064","United States of America"
"2023-12-15","Code_78","Code","C93453","http://www.cdisc.org","e8669e4b-0821-4c5d-9475-5ea4a4b744f7","Study Registry"
"2020-08","Code_79","Code","USA","ISO 3166 1 alpha3","147e93a9-a4f1-43bc-8780-ba4b3d44190d","United States of America"
"2023-12-15","Code_137","Code","C49656","http://www.cdisc.org","faa5f81b-73ea-4c53-a686-efc21ca5e668","Treatment Study"
"2023-12-15","Code_138","Code","C49666","http://www.cdisc.org","b812885a-66db-4fe7-84b7-e10c7bb77bdd","Efficacy Study"
"2023-12-15","Code_139","Code","C49667","http://www.cdisc.org","e727f8d4-edf7-43c5-8bd7-3d0403ff9fc8","Safety Study"
"2023-12-15","Code_140","Code","C49663","http://www.cdisc.org","bde1d889-cf74-4e29-bdc3-8aef14988d9d","Pharmacokinetic Study"
"12","Code_134","Code","MILD_MOD_ALZ","SPONSOR","324d8f94-0cde-42df-84d6-a46d08210ea9","Mild to Moderate Alzheimer's Disease"
"January 31, 2018","Code_135","Code","26929004","SNOMED","edc409e7-c04f-46dd-b8d5-70006dff0cc8","Alzheimer's disease"
"2023-12-15","Code_143","Code","C99907x1","http://www.cdisc.org","a40421bd-91b8-4797-aa76-1d2803432e2f","EXTENSION"
"2023-12-15","Code_144","Code","C98704","http://www.cdisc.org","65d699b1-bbe7-4055-9985-0d8e7f5332c8","ADAPTIVE"
"2023-12-15","Code_141","Code","C82639","http://www.cdisc.org","38bf298a-2ae6-4b04-bf07-7e25741aadd3","Parallel Study"
"2023-12-15","Code_83","Code","C25716","http://www.cdisc.org","8cf67669-6cac-42e4-8ef7-ba4d82602fc9","Visit"
"2023-12-15","Code_84","Code","C51282","http://www.cdisc.org","39fa4d51-b1aa-4347-9739-e1ae53b7ab78","Clinic"
"2023-12-15","Code_85","Code","C175574","http://www.cdisc.org","fe5ab170-4ed5-4587-91b6-6a7a80f0befd","In Person"
"2023-12-15","Code_86","Code","C25716","http://www.cdisc.org","03ca6eb4-7256-481e-b54e-820e1e0fd73c","Visit"
"2023-12-15","Code_87","Code","C51282","http://www.cdisc.org","036573d2-f780-4db5-badf-4bd8aa73acb7","Clinic"
"2023-12-15","Code_88","Code","C175574","http://www.cdisc.org","7e482d8e-b9c1-4609-a2fd-355c5004a883","In Person"
