"name","uuid:ID","id","text","instanceType"
"ENCOUNTER_START_RULE_1","9a8385e3-ea9b-4b2f-a43b-8cf4a28317a9","TransitionRule_1","Subject identifier","TransitionRule"
"ENCOUNTER_START_RULE_1","8bb5194d-83f9-4900-b74c-e6cf84f26a25","TransitionRule_2","completion of screening activities","TransitionRule"
"ENCOUNTER_START_RULE_2","7207d5b4-9561-4882-8a7b-2e4ae5b6cd29","TransitionRule_3","subject leaves clinic after connection of ambulatory ECG machine","TransitionRule"
"ENCOUNTER_START_RULE_3","f1facc41-7965-4263-8112-2471d426760d","TransitionRule_4","subject has connection of ambulatory ECG machine removed","TransitionRule"
"ENCOUNTER_START_RULE_3","9eb788fd-7ef9-4d3c-afe7-9ce7b78e236b","TransitionRule_5","Radomized","TransitionRule"
"ENCOUNTER_START_RULE_12","944684ab-9627-4944-80cd-2b8b57083c11","TransitionRule_6","End of treatment","TransitionRule"
"ELEMENT_START_RULE_1","d74e27d6-da42-47cd-a831-7e41fa1625e0","TransitionRule_7","Informed consent","TransitionRule"
"ELEMENT_END_RULE_1","4f977355-9db6-422c-82fa-a8340b844fd4","TransitionRule_8","Completion of all screening activities and no more than 2 weeks from informed consent","TransitionRule"
"ELEMENT_START_RULE_2","9b4ea5f3-5d36-44e8-878b-21f4d3fd7f35","TransitionRule_9","Administration of first dose","TransitionRule"
"ELEMENT_START_RULE_7","6c91d01c-a043-4661-8564-2a49009ad8cf","TransitionRule_14","End of last scheduled visit on study (including early termination)","TransitionRule"
"ELEMENT_END_RULE_7","6fe2d3f4-3387-4bce-8b7f-e7210d65dd40","TransitionRule_15","Completion of all specified followup activities (which vary on a patient-by-patient basis)","TransitionRule"
"ELEMENT_START_RULE_3","a3075791-d726-4209-8e97-c2272a7a3b74","TransitionRule_10","Administration of first dose","TransitionRule"
"ELEMENT_START_RULE_4","7719276c-562d-411f-b43e-6be2896243e9","TransitionRule_11","Randomized","TransitionRule"
"ELEMENT_START_RULE_5","68209dc6-b72f-440e-a3c5-01d29f081090","TransitionRule_12","Administration of first dose (from patches supplied at Visit 4)","TransitionRule"
"ELEMENT_START_RULE_6","9b7dd4bc-9116-464c-8d64-6a3cb5f3538b","TransitionRule_13","Administration of first dose (from patches supplied at Visit 12)","TransitionRule"
