"name","text","uuid:ID","instanceType","id"
"ENCOUNTER_START_RULE_1","Subject identifier","4bc21670-03dd-4363-859a-44a57e648235","TransitionRule","TransitionRule_1"
"ENCOUNTER_START_RULE_1","completion of screening activities","357e7980-299a-42fb-bf34-701abbe22101","TransitionRule","TransitionRule_2"
"ENCOUNTER_START_RULE_2","subject leaves clinic after connection of ambulatory ECG machine","5f8c63c7-d986-4417-aa6d-1a5b337055e4","TransitionRule","TransitionRule_3"
"ENCOUNTER_START_RULE_3","subject has connection of ambulatory ECG machine removed","0de4e48b-eb6e-4489-adb8-7d995a16c5ac","TransitionRule","TransitionRule_4"
"ENCOUNTER_START_RULE_3","Radomized","607b50c7-5f27-4644-be9c-3ec26ad71f22","TransitionRule","TransitionRule_5"
"ENCOUNTER_START_RULE_12","End of treatment","d79e2b25-4443-4fbf-8b7f-ed46b1fd401e","TransitionRule","TransitionRule_6"
"ELEMENT_START_RULE_1","Informed consent","2172b603-822d-47df-a629-c3da2e8ad4a0","TransitionRule","TransitionRule_7"
"ELEMENT_END_RULE_1","Completion of all screening activities and no more than 2 weeks from informed consent","43043257-2ee9-44b8-b041-53e0ad53cbb3","TransitionRule","TransitionRule_8"
"ELEMENT_START_RULE_2","Administration of first dose","5b101b51-101c-4d6b-93ce-825547076d35","TransitionRule","TransitionRule_9"
"ELEMENT_START_RULE_7","End of last scheduled visit on study (including early termination)","3a41d2bf-9baf-40ac-a394-026668fdf58a","TransitionRule","TransitionRule_14"
"ELEMENT_END_RULE_7","Completion of all specified followup activities (which vary on a patient-by-patient basis)","746d718f-5592-4eb4-bfdf-d2eee92d5f67","TransitionRule","TransitionRule_15"
"ELEMENT_START_RULE_3","Administration of first dose","7c6fed5c-e0c8-4c76-973d-149d2940e8bd","TransitionRule","TransitionRule_10"
"ELEMENT_START_RULE_4","Randomized","90a08a6b-6b89-4230-802c-1ff8906e652a","TransitionRule","TransitionRule_11"
"ELEMENT_START_RULE_5","Administration of first dose (from patches supplied at Visit 4)","aea2b069-a907-4585-8aae-6fc7a2949f78","TransitionRule","TransitionRule_12"
"ELEMENT_START_RULE_6","Administration of first dose (from patches supplied at Visit 12)","c64a0f12-b25b-4741-a06f-2dc0a328a752","TransitionRule","TransitionRule_13"
