"datatype","label","instanceType","name","isEnabled","isRequired","id","uuid:ID"
"decimal","Vital Signs Result","BiomedicalConceptProperty","Vital Signs Result","True","True","BiomedicalConceptProperty_98","ba46696c-7db2-4754-a309-8ce9f09c90cf"
"string","Unit of Temperature","BiomedicalConceptProperty","Unit of Temperature","True","True","BiomedicalConceptProperty_99","ace864c0-a3b4-4c34-ac2e-f956c57dd248"
"string","Vital Signs Location","BiomedicalConceptProperty","Vital Signs Location","True","True","BiomedicalConceptProperty_100","50fb228f-803f-4c72-980e-0689797d4972"
"decimal","Vital Signs Result","BiomedicalConceptProperty","Vital Signs Result","True","True","BiomedicalConceptProperty_101","ba2643df-b814-402b-9b0f-3086cb3e308b"
"string","Unit of Weight","BiomedicalConceptProperty","Unit of Weight","True","True","BiomedicalConceptProperty_102","b868d5fd-19b5-49d1-8a08-b87691934c47"
"decimal","Vital Signs Result","BiomedicalConceptProperty","Vital Signs Result","True","True","BiomedicalConceptProperty_103","da87338d-6977-427b-864a-d55b8d88512b"
"string","Unit of Height","BiomedicalConceptProperty","Unit of Height","True","True","BiomedicalConceptProperty_104","220b397e-1f1e-464b-a5fd-ba0f0131fa14"
"decimal","Laboratory Test Result","BiomedicalConceptProperty","Laboratory Test Result","True","True","BiomedicalConceptProperty_105","cd664b5b-e8d2-4c60-82fa-1452dcfdfe62"
"boolean","Laboratory Test Fasting Status","BiomedicalConceptProperty","Laboratory Test Fasting Status","True","True","BiomedicalConceptProperty_106","ae484f72-2fb3-4bb6-b7e7-18f235171136"
"string","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty","Unit of Catalytic Activity Concentration","True","True","BiomedicalConceptProperty_107","eea2aa10-4bd5-4885-88ed-7f7a5adbb00c"
"string","Biospecimen Type","BiomedicalConceptProperty","Biospecimen Type","True","True","BiomedicalConceptProperty_108","d5dd3b9b-5b82-417b-9e15-4d99ea1695bb"
"string","Laboratory Test Result","BiomedicalConceptProperty","Laboratory Test Result","True","True","BiomedicalConceptProperty_109","fd7cde8a-e8e3-4f76-9ad8-b5d6bf74c9f0"
"boolean","Laboratory Test Fasting Status","BiomedicalConceptProperty","Laboratory Test Fasting Status","True","True","BiomedicalConceptProperty_110","a8a5a73f-6503-418c-b243-71984f13c1d0"
"string","Unit of Concentration","BiomedicalConceptProperty","Unit of Concentration","True","True","BiomedicalConceptProperty_111","b2e33c1e-9239-43d0-b350-d7080a1c5bef"
"string","Biospecimen Type","BiomedicalConceptProperty","Biospecimen Type","True","True","BiomedicalConceptProperty_112","447e2da3-d4f3-4d4f-96d7-7a4f053a1e98"
"decimal","Laboratory Test Result","BiomedicalConceptProperty","Laboratory Test Result","True","True","BiomedicalConceptProperty_113","0e13e98a-74e7-442c-94a6-53b9fbc8f773"
"boolean","Laboratory Test Fasting Status","BiomedicalConceptProperty","Laboratory Test Fasting Status","True","True","BiomedicalConceptProperty_114","9c75289f-9bec-459f-ab1a-9b8766740f4e"
"string","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty","Unit of Catalytic Activity Concentration","True","True","BiomedicalConceptProperty_115","54f70a09-ed3f-420b-bc28-b7f7d57619ec"
"string","Biospecimen Type","BiomedicalConceptProperty","Biospecimen Type","True","True","BiomedicalConceptProperty_116","35ba391a-293c-45da-872c-8f66015d83f3"
"decimal","Laboratory Test Result","BiomedicalConceptProperty","Laboratory Test Result","True","True","BiomedicalConceptProperty_117","2458d7f7-b00e-4bc4-b68e-341900ad0020"
"boolean","Laboratory Test Fasting Status","BiomedicalConceptProperty","Laboratory Test Fasting Status","True","True","BiomedicalConceptProperty_118","1c9ad8b1-aa60-4599-abe0-e077c6aeac20"
"string","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty","Unit of Catalytic Activity Concentration","True","True","BiomedicalConceptProperty_119","2cfa96b6-d159-4e43-9db7-7d5c695d45ec"
"string","Biospecimen Type","BiomedicalConceptProperty","Biospecimen Type","True","True","BiomedicalConceptProperty_120","df0b556c-b60e-4874-b8b8-3f37843a2b13"
"string","Laboratory Test Result","BiomedicalConceptProperty","Laboratory Test Result","True","True","BiomedicalConceptProperty_121","91ed8a8d-8761-43f7-83fa-6dda7aa318a1"
"boolean","Laboratory Test Fasting Status","BiomedicalConceptProperty","Laboratory Test Fasting Status","True","True","BiomedicalConceptProperty_122","105bbebf-5a31-42a4-b4e0-913925ac9ca6"
"string","Unit of Concentration","BiomedicalConceptProperty","Unit of Concentration","True","True","BiomedicalConceptProperty_123","a61f2b5c-e6f8-4804-9d0c-615147696a68"
"string","Biospecimen Type","BiomedicalConceptProperty","Biospecimen Type","True","True","BiomedicalConceptProperty_124","d846e4fa-90b1-4363-8cd9-95701f22be97"
"decimal","Laboratory Test Result","BiomedicalConceptProperty","Laboratory Test Result","True","True","BiomedicalConceptProperty_125","f454a442-3e16-4c8c-8c2d-06aea50af394"
"boolean","Laboratory Test Fasting Status","BiomedicalConceptProperty","Laboratory Test Fasting Status","True","True","BiomedicalConceptProperty_126","6797cbe7-7403-4dab-94f7-5f9da6e1aa4e"
"string","Molarity Unit","BiomedicalConceptProperty","Molarity Unit","True","True","BiomedicalConceptProperty_127","190a0d5b-6888-4156-94bb-6778a070420b"
"string","Biospecimen Type","BiomedicalConceptProperty","Biospecimen Type","True","True","BiomedicalConceptProperty_128","099fea77-46a4-469f-bfe2-a928e5ccb3c1"
"decimal","Laboratory Test Result","BiomedicalConceptProperty","Laboratory Test Result","True","True","BiomedicalConceptProperty_129","77f419d9-bf0f-426a-8e7a-f8e4ed9bb440"
"boolean","Laboratory Test Fasting Status","BiomedicalConceptProperty","Laboratory Test Fasting Status","True","True","BiomedicalConceptProperty_130","a9be2856-40e5-49bb-b60c-49022c145ded"
"string","Molarity Unit","BiomedicalConceptProperty","Molarity Unit","True","True","BiomedicalConceptProperty_131","061ad376-a86b-4580-b673-e6fe056de5e5"
"string","Biospecimen Type","BiomedicalConceptProperty","Biospecimen Type","True","True","BiomedicalConceptProperty_132","14d2b477-4b63-4795-8caf-bcc4e80cdc80"
"string","Adverse Event Verbatim Description","BiomedicalConceptProperty","Adverse Event Verbatim Description","True","True","BiomedicalConceptProperty_1","acc10d66-98a5-466b-9a71-f6a04d5a7531"
"string","Adverse Event Dictionary Derived Term","BiomedicalConceptProperty","Adverse Event Dictionary Derived Term","True","True","BiomedicalConceptProperty_2","76fcb4e7-f10f-4cb2-b072-1c920a60f6be"
"string","Adverse Event Category","BiomedicalConceptProperty","Adverse Event Category","True","True","BiomedicalConceptProperty_3","d6dccd21-1470-43e5-a175-f62f45494766"
"string","Adverse Event Subcategory","BiomedicalConceptProperty","Adverse Event Subcategory","True","True","BiomedicalConceptProperty_4","6a613306-5ce0-44b3-b296-27889168e619"
"boolean","Adverse Event Pre-specified","BiomedicalConceptProperty","Adverse Event Pre-specified","True","True","BiomedicalConceptProperty_5","b0a37da1-759a-46bd-89c2-6994d516db71"
"string","Severity of Adverse Event","BiomedicalConceptProperty","Severity of Adverse Event","True","True","BiomedicalConceptProperty_6","eade5234-25f1-4904-8cc8-bd368c2eb145"
"string","Adverse Event Toxicity Grade","BiomedicalConceptProperty","Adverse Event Toxicity Grade","True","True","BiomedicalConceptProperty_7","a3b50be6-f1bd-4d42-99ae-d8a6fb7e034c"
"boolean","Seriousness of Adverse Event","BiomedicalConceptProperty","Seriousness of Adverse Event","True","True","BiomedicalConceptProperty_8","95e13887-34b2-4b85-8ba1-f8047f83abd4"
"string","Adverse Event Action Taken with Study Treatment","BiomedicalConceptProperty","Adverse Event Action Taken with Study Treatment","True","True","BiomedicalConceptProperty_9","0a1d5aeb-4406-4e01-90c7-f149d72756fb"
"string","Adverse Event Attribution to Product or Procedure","BiomedicalConceptProperty","Adverse Event Attribution to Product or Procedure","True","True","BiomedicalConceptProperty_10","9a86b009-2d90-4542-a7c6-8a0ac28c4882"
"string","Adverse Event Pattern","BiomedicalConceptProperty","Adverse Event Pattern","True","True","BiomedicalConceptProperty_11","8f66c7b4-e242-444f-86f2-22723f184fa2"
"string","Adverse Event Outcome","BiomedicalConceptProperty","Adverse Event Outcome","True","True","BiomedicalConceptProperty_12","4fd7b174-cdf3-44cf-9f76-f1a4392b1ce1"
"datetime","Adverse Event Start Date Time","BiomedicalConceptProperty","Adverse Event Start Date Time","True","True","BiomedicalConceptProperty_13","73c2440e-1f74-4eec-b021-f633c3bfce89"
"datetime","Adverse Event End Date Time","BiomedicalConceptProperty","Adverse Event End Date Time","True","True","BiomedicalConceptProperty_14","6d37c324-0061-491e-a964-b5689673165e"
"decimal","Vital Signs Result","BiomedicalConceptProperty","Vital Signs Result","True","True","BiomedicalConceptProperty_15","bb915cee-a43b-48a4-a368-0afb7586268e"
"string","Unit of Pressure","BiomedicalConceptProperty","Unit of Pressure","True","True","BiomedicalConceptProperty_16","654bdd7c-60d2-4a71-bb96-97f794c39131"
"string","Vital Signs Location","BiomedicalConceptProperty","Vital Signs Location","True","True","BiomedicalConceptProperty_17","e5704c9d-9e07-48cf-a48f-028ef867b024"
"string","Vital Signs Laterality","BiomedicalConceptProperty","Vital Signs Laterality","True","True","BiomedicalConceptProperty_18","472539e6-c3d5-4220-a5d6-86ae2939de4d"
"string","Test Method","BiomedicalConceptProperty","Test Method","True","True","BiomedicalConceptProperty_19","963a79b5-ba12-401d-8d90-62a083d8285c"
"string","Vital Signs Position","BiomedicalConceptProperty","Vital Signs Position","True","True","BiomedicalConceptProperty_20","002aeacd-1bb8-4a8b-9979-52d65df9b8b5"
"decimal","Vital Signs Result","BiomedicalConceptProperty","Vital Signs Result","True","True","BiomedicalConceptProperty_21","18bac292-e27f-4373-84b6-53ada53f2b8d"
"string","Unit of Pressure","BiomedicalConceptProperty","Unit of Pressure","True","True","BiomedicalConceptProperty_22","358a66bd-e551-45b5-8e7b-329a58bf7b47"
"string","Vital Signs Location","BiomedicalConceptProperty","Vital Signs Location","True","True","BiomedicalConceptProperty_23","f6c51fb6-6190-49b8-8429-6332e0a69fd4"
"string","Vital Signs Laterality","BiomedicalConceptProperty","Vital Signs Laterality","True","True","BiomedicalConceptProperty_24","26ffd2bd-027d-4152-9994-7d62b65f80cd"
"string","Test Method","BiomedicalConceptProperty","Test Method","True","True","BiomedicalConceptProperty_25","166d1bb0-d984-48cd-8235-a627f46c08a8"
"string","Vital Signs Position","BiomedicalConceptProperty","Vital Signs Position","True","True","BiomedicalConceptProperty_26","70e04aa3-6632-48a7-a2cc-c34f9f875d4c"
"decimal","Vital Signs Result","BiomedicalConceptProperty","Vital Signs Result","True","True","BiomedicalConceptProperty_27","4950860f-4d7b-45be-b01d-2683ad7a3e1e"
"string","Unit of Temperature","BiomedicalConceptProperty","Unit of Temperature","True","True","BiomedicalConceptProperty_28","c8d22516-a6f8-439a-93e0-f8f239cdb8ca"
"string","Vital Signs Location","BiomedicalConceptProperty","Vital Signs Location","True","True","BiomedicalConceptProperty_29","d829e006-2f39-4955-b7c2-a98ce0252c78"
"decimal","Vital Signs Result","BiomedicalConceptProperty","Vital Signs Result","True","True","BiomedicalConceptProperty_30","dea9b498-43ab-4af2-b66a-4cf7a25fa1e5"
"string","Unit of Weight","BiomedicalConceptProperty","Unit of Weight","True","True","BiomedicalConceptProperty_31","383655b4-fbee-4959-bc76-f58e3d1e5e09"
"decimal","Vital Signs Result","BiomedicalConceptProperty","Vital Signs Result","True","True","BiomedicalConceptProperty_32","bfdd623e-7576-4feb-b042-e8c1830f1d19"
"string","Unit of Height","BiomedicalConceptProperty","Unit of Height","True","True","BiomedicalConceptProperty_33","2032bb24-1e43-433c-a2b3-6f5a3a524a9b"
"decimal","Laboratory Test Result","BiomedicalConceptProperty","Laboratory Test Result","True","True","BiomedicalConceptProperty_34","2505e856-d6cf-497a-b961-1faece5b6957"
"boolean","Laboratory Test Fasting Status","BiomedicalConceptProperty","Laboratory Test Fasting Status","True","True","BiomedicalConceptProperty_35","76704c2f-afe1-46d5-87a2-a070dc0aa835"
"string","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty","Unit of Catalytic Activity Concentration","True","True","BiomedicalConceptProperty_36","e63cb6d6-3c29-455d-9816-c306212e3b9a"
"string","Biospecimen Type","BiomedicalConceptProperty","Biospecimen Type","True","True","BiomedicalConceptProperty_37","6a1cdfa3-d8ae-45c5-b379-be7e14015566"
"string","Laboratory Test Result","BiomedicalConceptProperty","Laboratory Test Result","True","True","BiomedicalConceptProperty_38","882a3679-de68-4aad-ad91-78e338c9095e"
"boolean","Laboratory Test Fasting Status","BiomedicalConceptProperty","Laboratory Test Fasting Status","True","True","BiomedicalConceptProperty_39","ff14a30d-7ee7-4ca4-8c65-fbee7da57d9c"
"string","Unit of Concentration","BiomedicalConceptProperty","Unit of Concentration","True","True","BiomedicalConceptProperty_40","ed2ea6ac-2f9b-4b3e-b3ab-c045ce90b2c5"
"string","Biospecimen Type","BiomedicalConceptProperty","Biospecimen Type","True","True","BiomedicalConceptProperty_41","e069e916-9122-4b20-a47f-19ef70ca077a"
"decimal","Laboratory Test Result","BiomedicalConceptProperty","Laboratory Test Result","True","True","BiomedicalConceptProperty_42","fc581741-150c-4ada-9075-6a14e589e8b1"
"boolean","Laboratory Test Fasting Status","BiomedicalConceptProperty","Laboratory Test Fasting Status","True","True","BiomedicalConceptProperty_43","9b0831d6-4ae4-403f-bac2-bd582a7ee89d"
"string","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty","Unit of Catalytic Activity Concentration","True","True","BiomedicalConceptProperty_44","ea66c5ca-948c-4695-8c62-3b92e54d9d2b"
"string","Biospecimen Type","BiomedicalConceptProperty","Biospecimen Type","True","True","BiomedicalConceptProperty_45","a05c664f-1b5e-4c4e-8dbc-6ed91d43a3e6"
"decimal","Laboratory Test Result","BiomedicalConceptProperty","Laboratory Test Result","True","True","BiomedicalConceptProperty_46","3729c573-fef9-4ee5-a35a-76c5a76993d9"
"boolean","Laboratory Test Fasting Status","BiomedicalConceptProperty","Laboratory Test Fasting Status","True","True","BiomedicalConceptProperty_47","78b7702e-0794-41d0-b193-914dc87991b4"
"string","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty","Unit of Catalytic Activity Concentration","True","True","BiomedicalConceptProperty_48","03f1003f-aa41-42fb-9d9a-d2763fdf4df0"
"string","Biospecimen Type","BiomedicalConceptProperty","Biospecimen Type","True","True","BiomedicalConceptProperty_49","8c1f5f69-9cfa-47de-8279-db19619c7d2d"
"string","Laboratory Test Result","BiomedicalConceptProperty","Laboratory Test Result","True","True","BiomedicalConceptProperty_50","460eb0e9-9ac5-4264-9629-5e2e6203f7e3"
"boolean","Laboratory Test Fasting Status","BiomedicalConceptProperty","Laboratory Test Fasting Status","True","True","BiomedicalConceptProperty_51","91187b34-31c9-4902-a364-d91a125b11b5"
"string","Unit of Concentration","BiomedicalConceptProperty","Unit of Concentration","True","True","BiomedicalConceptProperty_52","f89d3930-20d3-40ce-b3e1-04dff34394e5"
"string","Biospecimen Type","BiomedicalConceptProperty","Biospecimen Type","True","True","BiomedicalConceptProperty_53","5377cc27-0a02-4dc5-9f73-b055a6c56b18"
"decimal","Laboratory Test Result","BiomedicalConceptProperty","Laboratory Test Result","True","True","BiomedicalConceptProperty_54","b30f4264-7c85-4169-845a-acc8846ca913"
"boolean","Laboratory Test Fasting Status","BiomedicalConceptProperty","Laboratory Test Fasting Status","True","True","BiomedicalConceptProperty_55","5b9adb00-3a94-4a1b-a476-1022f8c6626d"
"string","Molarity Unit","BiomedicalConceptProperty","Molarity Unit","True","True","BiomedicalConceptProperty_56","02b7c240-d642-4658-907a-5ff3132ac594"
"string","Biospecimen Type","BiomedicalConceptProperty","Biospecimen Type","True","True","BiomedicalConceptProperty_57","55db0750-c0a5-44aa-a3f4-1960dc7d96da"
"decimal","Laboratory Test Result","BiomedicalConceptProperty","Laboratory Test Result","True","True","BiomedicalConceptProperty_58","362797da-3b54-421d-b01b-86d82eec2564"
"boolean","Laboratory Test Fasting Status","BiomedicalConceptProperty","Laboratory Test Fasting Status","True","True","BiomedicalConceptProperty_59","6797b527-d1d2-4d86-af19-3ee220fb70b5"
