"instanceType","name","uuid:ID","id","description","label"
"ScheduledActivityInstance","SCREEN1","3cb0053f-d642-4e11-b80f-455b4b475657","ScheduledActivityInstance_9","-","Screen One"
"ScheduledActivityInstance","SCREEN2","f7248a6f-afd9-42d8-9f38-7c20b8bcf8da","ScheduledActivityInstance_10","-","Screen Two"
"ScheduledActivityInstance","DOSE","fc7efb84-fc1b-4846-95ee-b5e6214ed1ed","ScheduledActivityInstance_11","-","Dose"
"ScheduledActivityInstance","WK2","4f4185e2-c18e-4299-8b08-0b9143125d4a","ScheduledActivityInstance_12","-","Week 2"
"ScheduledActivityInstance","WK4","686e0ce8-47a3-480b-bbf7-27b7eb000af5","ScheduledActivityInstance_13","-","Week 4"
"ScheduledActivityInstance","WK6","7b686066-9aef-402e-97e7-a331c457498f","ScheduledActivityInstance_14","-","Week 6"
"ScheduledActivityInstance","WK8","a7fc7c53-b602-4d71-8bb8-7c7489281ed8","ScheduledActivityInstance_15","-","Week 8"
"ScheduledActivityInstance","WK8N","495f1b9b-35b4-4c30-a6b5-b6c6ae7d64d9","ScheduledActivityInstance_16","-","Week NPI"
"ScheduledActivityInstance","WK12","4f4018dd-0840-4767-8d95-56432fb65170","ScheduledActivityInstance_17","-","Week 12"
"ScheduledActivityInstance","WK12N","5b0b0468-dc17-424d-81a1-20e80c2f5671","ScheduledActivityInstance_18","-","Week 12 NPI"
"ScheduledActivityInstance","WK16","9e8e59d4-3c2a-440b-ba62-c6768420c469","ScheduledActivityInstance_19","-","Week 16"
"ScheduledActivityInstance","WK16N","58081a91-cd97-409e-8549-b9cccce90c54","ScheduledActivityInstance_20","-","Week 16 NPI"
"ScheduledActivityInstance","WK20","6b72ee40-4cd7-4072-949c-194ce1b6b591","ScheduledActivityInstance_21","-","Week 20"
"ScheduledActivityInstance","WK20N","5e936b60-4516-434c-bfb4-296a839d6925","ScheduledActivityInstance_22","-","Week 20 NPI"
"ScheduledActivityInstance","WK24","7ff9aae1-9260-47b7-8109-7a6a544a5489","ScheduledActivityInstance_23","-","Week 24"
"ScheduledActivityInstance","WK26","953615bb-327d-4985-a6f3-4ea8826dd94d","ScheduledActivityInstance_24","-","Week 26"
"ScheduledActivityInstance","AE","3b6942af-4eb6-486d-b59f-a0ff23e476d3","ScheduledActivityInstance_1","-","Adevers Event"
"ScheduledActivityInstance","ET","02f2d7b5-e1b3-4152-b890-cdd3131fd56b","ScheduledActivityInstance_2","-","Early Termination"
"ScheduledActivityInstance","VS_5MIN","24d7075d-364f-49bf-919e-d4099562734d","ScheduledActivityInstance_3","","5 minute supine"
"ScheduledActivityInstance","VS_SUPINE","d6b98013-c19b-4e40-84f7-f0fa95769763","ScheduledActivityInstance_4","","Vital signs supine"
"ScheduledActivityInstance","VS_1MIN","e664ea46-ff0b-489d-83a2-8394d3f823e3","ScheduledActivityInstance_5","","1 minute standing"
"ScheduledActivityInstance","VS_STAND1","5e5b4c9e-b38f-47a7-b7e0-a98636714672","ScheduledActivityInstance_6","","Vital signs after 1 min standing"
"ScheduledActivityInstance","VS_2MIN","84657a40-1a37-4a62-a691-9a001942bd62","ScheduledActivityInstance_7","","2 minute standing"
"ScheduledActivityInstance","VS_STAND3","680a2c67-c901-4280-aee5-d556914fdc0f","ScheduledActivityInstance_8","","Vital signs after 3 min standing"
