"instanceType","name","uuid:ID","id","text"
"TransitionRule","ENCOUNTER_START_RULE_1","56cb5418-b189-4358-aa89-b90eddbc5271","TransitionRule_1","Subject identifier"
"TransitionRule","ENCOUNTER_START_RULE_1","7805383d-5a65-4573-a380-24a8f3ef1776","TransitionRule_2","completion of screening activities"
"TransitionRule","ENCOUNTER_START_RULE_2","222855ef-8490-4196-aaf7-0b6db1966588","TransitionRule_3","subject leaves clinic after connection of ambulatory ECG machine"
"TransitionRule","ENCOUNTER_START_RULE_3","409b58ce-983f-4394-a3f8-f8cc826c36b2","TransitionRule_4","subject has connection of ambulatory ECG machine removed"
"TransitionRule","ENCOUNTER_START_RULE_3","0c0569e1-6871-4ea5-899a-a1b421943bc3","TransitionRule_5","Radomized"
"TransitionRule","ENCOUNTER_START_RULE_12","99274d65-a0a6-444c-835e-8d5802a64a5f","TransitionRule_6","End of treatment"
"TransitionRule","ELEMENT_START_RULE_1","3b799576-1a6b-441a-8690-a7b0f59a6b9e","TransitionRule_7","Informed consent"
"TransitionRule","ELEMENT_END_RULE_1","d0a70937-7582-43b0-b4d4-f6bed138ba1c","TransitionRule_8","Completion of all screening activities and no more than 2 weeks from informed consent"
"TransitionRule","ELEMENT_START_RULE_2","611a1575-8283-4677-a3c4-9549086a2929","TransitionRule_9","Administration of first dose"
"TransitionRule","ELEMENT_START_RULE_7","38f7616a-a496-4fb8-80de-ab96d6c3aa3c","TransitionRule_14","End of last scheduled visit on study (including early termination)"
"TransitionRule","ELEMENT_END_RULE_7","2461a352-69b3-4327-8242-143102ef0da0","TransitionRule_15","Completion of all specified followup activities (which vary on a patient-by-patient basis)"
"TransitionRule","ELEMENT_START_RULE_3","246d9f2c-c48f-4ed3-ae70-06f74d50c152","TransitionRule_10","Administration of first dose"
"TransitionRule","ELEMENT_START_RULE_4","3e38bff2-a6b6-498b-bd8c-88651c93b81f","TransitionRule_11","Randomized"
"TransitionRule","ELEMENT_START_RULE_5","f3b1d697-034d-4f0d-ae74-e29aa8ca1590","TransitionRule_12","Administration of first dose (from patches supplied at Visit 4)"
"TransitionRule","ELEMENT_START_RULE_6","dc6c2b0e-23bc-447a-a7f1-5a7138b51983","TransitionRule_13","Administration of first dose (from patches supplied at Visit 12)"
