"uuid:ID","description","label","id","instanceType","name"
"379e85e9-a452-4550-8392-752486c5662d","","Informed consent","Activity_1","Activity","Informed consent"
"43f5b859-9f99-4a21-a8bd-88d58b5da031","","Inclusion and exclusion criteria","Activity_2","Activity","Inclusion/exclusion criteria"
"a8042705-4f97-4331-bf49-a7194ee1e671","","Patient number assigned","Activity_3","Activity","Patient number assigned"
"e2e9fe3a-5ea9-4ec0-bfef-a3365d959bab","","Demographics","Activity_4","Activity","Demographics"
"f241e3b1-26cd-46c2-aabb-7ab2764fa4d2","","Hachinski Ischemic Scale","Activity_5","Activity","Hachinski"
"7835b698-55ad-46d3-b5d2-3a07783e8d6b","","MMSE","Activity_6","Activity","MMSE"
"bb60f069-7010-4f02-a883-d2fb8e2d5ae8","","Physical examination","Activity_7","Activity","Physical examination"
"994e561d-1afd-4f00-959b-6c3ecd8626c0","","Medical history","Activity_8","Activity","Medical history"
"47474d28-a3a2-41f0-9c47-afe4a83ca2c9","","Habits","Activity_9","Activity","Habits"
"f4b2943a-ce7a-490d-aa18-d5bb07a1515b","","Chest X-ray","Activity_10","Activity","Chest X-ray"
"5c3a8aa8-219e-4e9d-ab2c-e76ed7ad53c1","","Apo E genotyping","Activity_11","Activity","Apo E genotyping"
"c377073f-cd38-4800-bc0f-3937865de5f5","","Patient randomised","Activity_12","Activity","Patient randomised"
"93a623a0-d0ad-4155-adfc-2f9896b0fa4b","","Vital Signs and Temperature","Activity_13","Activity","Vital signs / Temperature"
"704e4b6f-89c1-4cc9-b126-1b7b3ebe5774","","Ambulatory ECG placed","Activity_14","Activity","Ambulatory ECG placed"
"9954ae02-e1f8-4fdb-9193-b88d29c0c98f","","Ambulatory ECG removed","Activity_15","Activity","Ambulatory ECG removed"
"a9ac9632-1af3-4423-912f-f2d56b92a7a1","","ECG","Activity_16","Activity","ECG"
"b8e99922-cc85-4d59-817c-6fffe0c95b4a","","Placebo TTS test","Activity_17","Activity","Placebo TTS test"
"17cf81b3-9f76-4e63-8e74-7eeb69c59709","","CT scan","Activity_18","Activity","CT scan"
"082dfb88-3410-4e21-ac95-c5b120273ede","","Concomitant medications","Activity_19","Activity","Concomitant medications"
"16c83bc1-52ae-47ac-9703-ca44106f3722","","Hematology","Activity_20","Activity","Hematology"
"35682e4d-4f6c-4149-86b9-5037a38e0d25","","Chemistry","Activity_21","Activity","Chemistry"
"170ce95a-1c6f-4967-a046-12f6cd3cf606","","Uninalysis","Activity_22","Activity","Uninalysis"
"e84f795d-a141-4ee6-982a-218f8c0361a2","","Plasma Specimen (Xanomeline)","Activity_23","Activity","Plasma Specimen (Xanomeline)"
"b16b5aaf-679d-4cfe-b7e5-832646f5d910","","Hemoglobin A1C","Activity_24","Activity","Hemoglobin A1C"
"63e446be-2d39-4cc1-9980-f245e60b26ec","","Study drug record , Medications dispensed, Medications returned","Activity_25","Activity","Study drug"
"f4326049-7cb9-410e-9003-70d9fb02c565","","TTS Acceptability Survey","Activity_26","Activity","TTS Acceptability Survey"
"34b5239d-e55e-48ff-b440-b5da911ede3f","","ADAS-Cog","Activity_27","Activity","ADAS-Cog"
"26893aa0-91b6-451b-9f6e-122da4bace16","","CIBIC+","Activity_28","Activity","CIBIC+"
"48a994cc-55e6-41e0-b6ce-1a17f28fc86e","","DAD","Activity_29","Activity","DAD"
"ea681b8e-0276-456f-9c4d-530fbc86066f","","NPI-X","Activity_30","Activity","NPI-X"
"ab3ff058-4880-4a68-9e28-4fb18817440a","","Adverse events","Activity_31","Activity","Adverse events"
"841ce69e-3b68-434a-9bd2-8781ad0aaffb","","Check adverse events","Activity_32","Activity","Check adverse events"
"fdd13f1a-146d-46ce-b1ea-b61dcfa365b0","","Subject supine","Activity_33","Activity","Supine"
"5da87587-9cc5-474b-80f2-272d5ea2f837","","Vital signs while supine","Activity_34","Activity","Vital Signs Supine"
"f70f77e9-0b63-4217-ae93-a64f06ece216","","Subject Standing","Activity_35","Activity","Stand"
"336a15ee-3c89-457a-9b5a-311ee66784cc","","Vital signs while standing","Activity_36","Activity","Vital Signs Standing"
