"isRequired","id","uuid:ID","instanceType","isEnabled","name","datatype","label"
"True","BiomedicalConceptProperty_98","c1680543-6fd2-4f22-9bb4-f35c8de3a8e2","BiomedicalConceptProperty","True","Vital Signs Result","decimal","Vital Signs Result"
"True","BiomedicalConceptProperty_99","5593d144-5ed2-41aa-bed0-13be2c3c6ab6","BiomedicalConceptProperty","True","Unit of Temperature","string","Unit of Temperature"
"True","BiomedicalConceptProperty_100","725f67e4-af4e-4f18-8d59-0430623ba8d0","BiomedicalConceptProperty","True","Vital Signs Location","string","Vital Signs Location"
"True","BiomedicalConceptProperty_101","7e7cb56f-9693-4bb5-be40-72e659c4e088","BiomedicalConceptProperty","True","Vital Signs Result","decimal","Vital Signs Result"
"True","BiomedicalConceptProperty_102","d8857a60-6096-4457-95cc-8bf68ba97128","BiomedicalConceptProperty","True","Unit of Weight","string","Unit of Weight"
"True","BiomedicalConceptProperty_103","278331ed-7f2a-4f2e-a274-3fad24d81ba9","BiomedicalConceptProperty","True","Vital Signs Result","decimal","Vital Signs Result"
"True","BiomedicalConceptProperty_104","29b368a3-da28-4416-89ca-def5b5aae2b1","BiomedicalConceptProperty","True","Unit of Height","string","Unit of Height"
"True","BiomedicalConceptProperty_105","f2b9dd6f-9849-4d86-a66f-6c822806d745","BiomedicalConceptProperty","True","Laboratory Test Result","decimal","Laboratory Test Result"
"True","BiomedicalConceptProperty_106","04db4890-cffc-486c-aba7-dfcf197847c9","BiomedicalConceptProperty","True","Laboratory Test Fasting Status","boolean","Laboratory Test Fasting Status"
"True","BiomedicalConceptProperty_107","677b9cd3-7121-46c5-ad37-44229ace589d","BiomedicalConceptProperty","True","Unit of Catalytic Activity Concentration","string","Unit of Catalytic Activity Concentration"
"True","BiomedicalConceptProperty_108","11b7b2b3-3481-4663-b747-e3a66a19b1a5","BiomedicalConceptProperty","True","Biospecimen Type","string","Biospecimen Type"
"True","BiomedicalConceptProperty_109","0786aefe-cf99-4c4c-a56a-a392db36aae5","BiomedicalConceptProperty","True","Laboratory Test Result","string","Laboratory Test Result"
"True","BiomedicalConceptProperty_110","118b766e-bdef-4f26-a607-387018a95c97","BiomedicalConceptProperty","True","Laboratory Test Fasting Status","boolean","Laboratory Test Fasting Status"
"True","BiomedicalConceptProperty_111","26041e50-4d53-4096-94cd-143c1db54ddc","BiomedicalConceptProperty","True","Unit of Concentration","string","Unit of Concentration"
"True","BiomedicalConceptProperty_112","7cae9eef-77f2-4112-8530-58b35b86c6c4","BiomedicalConceptProperty","True","Biospecimen Type","string","Biospecimen Type"
"True","BiomedicalConceptProperty_113","ca9e44af-183c-4cba-9a84-a43db1aaa9fb","BiomedicalConceptProperty","True","Laboratory Test Result","decimal","Laboratory Test Result"
"True","BiomedicalConceptProperty_114","ba4d1360-ea89-49cb-a43c-5105f870cdbf","BiomedicalConceptProperty","True","Laboratory Test Fasting Status","boolean","Laboratory Test Fasting Status"
"True","BiomedicalConceptProperty_115","4536e89f-dfc3-4dae-bb73-2352ab7c4c14","BiomedicalConceptProperty","True","Unit of Catalytic Activity Concentration","string","Unit of Catalytic Activity Concentration"
"True","BiomedicalConceptProperty_116","54c334bf-ebb0-4fca-bd45-55c78d90c321","BiomedicalConceptProperty","True","Biospecimen Type","string","Biospecimen Type"
"True","BiomedicalConceptProperty_117","50ba99ee-63f9-4b6f-8196-72b29f1a5456","BiomedicalConceptProperty","True","Laboratory Test Result","decimal","Laboratory Test Result"
"True","BiomedicalConceptProperty_118","c53946a6-53b3-4a0a-b44a-6856d05ab49a","BiomedicalConceptProperty","True","Laboratory Test Fasting Status","boolean","Laboratory Test Fasting Status"
"True","BiomedicalConceptProperty_119","76a1850e-7cf2-47eb-a4a5-d7bb0f7e7d0d","BiomedicalConceptProperty","True","Unit of Catalytic Activity Concentration","string","Unit of Catalytic Activity Concentration"
"True","BiomedicalConceptProperty_120","63fc5d24-bbdc-43ce-8c27-0b1d531bd372","BiomedicalConceptProperty","True","Biospecimen Type","string","Biospecimen Type"
"True","BiomedicalConceptProperty_121","a93fac2e-72ba-48a4-864e-55574e0543ae","BiomedicalConceptProperty","True","Laboratory Test Result","string","Laboratory Test Result"
"True","BiomedicalConceptProperty_122","c6c48204-9f4f-43d4-b0a9-28d05d3e61b3","BiomedicalConceptProperty","True","Laboratory Test Fasting Status","boolean","Laboratory Test Fasting Status"
"True","BiomedicalConceptProperty_123","d1b04c2f-1bca-4dd3-af3c-f10aab82802e","BiomedicalConceptProperty","True","Unit of Concentration","string","Unit of Concentration"
"True","BiomedicalConceptProperty_124","b73e64c7-269e-4ca2-8e76-6211a7c8131f","BiomedicalConceptProperty","True","Biospecimen Type","string","Biospecimen Type"
