"id","reference","instanceType","uuid:ID","synonyms","label","name"
"BiomedicalConcept_20","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/CONSENT","BiomedicalConcept","1664b155-0255-4e44-8bd6-98c973dfb17f","['Informed Consent Obtained', 'Informed Consent']","Informed Consent Obtained","Informed Consent Obtained"
"BiomedicalConcept_21","/mdr/bc/packages/2023-03-31/biomedicalconcepts/C28421","BiomedicalConcept","b6802e8e-96ac-40dd-8595-a08eddc22ab8","","Sex","Sex"
"BiomedicalConcept_22","/mdr/bc/packages/2023-03-31/biomedicalconcepts/C17049","BiomedicalConcept","8ff80b24-d3bc-4a6f-bf91-e4d30aacc8dc","['Racial Group']","Race","Race"
"BiomedicalConcept_23","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/TEMP","BiomedicalConcept","8c772fa3-e9a7-4e64-a3c1-176164ab2034","['Temperature', 'Body Temperature']","Temperature","Temperature"
"BiomedicalConcept_24","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/WEIGHT","BiomedicalConcept","f5ac3355-f8b4-40a9-8398-0e4e547041fc","['Weight', 'Body Weight']","Weight","Weight"
"BiomedicalConcept_25","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/HEIGHT","BiomedicalConcept","c785e06a-9e9d-4890-8bca-94a10c6fc11b","['Height', 'Body Height']","Height","Height"
"BiomedicalConcept_26","/mdr/specializations/sdtm/packages/2023-07-06/datasetspecializations/ALTSERPL","BiomedicalConcept","002e804c-a63f-400c-bf36-cf09569f044a","['ALT', 'SGPT', 'Alanine Aminotransferase Measurement']","Alanine Aminotransferase Concentration in Serum/Plasma","Alanine Aminotransferase Concentration in Serum/Plasma"
"BiomedicalConcept_27","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/ALBURINPRES","BiomedicalConcept","7a09643a-1d3e-40ea-a7db-e679b4baa5b9","['Albumin', 'Albumin Measurement']","Albumin Presence in Urine","Albumin Presence in Urine"
"BiomedicalConcept_28","/mdr/specializations/sdtm/packages/2023-07-06/datasetspecializations/ALPSERPL","BiomedicalConcept","2a89053f-9363-42e7-a70f-6e6ba20ab7a3","['Alkaline Phosphatase', 'Alkaline Phosphatase Measurement']","Alkaline Phosphatase Concentration in Serum/Plasma","Alkaline Phosphatase Concentration in Serum/Plasma"
"BiomedicalConcept_29","/mdr/specializations/sdtm/packages/2023-07-06/datasetspecializations/ASTSERPL","BiomedicalConcept","d6773b4f-6103-4e8f-9b8f-d17bb812bce5","['AST', 'SGOT', 'Aspartate Aminotransferase Measurement']","Aspartate Aminotransferase in Serum/Plasma","Aspartate Aminotransferase in Serum/Plasma"
"BiomedicalConcept_30","/mdr/specializations/sdtm/packages/2023-10-03/datasetspecializations/CREATURIN","BiomedicalConcept","455c3bc8-258a-41c2-b2fc-5d062d589236","['Creatinine', 'Creatinine Measurement']","Creatinine Concentration in Urine","Creatinine Concentration in Urine"
"BiomedicalConcept_31","/mdr/specializations/sdtm/packages/2023-07-06/datasetspecializations/KURIN","BiomedicalConcept","96147e97-236f-4cbc-a26e-39bb027fffcf","['Potassium', 'K', 'Potassium Measurement']","Potassium Concentration in Urine","Potassium Concentration in Urine"
"BiomedicalConcept_32","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/SODIUMURIN","BiomedicalConcept","ae19b423-35c1-42b7-8d71-19284fb7e5f8","['Sodium', 'NA', 'Sodium Measurement']","Sodium Concentration in Urine","Sodium Concentration in Urine"
"BiomedicalConcept_33","/mdr/specializations/sdtm/packages/2023-10-03/datasetspecializations/HBA1CBLD","BiomedicalConcept","a8bd6e69-99cb-4c82-985a-521939138a0e","['Hemoglobin A1C', 'HBA1C', 'Glycosylated Hemoglobin A1C', 'Glycosylated Hemoglobin Measurement']","Hemoglobin A1C Concentration in Blood","Hemoglobin A1C Concentration in Blood"
"BiomedicalConcept_1","/mdr/specializations/sdtm/packages/2023-10-03/datasetspecializations/AEPRESP","BiomedicalConcept","336f9a18-6155-41dd-a21f-ded428097027","['Adverse Event', 'Solicited Adverse Event']","Adverse Event Prespecified","Adverse Event Prespecified"
"BiomedicalConcept_2","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/SYSBP","BiomedicalConcept","959dea3f-ef34-409c-90b2-67d3d31c22de","['SYSBP', 'Systolic Blood Pressure']","Systolic Blood Pressure","Systolic Blood Pressure"
"BiomedicalConcept_3","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/DIABP","BiomedicalConcept","e6550c23-e8b4-4460-8bc3-5b0b90e7ddca","['DIABP', 'Diastolic Blood Pressure']","Diastolic Blood Pressure","Diastolic Blood Pressure"
"BiomedicalConcept_4","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/TEMP","BiomedicalConcept","7b0076f8-4c6d-4d7e-a648-6f9a187045de","['Temperature', 'Body Temperature']","Temperature","Temperature"
"BiomedicalConcept_5","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/WEIGHT","BiomedicalConcept","7a404872-468f-4e05-ac7a-1baa57683956","['Weight', 'Body Weight']","Weight","Weight"
"BiomedicalConcept_6","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/HEIGHT","BiomedicalConcept","2c164b8c-2c6b-442c-9541-7314e279bd59","['Height', 'Body Height']","Height","Height"
"BiomedicalConcept_7","/mdr/specializations/sdtm/packages/2023-07-06/datasetspecializations/ALTSERPL","BiomedicalConcept","2414b7bd-a248-4790-b43f-326370d02d8c","['ALT', 'SGPT', 'Alanine Aminotransferase Measurement']","Alanine Aminotransferase Concentration in Serum/Plasma","Alanine Aminotransferase Concentration in Serum/Plasma"
"BiomedicalConcept_8","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/ALBURINPRES","BiomedicalConcept","0dda88a9-4727-4d59-8f5d-38c9bc31ffba","['Albumin', 'Albumin Measurement']","Albumin Presence in Urine","Albumin Presence in Urine"
"BiomedicalConcept_9","/mdr/specializations/sdtm/packages/2023-07-06/datasetspecializations/ALPSERPL","BiomedicalConcept","cc800b62-2743-427c-b7dd-c46de5672f36","['Alkaline Phosphatase', 'Alkaline Phosphatase Measurement']","Alkaline Phosphatase Concentration in Serum/Plasma","Alkaline Phosphatase Concentration in Serum/Plasma"
"BiomedicalConcept_10","/mdr/specializations/sdtm/packages/2023-07-06/datasetspecializations/ASTSERPL","BiomedicalConcept","be9216a2-3b79-4b82-997d-32049b5d349a","['AST', 'SGOT', 'Aspartate Aminotransferase Measurement']","Aspartate Aminotransferase in Serum/Plasma","Aspartate Aminotransferase in Serum/Plasma"
"BiomedicalConcept_11","/mdr/specializations/sdtm/packages/2023-10-03/datasetspecializations/CREATURIN","BiomedicalConcept","0170a759-b102-40bf-9846-8aeed95811ce","['Creatinine', 'Creatinine Measurement']","Creatinine Concentration in Urine","Creatinine Concentration in Urine"
"BiomedicalConcept_12","/mdr/specializations/sdtm/packages/2023-07-06/datasetspecializations/KURIN","BiomedicalConcept","ead47007-8900-45d6-9d98-31084b21c2c2","['Potassium', 'K', 'Potassium Measurement']","Potassium Concentration in Urine","Potassium Concentration in Urine"
"BiomedicalConcept_13","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/SODIUMURIN","BiomedicalConcept","f10d3f9a-d573-4734-9d18-de79a3abafe4","['Sodium', 'NA', 'Sodium Measurement']","Sodium Concentration in Urine","Sodium Concentration in Urine"
"BiomedicalConcept_14","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/SYSBP","BiomedicalConcept","b26d25b4-48ca-4f82-8e7c-4589166d427d","['SYSBP', 'Systolic Blood Pressure']","Systolic Blood Pressure","Systolic Blood Pressure"
"BiomedicalConcept_15","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/DIABP","BiomedicalConcept","143a4f3a-d311-4f7b-9859-c98acf0a6ac8","['DIABP', 'Diastolic Blood Pressure']","Diastolic Blood Pressure","Diastolic Blood Pressure"
"BiomedicalConcept_16","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/HR","BiomedicalConcept","f2e83465-f985-4be6-8878-17a943efaf06","['Heart Rate']","Heart Rate","Heart Rate"
"BiomedicalConcept_17","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/SYSBP","BiomedicalConcept","daa2eb9b-802c-406f-8f99-e86b61797984","['SYSBP', 'Systolic Blood Pressure']","Systolic Blood Pressure","Systolic Blood Pressure"
"BiomedicalConcept_18","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/DIABP","BiomedicalConcept","f50305ef-4f5c-498a-8e89-2e37c747dcd8","['DIABP', 'Diastolic Blood Pressure']","Diastolic Blood Pressure","Diastolic Blood Pressure"
"BiomedicalConcept_19","/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/HR","BiomedicalConcept","d0d05e3b-7c3e-4b3c-b32a-c323ca0fa706","['Heart Rate']","Heart Rate","Heart Rate"
