"codeSystemVersion","decode","codeSystem","instanceType","code","id","uuid:ID"
"2023-12-15","Interventional Study","http://www.cdisc.org","Code","C98388","Code_1","52f41fc9-7d79-49b7-a360-07d757038a16"
"2023-12-15","Phase II Trial","http://www.cdisc.org","Code","C15601","Code_2","a9f49098-46b3-4290-ac06-b564482ce87e"
"2023-12-15","Sponsor Approval Date","http://www.cdisc.org","Code","C132352","Code_9","cb7b2ff8-3588-422c-89f2-9d0bfd3212b0"
"2023-12-15","Global","http://www.cdisc.org","Code","C68846","Code_10","053f8d5b-7a18-4bde-9216-bb647357003d"
"2023-12-15","IRB/IEC Feedback","http://www.cdisc.org","Code","C99904x3","Code_72","795dfd31-7aef-47d5-82c9-4e7df8d5f179"
"2023-12-15","Other","http://www.cdisc.org","Code","C17649","Code_73","f6cae279-c0d8-4527-9d75-9ef27763ed73"
"2023-12-15","Region","http://www.cdisc.org","Code","C41129","Code_75","ee1aba1e-ada4-45bc-ad48-025bcb3085d6"
"2020-08","Europe","ISO 3166 1 alpha3","Code","150","Code_74","dc8a2c82-718d-40c1-8761-4904a3dda98a"
"12","Eli Lilly","SPONSOR","Code","PHARMA","Code_4","243afe61-7995-4b8e-afbd-d217c1b6ea18"
"2023-12-15","Clinical Study Sponsor","http://www.cdisc.org","Code","C70793","Code_76","31d0199a-8003-4d5c-bafb-f4a9a0b3c1c6"
"2020-08","United States of America","ISO 3166 1 alpha3","Code","USA","Code_77","8fc0d02a-a432-40e1-b785-4fa1e6534b7f"
"2023-12-15","Study Registry","http://www.cdisc.org","Code","C93453","Code_78","0915d912-291e-460d-be1d-bb6157029e47"
"2020-08","United States of America","ISO 3166 1 alpha3","Code","USA","Code_79","5ab80153-fd47-49f0-a4b4-99535d6a2fe0"
"2023-12-15","Treatment Study","http://www.cdisc.org","Code","C49656","Code_137","c097dd35-759b-4ef5-a3c7-71834bf48b62"
"2023-12-15","Efficacy Study","http://www.cdisc.org","Code","C49666","Code_138","33408623-10f9-4daf-ac44-69bbe2400936"
"2023-12-15","Safety Study","http://www.cdisc.org","Code","C49667","Code_139","a4a9f1a5-536e-41db-8b55-2a4aac7afc58"
"2023-12-15","Pharmacokinetic Study","http://www.cdisc.org","Code","C49663","Code_140","bf22a21a-148d-417c-b32b-906de97c370c"
"12","Mild to Moderate Alzheimer's Disease","SPONSOR","Code","MILD_MOD_ALZ","Code_134","e6a31d3d-19fa-4565-948e-546d51bd318a"
"January 31, 2018","Alzheimer's disease","SNOMED","Code","26929004","Code_135","f766b782-5ee3-403c-be5e-034ee34293f7"
"2023-12-15","EXTENSION","http://www.cdisc.org","Code","C99907x1","Code_143","dd3f3906-f9e9-4852-9d05-0caf139a7d48"
"2023-12-15","ADAPTIVE","http://www.cdisc.org","Code","C98704","Code_144","3a124941-5d58-43f4-81a2-b02c4c6308ca"
"2023-12-15","Parallel Study","http://www.cdisc.org","Code","C82639","Code_141","0349f851-9234-4d03-836c-c39883e53a7c"
"2023-12-15","Visit","http://www.cdisc.org","Code","C25716","Code_83","3689c67f-c1de-41bc-868e-3e8d5b82c143"
"2023-12-15","Clinic","http://www.cdisc.org","Code","C51282","Code_84","97bd1767-2547-4b1b-87c1-86694b04339a"
"2023-12-15","In Person","http://www.cdisc.org","Code","C175574","Code_85","0d07e71d-8faf-4cf9-a849-6d8633fdc4c3"
"2023-12-15","Visit","http://www.cdisc.org","Code","C25716","Code_86","ad1b37d5-dd7b-4f66-876a-ba65d49be65f"
"2023-12-15","Clinic","http://www.cdisc.org","Code","C51282","Code_87","335cd0a1-b73f-46db-828c-a078f0aadbf7"
"2023-12-15","In Person","http://www.cdisc.org","Code","C175574","Code_88","244413d6-de23-43ac-af12-9eb5141768f7"
"2023-12-15","Visit","http://www.cdisc.org","Code","C25716","Code_89","bc87b6c2-ffe6-4535-8ba3-196fa6b65520"
"2023-12-15","Clinic","http://www.cdisc.org","Code","C51282","Code_90","0804535c-71e1-42a4-a6c8-8725eb35a152"
"2023-12-15","In Person","http://www.cdisc.org","Code","C175574","Code_91","d2ee1fc4-0869-4144-a647-5f272a4c2fdb"
"2023-12-15","Visit","http://www.cdisc.org","Code","C25716","Code_92","16399601-dd20-4998-b2ee-787ffd670e8d"
"2023-12-15","Clinic","http://www.cdisc.org","Code","C51282","Code_93","e90d87ca-60cd-48b7-a57b-55d542a96270"
"2023-12-15","In Person","http://www.cdisc.org","Code","C175574","Code_94","5c3d1c8e-0290-4396-aa49-8e1baf0e8ccd"
"2023-12-15","Visit","http://www.cdisc.org","Code","C25716","Code_95","98d3daa7-b8ee-411f-bace-0444ab19e76a"
"2023-12-15","Clinic","http://www.cdisc.org","Code","C51282","Code_96","b34442b2-32cd-4a97-8e65-73d0c1032bf4"
"2023-12-15","In Person","http://www.cdisc.org","Code","C175574","Code_97","03594693-2749-4ef1-be66-1728b18202d5"
"2023-12-15","Visit","http://www.cdisc.org","Code","C25716","Code_98","4c8ceb44-8045-4902-b42b-cd8fdb2548c1"
"2023-12-15","Clinic","http://www.cdisc.org","Code","C51282","Code_99","28f4fca5-fa1d-48e2-8e9f-b0caf9c01291"
"2023-12-15","In Person","http://www.cdisc.org","Code","C175574","Code_100","5050b693-14b5-4280-8fd9-98ebeedacfec"
"2023-12-15","Visit","http://www.cdisc.org","Code","C25716","Code_101","346cfea3-5b96-4c24-8ccf-908893b7b43b"
"2023-12-15","Clinic","http://www.cdisc.org","Code","C51282","Code_102","71c9c268-a436-456d-afac-dd38f86159b6"
"2023-12-15","In Person","http://www.cdisc.org","Code","C175574","Code_103","665ae71c-89cf-4238-9572-2f41fb1c350a"
"2023-12-15","Telephone Call","http://www.cdisc.org","Code","C171537","Code_104","33a87a1a-c4a9-4762-86e1-17dab77379f4"
"2023-12-15","Visit","http://www.cdisc.org","Code","C25716","Code_105","5e0fe9d8-abee-4fdc-ac45-228f377400fd"
"2023-12-15","Clinic","http://www.cdisc.org","Code","C51282","Code_106","79fd08a8-6808-4355-b057-452665d8cf3e"
"2023-12-15","In Person","http://www.cdisc.org","Code","C175574","Code_107","a9a3f92f-fe94-4e11-a99c-c5f536e55271"
"2023-12-15","Telephone Call","http://www.cdisc.org","Code","C171537","Code_108","623e715b-9783-43da-8a7a-0b1e0edd6dea"
"2023-12-15","Visit","http://www.cdisc.org","Code","C25716","Code_109","4ba7308b-8b36-412f-b9b5-d8b2c17a2ace"
"2023-12-15","Clinic","http://www.cdisc.org","Code","C51282","Code_110","7944dee5-4c29-421b-8c5d-e631a97ce987"
"2023-12-15","In Person","http://www.cdisc.org","Code","C175574","Code_111","97e18ed5-3c68-4073-8dce-434071fa857c"
"2023-12-15","Telephone Call","http://www.cdisc.org","Code","C171537","Code_112","e047d4b6-2a54-4c52-a03f-19cf14264796"
"2023-12-15","Visit","http://www.cdisc.org","Code","C25716","Code_113","39b81800-4a79-4e35-a86f-78f75460ad41"
"2023-12-15","Clinic","http://www.cdisc.org","Code","C51282","Code_114","e46dae6e-05af-42e9-b9e7-d9660ed31014"
"2023-12-15","In Person","http://www.cdisc.org","Code","C175574","Code_115","d2100414-d693-46f7-9071-f50ea46873f3"
"2023-12-15","Telephone Call","http://www.cdisc.org","Code","C171537","Code_116","937d1322-e1ef-4f0e-83b5-07ffa2e3f6b4"
"2023-12-15","Visit","http://www.cdisc.org","Code","C25716","Code_117","7d94e2af-c176-42f4-8178-6f0e51d5f501"
"2023-12-15","Clinic","http://www.cdisc.org","Code","C51282","Code_118","dcc14472-cdbc-44c7-9db3-354c42c0ec39"
"2023-12-15","In Person","http://www.cdisc.org","Code","C175574","Code_119","8c73bf63-64d2-430a-9063-78ccc8cebf67"
"2023-12-15","Visit","http://www.cdisc.org","Code","C25716","Code_120","bc962b29-a8df-453f-aab3-0cb4c4f0ed94"
"2023-12-15","Clinic","http://www.cdisc.org","Code","C51282","Code_121","b3dca294-3b46-40ec-8ffa-684adebb8006"
"2023-12-15","In Person","http://www.cdisc.org","Code","C175574","Code_122","133636c2-0b8b-48bd-a5f2-eb4908bb14ac"
"January 31, 2018","CT of head without contrast","SNOMED","Code","383371000119108","Code_80","5f160cb2-48e6-4b8b-9ee6-f2a3dc991857"
"12","Subject Supine","SPONSOR","Code","123","Code_81","dd307fd3-0270-4059-83f5-72fc237d0e9c"
"12","Subject Standing","SPONSOR","Code","124","Code_82","8e7643cb-aef2-4b60-b3d7-852d88c1f177"
"2023-12-15","Male","http://www.cdisc.org","Code","C20197","Code_429","4efbe99a-74ff-4ae1-9635-c2d7bc8e6c09"
"2023-12-15","Female","http://www.cdisc.org","Code","C16576","Code_430","efd0c380-ee57-4932-a849-26428d4607ec"
"2023-12-15","Sex","http://www.cdisc.org","Code","C28421","Code_431","b7604807-4088-4d7b-95be-72eb96ff2b19"
"2023-12-15","Sex","http://www.cdisc.org","Code","C28421","Code_432","2de80156-86c1-43bb-9155-6353162eb018"
"2023-12-15","Race","http://www.cdisc.org","Code","C17049","Code_433","dacf674b-7e9b-41a8-8b8b-2507cae6b816"
"2023-12-15","Race","http://www.cdisc.org","Code","C17049","Code_434","8eb20ed6-94a7-4073-8804-13d8d48c5670"
"2023-12-15","TEMP","http://www.cdisc.org","Code","C174446","Code_435","f9de78d0-9ed1-44b3-aa37-8a1b6d10aae4"
"2023-12-15","Clinical Test Result","http://www.cdisc.org","Code","C77140","Code_436","b0014d1a-c147-4b0c-8289-6ec7be69cdbf"
"2023-12-15","Degree Celsius","http://www.cdisc.org","Code","C42559","Code_437","3829495d-e2dc-4623-a185-d4f6574c3ca6"
"2023-12-15","Degree Fahrenheit","http://www.cdisc.org","Code","C44277","Code_438","35cef146-527a-42b8-bed0-9941d7dbd16b"
"2023-12-15","Kelvin","http://www.cdisc.org","Code","C42537","Code_439","c09915e6-b977-4c43-aea9-fe5b255e7d1d"
"2023-12-15","Unit of Temperature","http://www.cdisc.org","Code","C44276","Code_440","8af024a0-0c27-4a5f-9f69-26925941ec3f"
"2023-12-15","Axilla","http://www.cdisc.org","Code","C12674","Code_441","93e1b9c7-89b5-42a4-9aa3-543cf4655153"
"2023-12-15","Ear","http://www.cdisc.org","Code","C12394","Code_442","dd3b736a-70ec-4719-b90a-c9df7e7de4ee"
"2023-12-15","Forehead","http://www.cdisc.org","Code","C89803","Code_443","cf46c164-84f1-4762-b394-ce07ddc9c43f"
"2023-12-15","Oral Cavity","http://www.cdisc.org","Code","C12421","Code_444","ccc12f2a-d4e5-4c61-86db-bb0556987982"
"2023-12-15","Rectum","http://www.cdisc.org","Code","C12390","Code_445","68cdc5df-78b9-4365-9de8-eb3ee21a2ff7"
"2023-12-15","Anatomic Site","http://www.cdisc.org","Code","C13717","Code_446","5fe15b70-40e8-4d17-86cf-cd14063a6db3"
"2023-12-15","TEMP","http://www.cdisc.org","Code","C174446","Code_447","5aaf5ca9-8f0d-4dcb-9c91-ad4514ac07e6"
"2023-12-15","WEIGHT","http://www.cdisc.org","Code","C25208","Code_448","0bfa21da-a47a-43f8-ac13-089e40f94211"
"2023-12-15","Clinical Test Result","http://www.cdisc.org","Code","C77140","Code_449","a75aea26-4030-45f7-83dd-28be99bc948f"
"2023-12-15","Pound","http://www.cdisc.org","Code","C48531","Code_450","ba763bdb-ce5f-439b-893d-139ff3bf53c4"
