"instanceType","uuid:ID","name","id","description","label"
"Encounter","cc228b6c-7b96-4ef9-a5ad-d4c4fa5a4ce5","E1","Encounter_1","Screening encounter","Screening 1"
"Encounter","8b7dcbf5-914c-4ea8-8d7a-4b52610b7560","E2","Encounter_2","Screening encounter - Ambulatory ECG Placement","Screening 2"
"Encounter","df13dc1c-9120-4377-a1df-301145424b73","E3","Encounter_3","Baseline encounter - Ambulatory ECG Removal","Baseline"
"Encounter","04de7d61-cc8b-4fea-ba7a-9c34290e473e","E4","Encounter_4","Day 14","Week 2"
"Encounter","c43d2a32-80ac-499c-a7e7-84827e9f83ef","E5","Encounter_5","Day 28","Week 4"
"Encounter","9d7ee97b-8ce3-47de-b273-414e77650e5a","E7","Encounter_6","Day 42","Week 6"
"Encounter","5ba02755-482a-471a-bc0f-af9250b8bd7e","E8","Encounter_7","Day 56","Week 8"
"Encounter","39572514-fe6c-475d-8610-4121d42bce4e","E9","Encounter_8","Day 84","Week 12"
"Encounter","9621370d-6848-4351-b2f7-35159cf661cd","E10","Encounter_9","Day 112","Week 16"
"Encounter","f2b198a8-a7ee-4bbf-9df8-5afb9100b185","E11","Encounter_10","Day 140","Week 20"
"Encounter","44fe2c97-3477-4017-8528-b1be5d78cfb1","E12","Encounter_11","Day 168","Week 24"
"Encounter","753ffa59-56e4-468f-b418-7df5fb674052","E13","Encounter_12","Day 182","Week 26"
