"reference","instanceType","uuid:ID","name","synonyms","id","label"
"/mdr/bc/packages/2022-10-26/biomedicalconcepts/C174446","BiomedicalConcept","555affdf-3349-4f49-8c01-e8d49e510f85","Body Temperature","['Temperature']","BiomedicalConcept_20","Body Temperature"
"/mdr/bc/packages/2022-10-26/biomedicalconcepts/C81328","BiomedicalConcept","4763b89f-ba74-4099-8c8c-5787bd5b3626","Body Weight","['Weight']","BiomedicalConcept_21","Body Weight"
"/mdr/bc/packages/2022-10-26/biomedicalconcepts/C164634","BiomedicalConcept","63eb4d68-bd8c-4c4a-a542-2cf67803caca","Body Height","['Height']","BiomedicalConcept_22","Body Height"
"/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64433","BiomedicalConcept","746fc3e6-4f52-4dd7-a8cb-2d04d367c4ae","Alanine Aminotransferase Measurement","['ALT', 'SGPT']","BiomedicalConcept_23","Alanine Aminotransferase Measurement"
"/mdr/bc/packages/2023-10-03/biomedicalconcepts/C64431","BiomedicalConcept","3f044e4c-4b90-4cfa-ab0f-6abb6e1b4137","Albumin Measurement","['Albumin']","BiomedicalConcept_24","Albumin Measurement"
"/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64432","BiomedicalConcept","f582095e-1609-41d6-b9e3-89750adba967","Alkaline Phosphatase Measurement","['Alkaline Phosphatase']","BiomedicalConcept_25","Alkaline Phosphatase Measurement"
"/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64467","BiomedicalConcept","9586b479-9481-4e6d-95c7-d4e64a6adea1","Aspartate Aminotransferase Measurement","['AST', 'SGOT']","BiomedicalConcept_26","Aspartate Aminotransferase Measurement"
"/mdr/bc/packages/2023-10-03/biomedicalconcepts/C64547","BiomedicalConcept","7ae031da-6b47-4b47-b5af-e1479861ae3b","Creatinine Measurement","['Creatinine']","BiomedicalConcept_27","Creatinine Measurement"
"/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64853","BiomedicalConcept","c98a469c-e897-41bd-a019-356308048e1f","Potassium Measurement","['Potassium', 'K']","BiomedicalConcept_28","Potassium Measurement"
"/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64809","BiomedicalConcept","be568ef7-e700-4a65-a4ac-caf41cea570f","Sodium Measurement","['Sodium', 'NA']","BiomedicalConcept_29","Sodium Measurement"
"/mdr/bc/packages/2023-10-03/biomedicalconcepts/C41331","BiomedicalConcept","1ef56e1c-527f-4ae9-a2c7-0ba7a0beb513","Adverse Event","['Adverse Event Reported Term', 'AETERM']","BiomedicalConcept_1","Adverse Event"
"/mdr/bc/packages/2023-07-06/biomedicalconcepts/C25298","BiomedicalConcept","6cd079f8-da3c-4983-9477-fb2250416e77","Systolic Blood Pressure","['SYSBP']","BiomedicalConcept_2","Systolic Blood Pressure"
"/mdr/bc/packages/2023-07-06/biomedicalconcepts/C25299","BiomedicalConcept","560c7111-81c0-4c57-89e5-bf282be8d652","Diastolic Blood Pressure","['DIABP']","BiomedicalConcept_3","Diastolic Blood Pressure"
"/mdr/bc/packages/2022-10-26/biomedicalconcepts/C174446","BiomedicalConcept","4cf8613b-7654-4157-82a7-dce508d61ec8","Body Temperature","['Temperature']","BiomedicalConcept_4","Body Temperature"
"/mdr/bc/packages/2022-10-26/biomedicalconcepts/C81328","BiomedicalConcept","528ce799-28af-4f07-b1d7-ca3a789a8204","Body Weight","['Weight']","BiomedicalConcept_5","Body Weight"
"/mdr/bc/packages/2022-10-26/biomedicalconcepts/C164634","BiomedicalConcept","beac6e8a-34f5-4183-8c08-e8e6a68d1d13","Body Height","['Height']","BiomedicalConcept_6","Body Height"
"/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64433","BiomedicalConcept","96914ac3-86c2-4e7d-b955-f1b120f6c5e6","Alanine Aminotransferase Measurement","['ALT', 'SGPT']","BiomedicalConcept_7","Alanine Aminotransferase Measurement"
"/mdr/bc/packages/2023-10-03/biomedicalconcepts/C64431","BiomedicalConcept","979bffba-af97-489d-b5d4-fc49a5259ee1","Albumin Measurement","['Albumin']","BiomedicalConcept_8","Albumin Measurement"
"/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64432","BiomedicalConcept","da8ddc2b-5321-4fcb-a8a3-b9cbc8ac4602","Alkaline Phosphatase Measurement","['Alkaline Phosphatase']","BiomedicalConcept_9","Alkaline Phosphatase Measurement"
"/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64467","BiomedicalConcept","052ff8ce-84ac-4420-ae41-95b5f95d11c3","Aspartate Aminotransferase Measurement","['AST', 'SGOT']","BiomedicalConcept_10","Aspartate Aminotransferase Measurement"
"/mdr/bc/packages/2023-10-03/biomedicalconcepts/C64547","BiomedicalConcept","d92a2662-2588-42fe-ba09-60a46b5bc990","Creatinine Measurement","['Creatinine']","BiomedicalConcept_11","Creatinine Measurement"
"/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64853","BiomedicalConcept","2da5f6ee-01fd-4ac7-8886-67f12c37b843","Potassium Measurement","['Potassium', 'K']","BiomedicalConcept_12","Potassium Measurement"
"/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64809","BiomedicalConcept","27574099-e827-4003-bfb2-4a946d299b05","Sodium Measurement","['Sodium', 'NA']","BiomedicalConcept_13","Sodium Measurement"
"/mdr/bc/packages/2023-07-06/biomedicalconcepts/C25298","BiomedicalConcept","86168186-ee94-490e-9b91-1c0aa14898f5","Systolic Blood Pressure","['SYSBP']","BiomedicalConcept_14","Systolic Blood Pressure"
"/mdr/bc/packages/2023-07-06/biomedicalconcepts/C25299","BiomedicalConcept","8929bf21-5583-4834-a2c9-0c10dd04451d","Diastolic Blood Pressure","['DIABP']","BiomedicalConcept_15","Diastolic Blood Pressure"
"/mdr/bc/packages/2022-10-26/biomedicalconcepts/C49677","BiomedicalConcept","d4e0ab90-1bb7-468e-beb9-c3b94f46d1d0","Heart Rate","","BiomedicalConcept_16","Heart Rate"
"/mdr/bc/packages/2023-07-06/biomedicalconcepts/C25298","BiomedicalConcept","d218f2dc-e1b2-4079-b700-be1919b02804","Systolic Blood Pressure","['SYSBP']","BiomedicalConcept_17","Systolic Blood Pressure"
"/mdr/bc/packages/2023-07-06/biomedicalconcepts/C25299","BiomedicalConcept","62915fbf-1b31-4964-b0ef-9cdc0fb89aa2","Diastolic Blood Pressure","['DIABP']","BiomedicalConcept_18","Diastolic Blood Pressure"
"/mdr/bc/packages/2022-10-26/biomedicalconcepts/C49677","BiomedicalConcept","e403d930-2008-45ba-ad7c-f6661fc4f0fe","Heart Rate","","BiomedicalConcept_19","Heart Rate"
