"instanceType","uuid:ID","isRequired","name","id","datatype","isEnabled","label"
"BiomedicalConceptProperty","011ab994-2e68-4058-bab4-d8b1a2d818c3","True","Vital Signs Result","BiomedicalConceptProperty_98","decimal","True","Vital Signs Result"
"BiomedicalConceptProperty","d250c45f-5d33-4f7a-9757-fb3dd2c98987","True","Unit of Temperature","BiomedicalConceptProperty_99","string","True","Unit of Temperature"
"BiomedicalConceptProperty","e3660c2e-09fa-4b76-9c54-932608964d15","True","Vital Signs Location","BiomedicalConceptProperty_100","string","True","Vital Signs Location"
"BiomedicalConceptProperty","ba62a8d4-4de2-4f2a-a182-bce0a1c38942","True","Vital Signs Result","BiomedicalConceptProperty_101","decimal","True","Vital Signs Result"
"BiomedicalConceptProperty","23165317-7132-46a5-b19d-f1d624250854","True","Unit of Weight","BiomedicalConceptProperty_102","string","True","Unit of Weight"
"BiomedicalConceptProperty","797ef8fe-908b-45d0-a679-9bf81c8f1a81","True","Vital Signs Result","BiomedicalConceptProperty_103","decimal","True","Vital Signs Result"
"BiomedicalConceptProperty","0c16585b-c6ab-4395-98de-bb04283ee18e","True","Unit of Height","BiomedicalConceptProperty_104","string","True","Unit of Height"
"BiomedicalConceptProperty","8f51623f-5ad4-4b4a-8524-ac0ebd2a7f51","True","Laboratory Test Result","BiomedicalConceptProperty_105","decimal","True","Laboratory Test Result"
"BiomedicalConceptProperty","76d20d9a-7998-4f14-8e1c-309814e822fd","True","Laboratory Test Fasting Status","BiomedicalConceptProperty_106","boolean","True","Laboratory Test Fasting Status"
"BiomedicalConceptProperty","22cc9e5a-7d36-49d3-979a-8ab6b132fd65","True","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty_107","string","True","Unit of Catalytic Activity Concentration"
"BiomedicalConceptProperty","934517bf-ae0b-4691-890a-cb6c2658bc3d","True","Biospecimen Type","BiomedicalConceptProperty_108","string","True","Biospecimen Type"
"BiomedicalConceptProperty","cbe66cd3-06e2-47e9-acdd-5ad36a656825","True","Laboratory Test Result","BiomedicalConceptProperty_109","string","True","Laboratory Test Result"
"BiomedicalConceptProperty","61bc233a-bf71-44b8-9e09-cd64bc687e15","True","Laboratory Test Fasting Status","BiomedicalConceptProperty_110","boolean","True","Laboratory Test Fasting Status"
"BiomedicalConceptProperty","311e2ee6-2ce4-4e27-b3c2-e12a14f9e75f","True","Unit of Concentration","BiomedicalConceptProperty_111","string","True","Unit of Concentration"
"BiomedicalConceptProperty","d7909720-6a9e-4ba7-abd3-5ebe99ddc8c7","True","Biospecimen Type","BiomedicalConceptProperty_112","string","True","Biospecimen Type"
"BiomedicalConceptProperty","a9357de5-7c57-4a17-8fde-690efb667c17","True","Laboratory Test Result","BiomedicalConceptProperty_113","decimal","True","Laboratory Test Result"
"BiomedicalConceptProperty","f3260e99-6918-4099-aa0f-326a83e48b05","True","Laboratory Test Fasting Status","BiomedicalConceptProperty_114","boolean","True","Laboratory Test Fasting Status"
"BiomedicalConceptProperty","61c450d6-78e1-4917-9503-1178382cab83","True","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty_115","string","True","Unit of Catalytic Activity Concentration"
"BiomedicalConceptProperty","436e92fd-fab4-4a56-9811-418003f3337b","True","Biospecimen Type","BiomedicalConceptProperty_116","string","True","Biospecimen Type"
"BiomedicalConceptProperty","f5ebd3c7-ebcd-4aec-bfcd-cb3d22352c34","True","Laboratory Test Result","BiomedicalConceptProperty_117","decimal","True","Laboratory Test Result"
"BiomedicalConceptProperty","ae3e57d5-6d12-45d8-a689-de13652a4a66","True","Laboratory Test Fasting Status","BiomedicalConceptProperty_118","boolean","True","Laboratory Test Fasting Status"
"BiomedicalConceptProperty","a3fcb194-6ff1-4fe3-99cc-f98d83898c1d","True","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty_119","string","True","Unit of Catalytic Activity Concentration"
"BiomedicalConceptProperty","1e3697ab-7ccc-48cf-ad2b-e2d946da55cb","True","Biospecimen Type","BiomedicalConceptProperty_120","string","True","Biospecimen Type"
"BiomedicalConceptProperty","a7fc53d5-f639-460c-8d09-8d6ebd5fef6c","True","Laboratory Test Result","BiomedicalConceptProperty_121","string","True","Laboratory Test Result"
"BiomedicalConceptProperty","efd9cd70-b0fc-435b-a8db-3cf924b02306","True","Laboratory Test Fasting Status","BiomedicalConceptProperty_122","boolean","True","Laboratory Test Fasting Status"
"BiomedicalConceptProperty","50de1112-19a1-4d46-b4fd-910d1760c35e","True","Unit of Concentration","BiomedicalConceptProperty_123","string","True","Unit of Concentration"
"BiomedicalConceptProperty","8de37f1f-5ffc-4360-9ceb-80336f22c004","True","Biospecimen Type","BiomedicalConceptProperty_124","string","True","Biospecimen Type"
"BiomedicalConceptProperty","a08b4a26-d029-4305-926c-b6e748285c84","True","Laboratory Test Result","BiomedicalConceptProperty_125","decimal","True","Laboratory Test Result"
"BiomedicalConceptProperty","4b3afbfe-1a47-4054-a19b-459a3d23bc6d","True","Laboratory Test Fasting Status","BiomedicalConceptProperty_126","boolean","True","Laboratory Test Fasting Status"
"BiomedicalConceptProperty","fdc8906d-1ee5-458a-be22-54ecb65e4ef8","True","Molarity Unit","BiomedicalConceptProperty_127","string","True","Molarity Unit"
"BiomedicalConceptProperty","44c19733-976c-4c02-b566-5fdeb48239d7","True","Biospecimen Type","BiomedicalConceptProperty_128","string","True","Biospecimen Type"
"BiomedicalConceptProperty","deaaa0c4-3b2e-4bf8-8bf6-98679692af57","True","Laboratory Test Result","BiomedicalConceptProperty_129","decimal","True","Laboratory Test Result"
"BiomedicalConceptProperty","8cd79aa2-9c35-4f62-a6f9-c560ef192439","True","Laboratory Test Fasting Status","BiomedicalConceptProperty_130","boolean","True","Laboratory Test Fasting Status"
"BiomedicalConceptProperty","dd905014-ec67-40fd-a8e8-c3f4f2ec3a17","True","Molarity Unit","BiomedicalConceptProperty_131","string","True","Molarity Unit"
"BiomedicalConceptProperty","6b766143-bdfb-4627-8bad-df9444dc0051","True","Biospecimen Type","BiomedicalConceptProperty_132","string","True","Biospecimen Type"
"BiomedicalConceptProperty","b98640b0-d765-4500-a91b-8fc35d2f29d7","True","Adverse Event Verbatim Description","BiomedicalConceptProperty_1","string","True","Adverse Event Verbatim Description"
"BiomedicalConceptProperty","9f2e718e-b863-4e87-9b4d-fb36873ffb0f","True","Adverse Event Dictionary Derived Term","BiomedicalConceptProperty_2","string","True","Adverse Event Dictionary Derived Term"
"BiomedicalConceptProperty","8dca448a-5d6c-4f4a-bd1d-ef12c530944b","True","Adverse Event Category","BiomedicalConceptProperty_3","string","True","Adverse Event Category"
"BiomedicalConceptProperty","c7564db6-738e-4e6a-b45f-13761fbfd75f","True","Adverse Event Subcategory","BiomedicalConceptProperty_4","string","True","Adverse Event Subcategory"
"BiomedicalConceptProperty","a95d0d85-7a75-4e9f-9e61-7a16a2ac7b8e","True","Adverse Event Pre-specified","BiomedicalConceptProperty_5","boolean","True","Adverse Event Pre-specified"
