"description","id","label","name","instanceType","uuid:ID"
"-","ScheduledActivityInstance_9","Screen One","SCREEN1","ScheduledActivityInstance","88529ef0-d5ac-471a-9c68-9fd0953e26c2"
"-","ScheduledActivityInstance_10","Screen Two","SCREEN2","ScheduledActivityInstance","d3a4d3d5-f881-48cf-b034-049aa94de9b2"
"-","ScheduledActivityInstance_11","Dose","DOSE","ScheduledActivityInstance","4d7bb5ae-67c3-40f5-8803-1abef5e0fefb"
"-","ScheduledActivityInstance_12","Week 2","WK2","ScheduledActivityInstance","e3fdba78-0674-4202-8aca-bb7b5c551c78"
"-","ScheduledActivityInstance_13","Week 4","WK4","ScheduledActivityInstance","017dd0d3-f37e-495c-afcf-f3b810e05f72"
"-","ScheduledActivityInstance_14","Week 6","WK6","ScheduledActivityInstance","f73b148e-98df-4630-b1e9-fbc112e3bb6a"
"-","ScheduledActivityInstance_15","Week 8","WK8","ScheduledActivityInstance","30e942f3-e0d9-4a5e-a8e8-4280eb430948"
"-","ScheduledActivityInstance_16","Week NPI","WK8N","ScheduledActivityInstance","8f06167c-d28d-429a-94a7-e97894ba0516"
"-","ScheduledActivityInstance_17","Week 12","WK12","ScheduledActivityInstance","7925ba86-8ab4-4e95-abdb-0f14058554c3"
"-","ScheduledActivityInstance_18","Week 12 NPI","WK12N","ScheduledActivityInstance","daba427a-3874-4a65-9b56-3a4ec55f64c1"
"-","ScheduledActivityInstance_19","Week 16","WK16","ScheduledActivityInstance","21f21ea9-6f70-413e-810b-ac6572206cea"
"-","ScheduledActivityInstance_20","Week 16 NPI","WK16N","ScheduledActivityInstance","28a02ead-1c07-426b-8f7a-1a2d8b3c079e"
"-","ScheduledActivityInstance_21","Week 20","WK20","ScheduledActivityInstance","a95bc4b2-b099-4cd6-8a85-0dfd2d82367a"
"-","ScheduledActivityInstance_22","Week 20 NPI","WK20N","ScheduledActivityInstance","432769f8-98ac-4a79-a800-6dcc80d61e1e"
"-","ScheduledActivityInstance_23","Week 24","WK24","ScheduledActivityInstance","ffc23b09-7f66-4a0f-b6e4-91d18f5765ea"
"-","ScheduledActivityInstance_24","Week 26","WK26","ScheduledActivityInstance","8cf4050b-5b35-40a8-9faf-f703117d6a8c"
"-","ScheduledActivityInstance_1","Adevers Event","AE","ScheduledActivityInstance","cdf357a3-c355-4877-86aa-b08100ba58db"
"-","ScheduledActivityInstance_2","Early Termination","ET","ScheduledActivityInstance","9bd4f0d2-269b-4a63-a6e8-51965b06073a"
"","ScheduledActivityInstance_3","5 minute supine","VS_5MIN","ScheduledActivityInstance","6e17b751-415a-42b8-a9b8-f8b7b6c26c0e"
"","ScheduledActivityInstance_4","Vital signs supine","VS_SUPINE","ScheduledActivityInstance","7f57aaa5-9a0d-4150-baec-2d4e96b348d1"
"","ScheduledActivityInstance_5","1 minute standing","VS_1MIN","ScheduledActivityInstance","26be7892-0287-4214-8977-f9a91f6ef71c"
"","ScheduledActivityInstance_6","Vital signs after 1 min standing","VS_STAND1","ScheduledActivityInstance","c3dacb9e-40e7-4b17-8af8-4fed18258afd"
"","ScheduledActivityInstance_7","2 minute standing","VS_2MIN","ScheduledActivityInstance","47b46b23-2340-415e-8919-20a220d341e6"
"","ScheduledActivityInstance_8","Vital signs after 3 min standing","VS_STAND3","ScheduledActivityInstance","31e68b6b-1ca1-43d3-b5fa-41ae9e12b811"
