"reference","id","label","name","instanceType","uuid:ID","synonyms"
"/mdr/bc/packages/2023-03-31/biomedicalconcepts/C28421","BiomedicalConcept_20","Sex","Sex","BiomedicalConcept","15e5e508-8610-4f45-8365-67d461305523",""
"/mdr/bc/packages/2023-03-31/biomedicalconcepts/C17049","BiomedicalConcept_21","Race","Race","BiomedicalConcept","28f598c2-9b42-4b95-bfab-6cde300c908c","['Racial Group']"
"/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/TEMP","BiomedicalConcept_22","Temperature","Temperature","BiomedicalConcept","8753f9a5-e61d-4b87-a8bf-b787c3477c2a","['Temperature', 'Body Temperature']"
"/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/WEIGHT","BiomedicalConcept_23","Weight","Weight","BiomedicalConcept","16dc5fd5-37b7-410a-b8bf-11c5cf34c552","['Weight', 'Body Weight']"
"/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/HEIGHT","BiomedicalConcept_24","Height","Height","BiomedicalConcept","0d93d597-5ed7-45f0-b28f-0ea233bc756f","['Height', 'Body Height']"
"/mdr/specializations/sdtm/packages/2023-07-06/datasetspecializations/ALTSERPL","BiomedicalConcept_25","Alanine Aminotransferase Concentration in Serum/Plasma","Alanine Aminotransferase Concentration in Serum/Plasma","BiomedicalConcept","882a513f-1c8a-4c36-ba0f-3fd8212d905f","['ALT', 'SGPT', 'Alanine Aminotransferase Measurement']"
"/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/ALBURINPRES","BiomedicalConcept_26","Albumin Presence in Urine","Albumin Presence in Urine","BiomedicalConcept","ac467141-c063-4714-86b7-dd2e17998a8a","['Albumin', 'Albumin Measurement']"
"/mdr/specializations/sdtm/packages/2023-07-06/datasetspecializations/ALPSERPL","BiomedicalConcept_27","Alkaline Phosphatase Concentration in Serum/Plasma","Alkaline Phosphatase Concentration in Serum/Plasma","BiomedicalConcept","dc2a2861-6ca0-485a-aed8-c734683fbc34","['Alkaline Phosphatase', 'Alkaline Phosphatase Measurement']"
"/mdr/specializations/sdtm/packages/2023-07-06/datasetspecializations/ASTSERPL","BiomedicalConcept_28","Aspartate Aminotransferase in Serum/Plasma","Aspartate Aminotransferase in Serum/Plasma","BiomedicalConcept","d915eb37-04ba-4033-b4f6-bd517a558e92","['AST', 'SGOT', 'Aspartate Aminotransferase Measurement']"
"/mdr/specializations/sdtm/packages/2023-10-03/datasetspecializations/CREATURIN","BiomedicalConcept_29","Creatinine Concentration in Urine","Creatinine Concentration in Urine","BiomedicalConcept","dcf54c04-3551-4a34-ba29-cd2108bb0826","['Creatinine', 'Creatinine Measurement']"
"/mdr/specializations/sdtm/packages/2023-07-06/datasetspecializations/KURIN","BiomedicalConcept_30","Potassium Concentration in Urine","Potassium Concentration in Urine","BiomedicalConcept","6cca3b09-48d2-488a-b5d4-65dddf3f132d","['Potassium', 'K', 'Potassium Measurement']"
"/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/SODIUMURIN","BiomedicalConcept_31","Sodium Concentration in Urine","Sodium Concentration in Urine","BiomedicalConcept","8ef7da9a-3d16-4d29-b0fd-1ec1c1d1f7f5","['Sodium', 'NA', 'Sodium Measurement']"
"/mdr/specializations/sdtm/packages/2023-10-03/datasetspecializations/HBA1CBLD","BiomedicalConcept_32","Hemoglobin A1C Concentration in Blood","Hemoglobin A1C Concentration in Blood","BiomedicalConcept","dd2ea54f-0995-4944-8e6a-605f53fc8dd5","['Hemoglobin A1C', 'HBA1C', 'Glycosylated Hemoglobin A1C', 'Glycosylated Hemoglobin Measurement']"
"/mdr/specializations/sdtm/packages/2023-10-03/datasetspecializations/AEPRESP","BiomedicalConcept_1","Adverse Event Prespecified","Adverse Event Prespecified","BiomedicalConcept","27524492-3331-4362-a867-e9ffe2f90139","['Adverse Event', 'Solicited Adverse Event']"
"/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/SYSBP","BiomedicalConcept_2","Systolic Blood Pressure","Systolic Blood Pressure","BiomedicalConcept","ad5a8821-a9a9-4f70-bee4-b9224974e0d9","['SYSBP', 'Systolic Blood Pressure']"
"/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/DIABP","BiomedicalConcept_3","Diastolic Blood Pressure","Diastolic Blood Pressure","BiomedicalConcept","b778f137-0cac-403f-81cc-af4f6d785f80","['DIABP', 'Diastolic Blood Pressure']"
"/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/TEMP","BiomedicalConcept_4","Temperature","Temperature","BiomedicalConcept","36970c84-d4c4-44c9-a9e1-af4911879033","['Temperature', 'Body Temperature']"
"/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/WEIGHT","BiomedicalConcept_5","Weight","Weight","BiomedicalConcept","74d1fc72-1dec-4410-b8e2-c9c64e102b06","['Weight', 'Body Weight']"
"/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/HEIGHT","BiomedicalConcept_6","Height","Height","BiomedicalConcept","b189684b-226d-48a3-bc27-1753c2a82220","['Height', 'Body Height']"
"/mdr/specializations/sdtm/packages/2023-07-06/datasetspecializations/ALTSERPL","BiomedicalConcept_7","Alanine Aminotransferase Concentration in Serum/Plasma","Alanine Aminotransferase Concentration in Serum/Plasma","BiomedicalConcept","6e89e764-41d8-4eef-927a-0bd2578a6e7d","['ALT', 'SGPT', 'Alanine Aminotransferase Measurement']"
"/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/ALBURINPRES","BiomedicalConcept_8","Albumin Presence in Urine","Albumin Presence in Urine","BiomedicalConcept","76739034-98a2-420e-a739-ff01356eebdf","['Albumin', 'Albumin Measurement']"
"/mdr/specializations/sdtm/packages/2023-07-06/datasetspecializations/ALPSERPL","BiomedicalConcept_9","Alkaline Phosphatase Concentration in Serum/Plasma","Alkaline Phosphatase Concentration in Serum/Plasma","BiomedicalConcept","8a03f751-9831-4f66-bf2f-3af9a808c114","['Alkaline Phosphatase', 'Alkaline Phosphatase Measurement']"
"/mdr/specializations/sdtm/packages/2023-07-06/datasetspecializations/ASTSERPL","BiomedicalConcept_10","Aspartate Aminotransferase in Serum/Plasma","Aspartate Aminotransferase in Serum/Plasma","BiomedicalConcept","f9dc91a6-3e26-4904-97f9-087e7e97a40a","['AST', 'SGOT', 'Aspartate Aminotransferase Measurement']"
"/mdr/specializations/sdtm/packages/2023-10-03/datasetspecializations/CREATURIN","BiomedicalConcept_11","Creatinine Concentration in Urine","Creatinine Concentration in Urine","BiomedicalConcept","7ef1c41d-0942-4e50-9b98-cd234a1d6f01","['Creatinine', 'Creatinine Measurement']"
"/mdr/specializations/sdtm/packages/2023-07-06/datasetspecializations/KURIN","BiomedicalConcept_12","Potassium Concentration in Urine","Potassium Concentration in Urine","BiomedicalConcept","0bdd814c-2b56-4011-8ab1-7e2a4e584c49","['Potassium', 'K', 'Potassium Measurement']"
"/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/SODIUMURIN","BiomedicalConcept_13","Sodium Concentration in Urine","Sodium Concentration in Urine","BiomedicalConcept","68e01ba8-cf45-4eec-b52c-287821da7a18","['Sodium', 'NA', 'Sodium Measurement']"
"/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/SYSBP","BiomedicalConcept_14","Systolic Blood Pressure","Systolic Blood Pressure","BiomedicalConcept","e551767d-a5d7-4822-a6fa-32f93c848c6b","['SYSBP', 'Systolic Blood Pressure']"
"/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/DIABP","BiomedicalConcept_15","Diastolic Blood Pressure","Diastolic Blood Pressure","BiomedicalConcept","ebb550ee-6b81-4603-bb52-2fc46eb7d521","['DIABP', 'Diastolic Blood Pressure']"
"/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/HR","BiomedicalConcept_16","Heart Rate","Heart Rate","BiomedicalConcept","b3dac98b-cdaf-4e99-a103-f73d98af8e54","['Heart Rate']"
"/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/SYSBP","BiomedicalConcept_17","Systolic Blood Pressure","Systolic Blood Pressure","BiomedicalConcept","c578bd76-5c49-409c-ac10-7cd75fa14d51","['SYSBP', 'Systolic Blood Pressure']"
"/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/DIABP","BiomedicalConcept_18","Diastolic Blood Pressure","Diastolic Blood Pressure","BiomedicalConcept","2bbf4039-144c-4c27-b2c1-b7a6a464d2ae","['DIABP', 'Diastolic Blood Pressure']"
"/mdr/specializations/sdtm/packages/2023-12-12/datasetspecializations/HR","BiomedicalConcept_19","Heart Rate","Heart Rate","BiomedicalConcept","e2cd69a3-aeae-41a1-a13c-6b25d944d452","['Heart Rate']"
