"uuid:ID","id","instanceType","code","codeSystem","codeSystemVersion","decode"
"dcfcc961-7d6f-47c1-8bd7-9ceb5b08545c","Code_1","Code","C98388","http://www.cdisc.org","2023-12-15","Interventional Study"
"90d3ec4d-565e-4d3b-bd30-58c8ab97eeeb","Code_2","Code","C15601","http://www.cdisc.org","2023-12-15","Phase II Trial"
"d7113f69-e83e-40d6-9f11-782d74b27ca9","Code_9","Code","C132352","http://www.cdisc.org","2023-12-15","Sponsor Approval Date"
"a1fa3547-34af-44f6-bdf9-00a840b2f950","Code_10","Code","C68846","http://www.cdisc.org","2023-12-15","Global"
"5fa8d0f4-f4a6-4e52-8100-54127a692d79","Code_72","Code","C99904x3","http://www.cdisc.org","2023-12-15","IRB/IEC Feedback"
"5adb6100-f609-4e4d-8ae6-6876aecead60","Code_73","Code","C17649","http://www.cdisc.org","2023-12-15","Other"
"2b1abbc6-d816-46f2-ac4b-91b37041661b","Code_75","Code","C41129","http://www.cdisc.org","2023-12-15","Region"
"4fcb7c64-5f54-43a8-aa0e-0507711510fe","Code_74","Code","150","ISO 3166 1 alpha3","2020-08","Europe"
"c011c807-905d-4230-a14a-380c5a9fe884","Code_4","Code","PHARMA","SPONSOR","12","Eli Lilly"
"02d124aa-859e-4231-9d27-1c66e3b957f5","Code_76","Code","C70793","http://www.cdisc.org","2023-12-15","Clinical Study Sponsor"
"77fb50ae-36f7-4e8d-9a0a-ef9926345086","Code_77","Code","USA","ISO 3166 1 alpha3","2020-08","United States of America"
"e6fdb6c9-2de3-45cc-bcc9-0abdce1e4d83","Code_78","Code","C93453","http://www.cdisc.org","2023-12-15","Study Registry"
"5f3369fd-2462-43e2-a940-90cb217dbb62","Code_79","Code","USA","ISO 3166 1 alpha3","2020-08","United States of America"
"55eec6eb-5645-4983-892c-e47a0d3ce517","Code_137","Code","C49656","http://www.cdisc.org","2023-12-15","Treatment Study"
"07b70bab-c209-4d94-b536-0eea120cfc6b","Code_138","Code","C49666","http://www.cdisc.org","2023-12-15","Efficacy Study"
"9452c164-491d-4edc-a1d2-92d3b42a0516","Code_139","Code","C49667","http://www.cdisc.org","2023-12-15","Safety Study"
"1d068cc8-f0fb-4ed9-9fda-deefd48dc41b","Code_140","Code","C49663","http://www.cdisc.org","2023-12-15","Pharmacokinetic Study"
"d573a872-829f-433c-b247-f5417346eec3","Code_134","Code","MILD_MOD_ALZ","SPONSOR","12","Mild to Moderate Alzheimer's Disease"
"e9191c10-3070-4d58-972c-bb9e729120c3","Code_135","Code","26929004","SNOMED","January 31, 2018","Alzheimer's disease"
"b386fffb-1b81-48b7-b2f0-0cdf9e031dc2","Code_143","Code","C99907x1","http://www.cdisc.org","2023-12-15","EXTENSION"
"5cb6f07f-e87e-4938-96e1-a1d551e8c4e5","Code_144","Code","C98704","http://www.cdisc.org","2023-12-15","ADAPTIVE"
"7de16e8d-e95f-413b-8ac6-55f7e469f45d","Code_141","Code","C82639","http://www.cdisc.org","2023-12-15","Parallel Study"
"a79366f8-27f0-451c-bc90-c69b2c45e31b","Code_83","Code","C25716","http://www.cdisc.org","2023-12-15","Visit"
"d60b99b2-acf8-4316-b092-d13117d8ed22","Code_84","Code","C51282","http://www.cdisc.org","2023-12-15","Clinic"
"bcd01cf9-bbe1-4cc4-955b-7aa9513039ac","Code_85","Code","C175574","http://www.cdisc.org","2023-12-15","In Person"
"bdecc933-9ac5-49a0-b012-0014396f8334","Code_86","Code","C25716","http://www.cdisc.org","2023-12-15","Visit"
"8500c05a-004d-447c-8af6-32acafdef634","Code_87","Code","C51282","http://www.cdisc.org","2023-12-15","Clinic"
"03162411-efab-4399-88c1-0b131ddcb435","Code_88","Code","C175574","http://www.cdisc.org","2023-12-15","In Person"
"e19d1689-c6e4-4a5b-9cd1-6d8e029d49d8","Code_89","Code","C25716","http://www.cdisc.org","2023-12-15","Visit"
"215ec330-9462-4cd2-859f-5c9c3b5d297e","Code_90","Code","C51282","http://www.cdisc.org","2023-12-15","Clinic"
"d60acc2f-9828-413d-92a7-a38094c0eb84","Code_91","Code","C175574","http://www.cdisc.org","2023-12-15","In Person"
"bad71bb4-e9d7-4838-aa13-67d718d506ea","Code_92","Code","C25716","http://www.cdisc.org","2023-12-15","Visit"
"8a486794-dbd7-4d16-a0e6-ed49b13a8b32","Code_93","Code","C51282","http://www.cdisc.org","2023-12-15","Clinic"
"9870be8d-a111-47d0-b58a-8993643b4d77","Code_94","Code","C175574","http://www.cdisc.org","2023-12-15","In Person"
"988115a3-4d1d-4f34-9367-a7bcc4e3ddd5","Code_95","Code","C25716","http://www.cdisc.org","2023-12-15","Visit"
"031e1459-4c69-4873-b7e5-0190b88db7a6","Code_96","Code","C51282","http://www.cdisc.org","2023-12-15","Clinic"
"a9a30e13-99e5-4480-997f-5c10a9b8de05","Code_97","Code","C175574","http://www.cdisc.org","2023-12-15","In Person"
"bdc758e6-74b3-45fb-a73d-b213946b8105","Code_98","Code","C25716","http://www.cdisc.org","2023-12-15","Visit"
"b7787db3-0b84-401a-99cb-92afad59f5d8","Code_99","Code","C51282","http://www.cdisc.org","2023-12-15","Clinic"
"cfdeb178-51fd-49de-8975-7fe79d0e0317","Code_100","Code","C175574","http://www.cdisc.org","2023-12-15","In Person"
"12a0604c-ff39-4983-b57d-1b5e640890b3","Code_101","Code","C25716","http://www.cdisc.org","2023-12-15","Visit"
"cb5a2559-b1e2-4701-b68c-18476c00e6d4","Code_102","Code","C51282","http://www.cdisc.org","2023-12-15","Clinic"
"50293fa6-1810-4845-a5dd-66d4bf86a912","Code_103","Code","C175574","http://www.cdisc.org","2023-12-15","In Person"
"9d8e5a39-b7d5-42c7-8022-18880fd0ac09","Code_104","Code","C171537","http://www.cdisc.org","2023-12-15","Telephone Call"
"91f78ea3-e19a-4bea-b230-ca3b300d970c","Code_105","Code","C25716","http://www.cdisc.org","2023-12-15","Visit"
"90193122-e80a-467b-9128-f74e70faa896","Code_106","Code","C51282","http://www.cdisc.org","2023-12-15","Clinic"
"f67a7834-26af-45ea-b5de-8acf467b2985","Code_107","Code","C175574","http://www.cdisc.org","2023-12-15","In Person"
"17131dfe-96f6-4843-8eb4-8a52fdcb6153","Code_108","Code","C171537","http://www.cdisc.org","2023-12-15","Telephone Call"
"17b5661f-b2dd-4acf-8b5e-4afb9a96f02d","Code_109","Code","C25716","http://www.cdisc.org","2023-12-15","Visit"
"ad5b805b-7f3d-4e6a-b981-bbac7f4aa02c","Code_110","Code","C51282","http://www.cdisc.org","2023-12-15","Clinic"
"246bde28-59fa-460a-abd2-c2049946aab0","Code_111","Code","C175574","http://www.cdisc.org","2023-12-15","In Person"
"066931ae-5cbf-4681-96f6-ec35550f24f8","Code_112","Code","C171537","http://www.cdisc.org","2023-12-15","Telephone Call"
"4a2d1776-49a6-4392-9afa-a152faef1ce1","Code_113","Code","C25716","http://www.cdisc.org","2023-12-15","Visit"
"c8b364ad-af3a-4fc7-b6f6-4afccaa37251","Code_114","Code","C51282","http://www.cdisc.org","2023-12-15","Clinic"
"8a6f3a7d-dc5b-441b-9f5e-9f81f3c12511","Code_115","Code","C175574","http://www.cdisc.org","2023-12-15","In Person"
"aab7ac0f-30c8-4ad5-9c25-15af001c5be3","Code_116","Code","C171537","http://www.cdisc.org","2023-12-15","Telephone Call"
"dbece4ab-ab8e-41da-a30c-63695755cf75","Code_117","Code","C25716","http://www.cdisc.org","2023-12-15","Visit"
"e133f025-10c5-4fd3-9012-563f5ae5adf3","Code_118","Code","C51282","http://www.cdisc.org","2023-12-15","Clinic"
"5b30464d-39e7-471d-9a08-fc34f42da2f2","Code_119","Code","C175574","http://www.cdisc.org","2023-12-15","In Person"
"1a321a60-af63-4911-a3a6-04422153f999","Code_120","Code","C25716","http://www.cdisc.org","2023-12-15","Visit"
"85ed47e8-cb16-4265-b6e6-5371bf17e989","Code_121","Code","C51282","http://www.cdisc.org","2023-12-15","Clinic"
"004e0aad-f1d5-48b9-b690-5431a4160ccc","Code_122","Code","C175574","http://www.cdisc.org","2023-12-15","In Person"
"4408ceed-e6b4-4f63-8f5d-77a68c303052","Code_80","Code","383371000119108","SNOMED","January 31, 2018","CT of head without contrast"
"50e5319e-c689-4cf7-9817-5afff990b7a4","Code_81","Code","123","SPONSOR","12","Subject Supine"
"83f42c93-7acb-4c15-a167-43b6786732bf","Code_82","Code","124","SPONSOR","12","Subject Standing"
"fbeea644-396b-44e3-bae9-b1c04af0cf25","Code_429","Code","C82977","http://www.cdisc.org","2023-12-15","Dictionary-derived Term"
"a855b50e-b746-4de6-8238-1680cd4d9ed0","Code_430","Code","C82571","http://www.cdisc.org","2023-12-15","Reported Event Term"
"7f531de7-20f8-4f80-a331-14bc9ee6a5ab","Code_431","Code","C82517","http://www.cdisc.org","2023-12-15","Observation Start Date Time"
"05001869-b05b-4c67-8b5f-ec27722b03c8","Code_432","Code","C16735","http://www.cdisc.org","2023-12-15","Informed Consent"
"44cf94db-b76c-49d3-a1fe-7f2efdfa2dbb","Code_433","Code","C20197","http://www.cdisc.org","2023-12-15","Male"
"6f64cb53-bd33-4888-a06e-cf49e16f25d3","Code_434","Code","C16576","http://www.cdisc.org","2023-12-15","Female"
"5e98183a-8966-4c12-a344-bae7cdea73b5","Code_435","Code","C28421","http://www.cdisc.org","2023-12-15","Sex"
"de59a775-26d9-45de-a117-8eb9de228570","Code_436","Code","C28421","http://www.cdisc.org","2023-12-15","Sex"
"eaab0564-6116-4b66-ab9e-298f1b89a762","Code_437","Code","C17049","http://www.cdisc.org","2023-12-15","Race"
"76c3b068-ee51-495b-9e06-076b30399ec7","Code_438","Code","C17049","http://www.cdisc.org","2023-12-15","Race"
"a0b80109-4ee8-435a-9940-55f6a134cef4","Code_439","Code","C174446","http://www.cdisc.org","2023-12-15","TEMP"
"4c3be73d-d533-4f26-bdb8-2361c61d6a8a","Code_440","Code","C77140","http://www.cdisc.org","2023-12-15","Clinical Test Result"
"2ea9ff27-1e6c-463a-8d1d-b43e743e1cfc","Code_441","Code","C42559","http://www.cdisc.org","2023-12-15","Degree Celsius"
"a3b985d4-d58a-4d5a-a825-d01d14bab0f2","Code_442","Code","C44277","http://www.cdisc.org","2023-12-15","Degree Fahrenheit"
"b037017f-6c72-4951-907f-2e1bd9845c52","Code_443","Code","C42537","http://www.cdisc.org","2023-12-15","Kelvin"
"370771ef-b349-46af-9259-9349eb1a43af","Code_444","Code","C44276","http://www.cdisc.org","2023-12-15","Unit of Temperature"
"9884ad13-4097-4f80-866c-4de084e874f7","Code_445","Code","C12674","http://www.cdisc.org","2023-12-15","Axilla"
"8b9014e7-084b-4cf2-9563-9ae4fda224b6","Code_446","Code","C12394","http://www.cdisc.org","2023-12-15","Ear"
"540ab0a7-265d-4bcb-8bc6-f51d86f485d1","Code_447","Code","C89803","http://www.cdisc.org","2023-12-15","Forehead"
"0bcb6e2a-d81c-4059-b007-b9ca9b00775a","Code_448","Code","C12421","http://www.cdisc.org","2023-12-15","Oral Cavity"
"0ec474e3-10e5-4cb8-a4b5-1376e4fe005b","Code_449","Code","C12390","http://www.cdisc.org","2023-12-15","Rectum"
"a3383eac-28d5-4ac4-8663-e6cd7c8f33fa","Code_450","Code","C13717","http://www.cdisc.org","2023-12-15","Anatomic Site"
"611cd1a6-52b6-4f65-83a2-0b9b48b8c083","Code_451","Code","C174446","http://www.cdisc.org","2023-12-15","TEMP"
"b3cfee4b-3073-4a59-a62a-123c7aa60eed","Code_452","Code","C25208","http://www.cdisc.org","2023-12-15","WEIGHT"
"defc9981-071e-48c5-9d84-70aef8388acb","Code_453","Code","C77140","http://www.cdisc.org","2023-12-15","Clinical Test Result"
"efc46f11-59cb-4b4f-9cbe-d061cbcc496c","Code_454","Code","C48531","http://www.cdisc.org","2023-12-15","Pound"
"50712fa1-1873-40b5-a79f-22ecaeee5131","Code_455","Code","C48155","http://www.cdisc.org","2023-12-15","Gram"
"6cd1300f-e08f-4946-ab11-edc64ceb4141","Code_456","Code","C28252","http://www.cdisc.org","2023-12-15","Kilogram"
