"uuid:ID","code","id","codeSystemVersion","codeSystem","decode","instanceType"
"3aec04f5-e330-4410-ac8d-b448dd686de1","C98388","Code_1","2023-12-15","http://www.cdisc.org","Interventional Study","Code"
"222cc6b5-2aa5-4675-9d1c-a8a519cbe9c3","C15601","Code_2","2023-12-15","http://www.cdisc.org","Phase II Trial","Code"
"0a6e8b53-e823-4db5-97a9-7253a3a12c79","C132352","Code_9","2023-12-15","http://www.cdisc.org","Sponsor Approval Date","Code"
"92141e91-771f-4049-bc41-28bc2185c0d9","C68846","Code_10","2023-12-15","http://www.cdisc.org","Global","Code"
"b7ec41ea-d66f-41ba-bc5b-3247044f9346","C99904x3","Code_72","2023-12-15","http://www.cdisc.org","IRB/IEC Feedback","Code"
"d3aa9e12-1720-47b7-8fc9-8233e575b4f5","C17649","Code_73","2023-12-15","http://www.cdisc.org","Other","Code"
"a3d6ec7c-abde-4c7e-b00b-cc1a2a54895d","C41129","Code_75","2023-12-15","http://www.cdisc.org","Region","Code"
"1a45155f-fd09-4e8c-a644-45c0d6eae8fe","150","Code_74","2020-08","ISO 3166 1 alpha3","Europe","Code"
"0e7edeef-945c-41f6-ae64-5be4ac7d39cd","PHARMA","Code_4","12","SPONSOR","Eli Lilly","Code"
"73714fc3-c94e-42fc-adab-3b5dc7496a6f","C70793","Code_76","2023-12-15","http://www.cdisc.org","Clinical Study Sponsor","Code"
"1b988e2a-5b36-44be-ae18-ab0fe33f4758","USA","Code_77","2020-08","ISO 3166 1 alpha3","United States of America","Code"
"edc598e5-f14f-4813-8c36-90e24851178f","C93453","Code_78","2023-12-15","http://www.cdisc.org","Study Registry","Code"
"00459b38-7790-47b2-8849-108eac054b14","USA","Code_79","2020-08","ISO 3166 1 alpha3","United States of America","Code"
"7079cf2a-3895-4037-8905-3028fdea0739","C49656","Code_137","2023-12-15","http://www.cdisc.org","Treatment Study","Code"
"d5022714-c8e1-42b1-9b2d-3fdf1d220820","C49666","Code_138","2023-12-15","http://www.cdisc.org","Efficacy Study","Code"
"1c49965f-67fc-41d8-819d-5e8cbaa7e0a4","C49667","Code_139","2023-12-15","http://www.cdisc.org","Safety Study","Code"
"c32f5d26-1fe7-407a-b6f2-480f57916914","C49663","Code_140","2023-12-15","http://www.cdisc.org","Pharmacokinetic Study","Code"
"da8bd3ab-403c-49c9-9842-194b527ee4fc","MILD_MOD_ALZ","Code_134","12","SPONSOR","Mild to Moderate Alzheimer's Disease","Code"
"999c0c09-7265-48a5-a759-8e33822a7a96","26929004","Code_135","January 31, 2018","SNOMED","Alzheimer's disease","Code"
"a73daa11-65c6-4a92-b239-9e5fa8d065a3","C99907x1","Code_143","2023-12-15","http://www.cdisc.org","EXTENSION","Code"
"99dea4b3-c979-458b-8054-9bd97f0c1740","C98704","Code_144","2023-12-15","http://www.cdisc.org","ADAPTIVE","Code"
"d9074202-5563-4ee5-84e0-f027529df3d1","C82639","Code_141","2023-12-15","http://www.cdisc.org","Parallel Study","Code"
"c4e10fa3-ef27-41da-9d85-de6a5ae3d4a9","C25716","Code_83","2023-12-15","http://www.cdisc.org","Visit","Code"
"cba16ade-0a3d-4251-bbef-c61debae5d5a","C51282","Code_84","2023-12-15","http://www.cdisc.org","Clinic","Code"
"41f895cd-bb90-4fe3-a03d-5dc0483eea40","C175574","Code_85","2023-12-15","http://www.cdisc.org","In Person","Code"
"51d7732d-e8e8-48c1-858c-84e141e1fdc2","C25716","Code_86","2023-12-15","http://www.cdisc.org","Visit","Code"
"d3f2719a-aa83-429e-8f50-541573f57934","C51282","Code_87","2023-12-15","http://www.cdisc.org","Clinic","Code"
"6fb7606e-7ff4-4ad4-8dec-995787fca522","C175574","Code_88","2023-12-15","http://www.cdisc.org","In Person","Code"
"707d54c3-ab48-4109-8a11-34ee4be7a2a5","C25716","Code_89","2023-12-15","http://www.cdisc.org","Visit","Code"
"bf9f7bf9-604f-4335-b3a3-55f5e5269a4c","C51282","Code_90","2023-12-15","http://www.cdisc.org","Clinic","Code"
"efe5f0f9-3cf9-45cb-8467-83de3c7bed9b","C175574","Code_91","2023-12-15","http://www.cdisc.org","In Person","Code"
"c1c05a1d-4439-47b0-8924-bf8d2d8d5fc3","C25716","Code_92","2023-12-15","http://www.cdisc.org","Visit","Code"
"24b1a37e-500e-41a4-ac40-097b309f5dd4","C51282","Code_93","2023-12-15","http://www.cdisc.org","Clinic","Code"
"9a2821cc-94ad-45e2-8d84-eaa07e1d6084","C175574","Code_94","2023-12-15","http://www.cdisc.org","In Person","Code"
"4f8c045a-ffca-4c91-adfe-92f48568dde5","C25716","Code_95","2023-12-15","http://www.cdisc.org","Visit","Code"
"8a48319e-92e0-4a2e-b673-91c8f8a877ef","C51282","Code_96","2023-12-15","http://www.cdisc.org","Clinic","Code"
"295cff95-8aef-4ecc-a6f1-f99b695d3811","C175574","Code_97","2023-12-15","http://www.cdisc.org","In Person","Code"
"dab99204-213b-4f19-ad02-3b36ba5d1fa9","C25716","Code_98","2023-12-15","http://www.cdisc.org","Visit","Code"
"4d1dce7b-ceaa-4d76-b200-af895a41a474","C51282","Code_99","2023-12-15","http://www.cdisc.org","Clinic","Code"
"c42c2fcc-fb65-498a-8729-d2b4a31c4330","C175574","Code_100","2023-12-15","http://www.cdisc.org","In Person","Code"
"ec713c19-e32f-41a4-a6d5-ef11a5cc49ac","C25716","Code_101","2023-12-15","http://www.cdisc.org","Visit","Code"
"eb98fdfb-2b65-4f06-b6b3-31b430f96d35","C51282","Code_102","2023-12-15","http://www.cdisc.org","Clinic","Code"
"442ab1d3-d265-4cf6-8200-6e962e109c46","C175574","Code_103","2023-12-15","http://www.cdisc.org","In Person","Code"
"ff7e8dbe-8ff0-4ccb-8d29-1041e715fecb","C171537","Code_104","2023-12-15","http://www.cdisc.org","Telephone Call","Code"
"8e32c122-dcf7-487d-811c-92b50ecd213d","C25716","Code_105","2023-12-15","http://www.cdisc.org","Visit","Code"
"286a57d7-0b4a-4ad5-b07a-44b88b925372","C51282","Code_106","2023-12-15","http://www.cdisc.org","Clinic","Code"
"4095cb5c-f94a-4d65-ac55-b463c208974c","C175574","Code_107","2023-12-15","http://www.cdisc.org","In Person","Code"
"2fb033c5-0a00-4e56-aa6e-da04dad6c765","C171537","Code_108","2023-12-15","http://www.cdisc.org","Telephone Call","Code"
"f22ccc9e-18b9-4ae1-8917-8be6c2bcc73d","C25716","Code_109","2023-12-15","http://www.cdisc.org","Visit","Code"
"1d12e164-ef77-4900-8b02-9ba12cf9e9d6","C51282","Code_110","2023-12-15","http://www.cdisc.org","Clinic","Code"
"243ca286-011e-40ca-a491-1f21fcb0b397","C175574","Code_111","2023-12-15","http://www.cdisc.org","In Person","Code"
"626f37e6-85d4-425e-b2d9-6a178fb29726","C171537","Code_112","2023-12-15","http://www.cdisc.org","Telephone Call","Code"
"bc95d462-bd8c-41d8-a1c3-497c08ed9240","C25716","Code_113","2023-12-15","http://www.cdisc.org","Visit","Code"
"4af4ad7f-b81e-4209-8675-34a6e3d6c91e","C51282","Code_114","2023-12-15","http://www.cdisc.org","Clinic","Code"
"50286441-b1ad-4d96-83f9-b0357bcf5d6c","C175574","Code_115","2023-12-15","http://www.cdisc.org","In Person","Code"
"b932c5a1-aa89-404e-8cb4-d36b9b3743f0","C171537","Code_116","2023-12-15","http://www.cdisc.org","Telephone Call","Code"
"c27f3bbf-e41b-447c-a5b1-648981430559","C25716","Code_117","2023-12-15","http://www.cdisc.org","Visit","Code"
"17de7568-a881-452a-8404-0df3b1131070","C51282","Code_118","2023-12-15","http://www.cdisc.org","Clinic","Code"
"e3fb67aa-1219-4599-bcdc-d67ed71c65f7","C175574","Code_119","2023-12-15","http://www.cdisc.org","In Person","Code"
"eb300654-49f3-4895-921a-f2fc92b1d1c5","C25716","Code_120","2023-12-15","http://www.cdisc.org","Visit","Code"
"89b6669b-0e17-45ab-b3bf-b951ba8c3534","C51282","Code_121","2023-12-15","http://www.cdisc.org","Clinic","Code"
"9789430f-2120-4e36-a280-dbd042e4b0a3","C175574","Code_122","2023-12-15","http://www.cdisc.org","In Person","Code"
"c41b7e7e-a5ae-41ad-9d2e-c273c1b0e6b6","383371000119108","Code_80","January 31, 2018","SNOMED","CT of head without contrast","Code"
"5cf7c634-218b-405a-85e8-c75182b99c10","123","Code_81","12","SPONSOR","Subject Supine","Code"
"92861320-bac6-4d40-9eea-db60468edcf9","124","Code_82","12","SPONSOR","Subject Standing","Code"
"93f5dd60-bf29-4f68-ace5-9800f9577a7e","C82977","Code_429","2023-12-15","http://www.cdisc.org","Dictionary-derived Term","Code"
"538baf28-3320-47c4-9b8c-4cd255b1ef54","C82571","Code_430","2023-12-15","http://www.cdisc.org","Reported Event Term","Code"
"e84d38c8-aa1f-4c5b-a164-bbaf904ff90a","C82517","Code_431","2023-12-15","http://www.cdisc.org","Observation Start Date Time","Code"
"b27e78e4-999b-4913-89c1-d8fd10d9b862","C16735","Code_432","2023-12-15","http://www.cdisc.org","Informed Consent","Code"
"df2b4536-7183-4e5f-acc4-d41f83eccb00","C20197","Code_433","2023-12-15","http://www.cdisc.org","Male","Code"
"f44f366f-7737-490c-85ad-a5259a8a2285","C16576","Code_434","2023-12-15","http://www.cdisc.org","Female","Code"
"7b2db454-9f19-470f-8f17-1a61c4441fff","C28421","Code_435","2023-12-15","http://www.cdisc.org","Sex","Code"
"68cf09cb-aaa7-4ef3-b3f8-a5f75a210d81","C28421","Code_436","2023-12-15","http://www.cdisc.org","Sex","Code"
"5672682d-80c3-467b-bea2-5acb2b5e7398","C17049","Code_437","2023-12-15","http://www.cdisc.org","Race","Code"
"feffb2cd-0a7c-455b-a477-ca55500cf177","C17049","Code_438","2023-12-15","http://www.cdisc.org","Race","Code"
"b02e18aa-23b5-425b-a49f-3e9a9a957e08","C174446","Code_439","2023-12-15","http://www.cdisc.org","TEMP","Code"
"8a079147-d0e9-4b66-9a51-1e8827c0c200","C77140","Code_440","2023-12-15","http://www.cdisc.org","Clinical Test Result","Code"
"0fb57fda-5767-497d-b2d9-defb19cb8c9e","C42559","Code_441","2023-12-15","http://www.cdisc.org","Degree Celsius","Code"
"f19aca17-e944-4cba-ae1d-9a6c63f4381c","C44277","Code_442","2023-12-15","http://www.cdisc.org","Degree Fahrenheit","Code"
"8207533e-769f-4d27-b166-b40a8b95d24f","C42537","Code_443","2023-12-15","http://www.cdisc.org","Kelvin","Code"
"a2af71a8-8a58-4e8e-ac0b-8b6f3a7fc1e0","C44276","Code_444","2023-12-15","http://www.cdisc.org","Unit of Temperature","Code"
"a8134a84-c0a5-430f-9d2c-13680db12037","C12674","Code_445","2023-12-15","http://www.cdisc.org","Axilla","Code"
"ac0811f0-45d1-42c8-80bc-d97c9fda9536","C12394","Code_446","2023-12-15","http://www.cdisc.org","Ear","Code"
"8664d6fb-3b82-45cd-8e43-952ae4a3e46d","C89803","Code_447","2023-12-15","http://www.cdisc.org","Forehead","Code"
"df641d8e-6d8e-4b84-895c-8c421249b5a2","C12421","Code_448","2023-12-15","http://www.cdisc.org","Oral Cavity","Code"
"6c99e1ba-0414-455e-b014-44a8fe7d2957","C12390","Code_449","2023-12-15","http://www.cdisc.org","Rectum","Code"
"769e5e87-c00a-4c9f-936d-94faf43bccd3","C13717","Code_450","2023-12-15","http://www.cdisc.org","Anatomic Site","Code"
"fd2a30c6-b912-474f-98f1-a2882cc0099e","C174446","Code_451","2023-12-15","http://www.cdisc.org","TEMP","Code"
"ac0c8b70-f610-4a44-b704-9cc6ee5bc7b5","C25208","Code_452","2023-12-15","http://www.cdisc.org","WEIGHT","Code"
"41eacfcf-f231-4b6c-8a68-410686bb349a","C77140","Code_453","2023-12-15","http://www.cdisc.org","Clinical Test Result","Code"
"7758b4a9-a4d1-4621-8b29-7dbf26316e64","C48531","Code_454","2023-12-15","http://www.cdisc.org","Pound","Code"
"9a6ccca2-7486-42f1-9922-feccf1483a12","C48155","Code_455","2023-12-15","http://www.cdisc.org","Gram","Code"
"fc431fec-ef93-492d-925f-da467a886825","C28252","Code_456","2023-12-15","http://www.cdisc.org","Kilogram","Code"
"c8c5d0de-9419-49bf-80db-f610a4758eb1","C48208","Code_457","2023-12-15","http://www.cdisc.org","Unit of Weight","Code"
"23318508-e5a0-4d89-8418-5acedc4b8164","C25208","Code_458","2023-12-15","http://www.cdisc.org","WEIGHT","Code"
"2ec6ad45-cba0-4110-9600-fbe6ea01e87f","C25347","Code_459","2023-12-15","http://www.cdisc.org","HEIGHT","Code"
"f36728b8-add0-4531-a2e9-a5c30c393ffa","C77140","Code_460","2023-12-15","http://www.cdisc.org","Clinical Test Result","Code"
"d75b4a20-d97b-461b-bcdf-d3899450d947","C49668","Code_461","2023-12-15","http://www.cdisc.org","Centimeter","Code"
"ddb01006-a870-4206-9809-51d7fff463d4","C48500","Code_462","2023-12-15","http://www.cdisc.org","Inch","Code"
"d8d65135-cc55-4f98-b9f0-980c0b1c1f3f","C41139","Code_463","2023-12-15","http://www.cdisc.org","Meter","Code"
"a38c7e37-d00f-4ab8-8b0f-9abd23036b95","C168688","Code_464","2023-12-15","http://www.cdisc.org","Unit of Height","Code"
"6d1bf316-0cbe-4747-a4e9-887a94c3534f","C25347","Code_465","2023-12-15","http://www.cdisc.org","HEIGHT","Code"
"150ec29a-26a2-4b36-91f3-9942ffa6a72d","C64433","Code_466","2023-12-15","http://www.cdisc.org","ALT","Code"
"9ff32c5e-0462-4bd9-8266-ecc9275c5359","C36292","Code_467","2023-12-15","http://www.cdisc.org","Laboratory Test Result","Code"
"0167479d-0461-44ca-b942-dea7f0d600a8","C67456","Code_468","2023-12-15","http://www.cdisc.org","Unit per Liter","Code"
"b065620a-de73-4b7a-971c-84a2aa18066e","C67397","Code_469","2023-12-15","http://www.cdisc.org","Microkatal per Liter","Code"
"71a65650-3bee-412a-a4a4-1663b2debc71","C67376","Code_470","2023-12-15","http://www.cdisc.org","International Unit per Liter","Code"
"b35e9dbf-ee9d-458e-92bc-e90b49780364","C70510","Code_471","2023-12-15","http://www.cdisc.org","Nanokatal per Liter","Code"
"1a18b1fe-bee4-48ce-93e7-edba003b5b86","C67365","Code_472","2023-12-15","http://www.cdisc.org","Unit of Catalytic Activity Concentration","Code"
"b1711112-6ee5-482a-a2d8-b1d3f6af2b11","C70713","Code_473","2023-12-15","http://www.cdisc.org","Biospecimen Type","Code"
"7e6e2019-ecca-448b-beeb-03ff37fd2b1b","C49487","Code_474","2023-12-15","http://www.cdisc.org","No","Code"
"9fe18dbc-3995-4f71-87fb-ca75835f55c0","C49488","Code_475","2023-12-15","http://www.cdisc.org","Yes","Code"
"7f6d8cce-26cd-4846-aec5-81be1a794269","C83309","Code_476","2023-12-15","http://www.cdisc.org","Laboratory Test Fasting Status","Code"
"d3415795-109a-4490-9b87-6d7a363e8d0d","C64433","Code_477","2023-12-15","http://www.cdisc.org","ALT","Code"
"5b5ef9cd-db3b-4be0-b38d-c061807223c7","C64431","Code_478","2023-12-15","http://www.cdisc.org","ALB","Code"
"43ee47ce-eec1-4e3c-9176-60e2bbb09768","C36292","Code_479","2023-12-15","http://www.cdisc.org","Laboratory Test Result","Code"
"d37895fa-6bcb-41ff-b83c-5c612e9f5069","C70713","Code_480","2023-12-15","http://www.cdisc.org","Biospecimen Type","Code"
"1526f4fc-7827-4c50-bffe-9d9b4e470dfd","C49487","Code_481","2023-12-15","http://www.cdisc.org","No","Code"
"72a73136-4be5-45c4-a51d-e0a04884031b","C49488","Code_482","2023-12-15","http://www.cdisc.org","Yes","Code"
"30f5da46-f692-484b-b78a-c4d7ec4f0199","C83309","Code_483","2023-12-15","http://www.cdisc.org","Laboratory Test Fasting Status","Code"
"76ed313f-b05b-4c41-83fc-147459e86672","C64431","Code_484","2023-12-15","http://www.cdisc.org","ALB","Code"
"8f8ced3c-744a-4186-a342-ccc311647f4f","C64432","Code_485","2023-12-15","http://www.cdisc.org","ALP","Code"
"d5612aa8-7575-4625-83fd-06e69a6bc341","C36292","Code_486","2023-12-15","http://www.cdisc.org","Laboratory Test Result","Code"
"db043d9c-b90a-4bef-b9e6-3626ca6f640a","C67456","Code_487","2023-12-15","http://www.cdisc.org","Unit per Liter","Code"
"ac6157f4-982f-4779-80c6-2bb76c8df684","C67397","Code_488","2023-12-15","http://www.cdisc.org","Microkatal per Liter","Code"
"ffd137c3-238b-4970-9ab2-bf3e0c67609d","C67376","Code_489","2023-12-15","http://www.cdisc.org","International Unit per Liter","Code"
"115eaa33-e663-4c81-b70d-513d98f0feda","C67365","Code_490","2023-12-15","http://www.cdisc.org","Unit of Catalytic Activity Concentration","Code"
"e3b8bb4f-5a74-40e5-a24e-535470ad02c8","C70713","Code_491","2023-12-15","http://www.cdisc.org","Biospecimen Type","Code"
"e64d762c-2a74-4ecf-9c43-c1750dc606b7","C49487","Code_492","2023-12-15","http://www.cdisc.org","No","Code"
"75fc57a0-06a1-4e98-9a4d-b13053bce6c6","C49488","Code_493","2023-12-15","http://www.cdisc.org","Yes","Code"
"9ed66d06-dbf2-4639-8463-1043579438c4","C83309","Code_494","2023-12-15","http://www.cdisc.org","Laboratory Test Fasting Status","Code"
"3d3ef066-c515-4d47-988c-6f45cc61ef10","C64432","Code_495","2023-12-15","http://www.cdisc.org","ALP","Code"
"8cc2b4e5-6bc7-4a47-92ff-bf4a93bc9224","C64467","Code_496","2023-12-15","http://www.cdisc.org","AST","Code"
"4171c8f7-e7f7-4a6d-913e-c698789bf86d","C36292","Code_497","2023-12-15","http://www.cdisc.org","Laboratory Test Result","Code"
"4b5cf648-8c48-45ae-86e4-892e7acb01b3","C67456","Code_498","2023-12-15","http://www.cdisc.org","Unit per Liter","Code"
"180104e1-4ad1-4c58-90c4-8464acffbc47","C67397","Code_499","2023-12-15","http://www.cdisc.org","Microkatal per Liter","Code"
"061a5670-3dae-4992-995a-7c1e6d6d7411","C67376","Code_500","2023-12-15","http://www.cdisc.org","International Unit per Liter","Code"
"270127e5-9786-4a03-9303-f9a277a70cb9","C67365","Code_501","2023-12-15","http://www.cdisc.org","Unit of Catalytic Activity Concentration","Code"
"0a81ff17-17df-4e49-91fb-ad7fbb085547","C70713","Code_502","2023-12-15","http://www.cdisc.org","Biospecimen Type","Code"
"468c35bd-25ad-4869-b576-d137b59f3b93","C49487","Code_503","2023-12-15","http://www.cdisc.org","No","Code"
"2ff62f0d-2202-43f9-b12d-da047286d3df","C49488","Code_504","2023-12-15","http://www.cdisc.org","Yes","Code"
"426c3627-8d3b-4b81-a7f6-574bfe37aef5","C83309","Code_505","2023-12-15","http://www.cdisc.org","Laboratory Test Fasting Status","Code"
"31fb65f4-407a-468f-bc70-c4d469f1b02b","C64467","Code_506","2023-12-15","http://www.cdisc.org","AST","Code"
"9410d71f-499c-4f05-8237-7a919d133640","C64547","Code_507","2023-12-15","http://www.cdisc.org","CREAT","Code"
"4dd20753-9dda-4ad6-a1db-130cb8159049","C36292","Code_508","2023-12-15","http://www.cdisc.org","Laboratory Test Result","Code"
"848fd115-75a0-4150-a557-3e0bf174dadc","C67015","Code_509","2023-12-15","http://www.cdisc.org","Milligram per Deciliter","Code"
"9a391e9b-5944-4f90-8359-ce31601556c8","C64572","Code_510","2023-12-15","http://www.cdisc.org","Microgram per Milliliter","Code"
"626593a2-ce77-468a-bda2-66393e03b4ae","C64387","Code_511","2023-12-15","http://www.cdisc.org","Millimole per Liter","Code"
"f1419052-626d-408b-89d7-2c021def4899","C48508","Code_512","2023-12-15","http://www.cdisc.org","Micromole per Liter","Code"
"809369f2-0f71-44d7-ad36-d66f7b9184e1","C48207","Code_513","2023-12-15","http://www.cdisc.org","Unit of Concentration","Code"
"25843848-8c71-4e63-9630-1eb04c24ac4d","C70713","Code_514","2023-12-15","http://www.cdisc.org","Biospecimen Type","Code"
"22a643b9-a01e-4205-b0a6-be59fe891905","C49487","Code_515","2023-12-15","http://www.cdisc.org","No","Code"
"85b5a0e0-3872-49df-a889-8757c9970d85","C49488","Code_516","2023-12-15","http://www.cdisc.org","Yes","Code"
"79f64879-6e26-4c00-a0a9-f0a978eb9004","C83309","Code_517","2023-12-15","http://www.cdisc.org","Laboratory Test Fasting Status","Code"
"64ddd87f-4e3c-4406-a284-31be564c9d11","C64547","Code_518","2023-12-15","http://www.cdisc.org","CREAT","Code"
"16aa9e05-2422-4859-9362-7eba74e1658b","C64853","Code_519","2023-12-15","http://www.cdisc.org","K","Code"
"233764ed-ba5e-4ddf-9207-17794bd9efff","C36292","Code_520","2023-12-15","http://www.cdisc.org","Laboratory Test Result","Code"
"4ad61539-93a4-4e49-9403-28bf7183e02d","C67474","Code_521","2023-12-15","http://www.cdisc.org","Milliequivalent per Liter","Code"
"4df0d1fb-2d86-49b4-a37a-0e89a8540f17","C67473","Code_522","2023-12-15","http://www.cdisc.org","Milliequivalent per Deciliter","Code"
"066611fa-0a68-4048-8d99-f4a6da9f09c5","C64387","Code_523","2023-12-15","http://www.cdisc.org","Millimole per Liter","Code"
"6d1c0650-d56d-4370-b538-982047d1485c","C64567","Code_524","2023-12-15","http://www.cdisc.org","Molarity Unit","Code"
