"codeSystemVersion","id","instanceType","decode","code","uuid:ID","codeSystem"
"2023-09-29","Code_1","Code","Interventional Study","C98388","71ff59ee-a4f7-49d9-bfea-f0139973c9b5","http://www.cdisc.org"
"2023-09-29","Code_2","Code","Phase II Trial","C15601","74b88223-acf2-4d33-a448-de763c876e56","http://www.cdisc.org"
"2023-09-29","Code_9","Code","Sponsor Approval Date","C132352","bb009d13-129c-42f6-a099-62119421a70f","http://www.cdisc.org"
"2023-09-29","Code_10","Code","Global","C68846","85e4e586-d902-4311-a854-4624fdd4011d","http://www.cdisc.org"
"2023-09-29","Code_72","Code","IRB/IEC Feedback","C99904x3","3d6bf1e8-ea4b-49d4-8a62-adfe672f3c92","http://www.cdisc.org"
"2023-09-29","Code_73","Code","Other","C17649","24a1cf1a-8210-4ab4-9187-b8f42f7c254f","http://www.cdisc.org"
"2023-09-29","Code_75","Code","Region","C41129","0c084651-2f89-4522-bfa2-abccc4c9fb98","http://www.cdisc.org"
"2020-08","Code_74","Code","Europe","150","9321ee5e-568c-424b-9a4e-33196e852ab8","ISO 3166 1 alpha3"
"12","Code_4","Code","Eli Lilly","PHARMA","474101b6-42bb-45de-b74e-889bcddffc36","SPONSOR"
"2023-09-29","Code_76","Code","Clinical Study Sponsor","C70793","f06a41a3-95ed-49c1-9581-18f9a697dc05","http://www.cdisc.org"
"2020-08","Code_77","Code","Denmark","DNK","4d407df0-393d-4cb5-a011-2d9fad95a9a9","ISO 3166 1 alpha3"
"2023-09-29","Code_78","Code","Study Registry","C93453","2e81db42-7f42-4e78-b24c-9b739d764c02","http://www.cdisc.org"
"2023-09-29","Code_136","Code","Treatment Study","C49656","a002be3d-e40d-411e-8d44-93a300a23201","http://www.cdisc.org"
"2023-09-29","Code_137","Code","Efficacy Study","C49666","907c6e6d-b3f6-4d63-9a22-a9a953737654","http://www.cdisc.org"
"2023-09-29","Code_138","Code","Safety Study","C49667","3a50fbe9-d953-415b-8320-4bce2f2eb187","http://www.cdisc.org"
"2023-09-29","Code_139","Code","Pharmacokinetic Study","C49663","69f67571-15d3-47ff-bfa0-425a57978a2e","http://www.cdisc.org"
"12","Code_133","Code","Mild to Moderate Alzheimer's Disease","MILD_MOD_ALZ","21b85d04-d873-4816-af8c-675f196cbe97","SPONSOR"
"January 31, 2018","Code_134","Code","Alzheimer's disease","26929004","b2b7c272-9f31-49c5-842d-65d5316c7861","SNOMED"
"2023-09-29","Code_142","Code","EXTENSION","C99907x1","42c0d559-e59b-4887-9e8b-cf2491cb9a11","http://www.cdisc.org"
"2023-09-29","Code_143","Code","ADAPTIVE","C98704","25b5f78f-b8e3-4f8a-ab3d-55961d389b31","http://www.cdisc.org"
"2023-09-29","Code_140","Code","Parallel Study","C82639","6762a9d2-6fc2-4f7c-978b-510b2c9fb07c","http://www.cdisc.org"
"2023-09-29","Code_82","Code","Visit","C25716","2f48b30e-b34f-4a11-b3e3-49bae28e50b4","http://www.cdisc.org"
"2023-09-29","Code_83","Code","Clinic","C51282","3c43cf1a-b93e-488a-844d-225f8b578e21","http://www.cdisc.org"
"2023-09-29","Code_84","Code","In Person","C175574","e77e32d4-2863-492f-aafa-f24001133c4f","http://www.cdisc.org"
"2023-09-29","Code_85","Code","Visit","C25716","7e10e0fd-5871-4921-82fd-b7636bc42e3e","http://www.cdisc.org"
"2023-09-29","Code_86","Code","Clinic","C51282","aab5b091-c3b5-4dd0-b789-d864190ca1f3","http://www.cdisc.org"
"2023-09-29","Code_87","Code","In Person","C175574","696357ac-cb85-4fb1-b8c1-e2ba6d832825","http://www.cdisc.org"
"2023-09-29","Code_88","Code","Visit","C25716","541f1bee-7537-4a56-8fe5-d90beff7b6c3","http://www.cdisc.org"
"2023-09-29","Code_89","Code","Clinic","C51282","8a80980a-f88f-44bb-9f8f-b089aecce37c","http://www.cdisc.org"
"2023-09-29","Code_90","Code","In Person","C175574","50301fb5-1851-43dc-a635-11f9ba1c401f","http://www.cdisc.org"
"2023-09-29","Code_91","Code","Visit","C25716","2b6f17fb-c318-41ca-b5aa-ac43e94c54ca","http://www.cdisc.org"
"2023-09-29","Code_92","Code","Clinic","C51282","0ee6d4f9-53ca-43c8-8539-709a74f55a5e","http://www.cdisc.org"
"2023-09-29","Code_93","Code","In Person","C175574","09ec5e20-f4f8-45f5-a751-23b88b987cc0","http://www.cdisc.org"
"2023-09-29","Code_94","Code","Visit","C25716","54195627-ac6a-4c55-b995-f801bf3a340b","http://www.cdisc.org"
"2023-09-29","Code_95","Code","Clinic","C51282","6c067e4f-078d-482c-b987-3ded29d12edc","http://www.cdisc.org"
"2023-09-29","Code_96","Code","In Person","C175574","57e199ec-7e3b-4c3c-9fa8-ad26efdd58ee","http://www.cdisc.org"
"2023-09-29","Code_97","Code","Visit","C25716","11672449-fcf5-43a5-ace9-73d2037fe5f1","http://www.cdisc.org"
"2023-09-29","Code_98","Code","Clinic","C51282","5cddae98-3cfc-4729-a778-0ed7d8f3356e","http://www.cdisc.org"
"2023-09-29","Code_99","Code","In Person","C175574","d3ec28fe-4b1c-4d40-b281-71abda8c0cf2","http://www.cdisc.org"
"2023-09-29","Code_100","Code","Visit","C25716","a84f7583-3ff9-4225-95a4-e15c8e39e652","http://www.cdisc.org"
"2023-09-29","Code_101","Code","Clinic","C51282","26e7593b-c57c-40cb-9d06-f2bbf7e4b2cb","http://www.cdisc.org"
"2023-09-29","Code_102","Code","In Person","C175574","0b4e7da2-9397-4908-8093-f2f5451199f7","http://www.cdisc.org"
"2023-09-29","Code_103","Code","Telephone Call","C171537","4f119c62-52ce-4240-8997-cde440fbc3e1","http://www.cdisc.org"
"2023-09-29","Code_104","Code","Visit","C25716","15141611-8eae-4f51-bd2b-fcaa067eb9d1","http://www.cdisc.org"
"2023-09-29","Code_105","Code","Clinic","C51282","c015f270-febd-41a2-a732-75f8186c5f4c","http://www.cdisc.org"
"2023-09-29","Code_106","Code","In Person","C175574","ba09bac2-041f-4056-86bb-9ef5393b673c","http://www.cdisc.org"
"2023-09-29","Code_107","Code","Telephone Call","C171537","09905a2c-13df-4597-a224-ce648179845a","http://www.cdisc.org"
"2023-09-29","Code_108","Code","Visit","C25716","0487b9d8-acc6-45ce-9c9a-9b330837eabe","http://www.cdisc.org"
"2023-09-29","Code_109","Code","Clinic","C51282","e2251550-a40f-4824-a3e9-3473a35cbb60","http://www.cdisc.org"
"2023-09-29","Code_110","Code","In Person","C175574","d0d196d1-7962-44cf-a1ff-464a1d8107ed","http://www.cdisc.org"
"2023-09-29","Code_111","Code","Telephone Call","C171537","9b2e2ff3-3e1d-4dfc-ac8a-e789b69d31d8","http://www.cdisc.org"
"2023-09-29","Code_112","Code","Visit","C25716","5f9aed35-37a6-4407-9cbd-8d8f83cdf14c","http://www.cdisc.org"
"2023-09-29","Code_113","Code","Clinic","C51282","5549f65d-bdaf-44ec-bbba-34c22fade58d","http://www.cdisc.org"
"2023-09-29","Code_114","Code","In Person","C175574","e98efd08-fa9f-4d00-a393-90ca71297c77","http://www.cdisc.org"
"2023-09-29","Code_115","Code","Telephone Call","C171537","cc20d029-9cee-4b89-b37c-24a3d8f4bf7f","http://www.cdisc.org"
"2023-09-29","Code_116","Code","Visit","C25716","6911b620-0de4-4c34-8da2-30e6693adac2","http://www.cdisc.org"
"2023-09-29","Code_117","Code","Clinic","C51282","6351379b-6189-48b9-bea3-97d107a12373","http://www.cdisc.org"
"2023-09-29","Code_118","Code","In Person","C175574","69d5382a-1538-439e-bbc8-f93063ff296c","http://www.cdisc.org"
"2023-09-29","Code_119","Code","Visit","C25716","63997a84-9b65-4d81-80f3-3aaa68fdfc12","http://www.cdisc.org"
"2023-09-29","Code_120","Code","Clinic","C51282","5897cd41-8078-418a-bca5-1be81e608a38","http://www.cdisc.org"
"2023-09-29","Code_121","Code","In Person","C175574","e88ec9ab-8995-4a70-969c-af167844b2d1","http://www.cdisc.org"
"January 31, 2018","Code_79","Code","CT of head without contrast","383371000119108","29639eb6-a2e0-4814-b423-d1595cc8aed5","SNOMED"
"12","Code_80","Code","Subject Supine","123","8a047cc9-82b8-47bd-8de5-c86c183049da","SPONSOR"
"12","Code_81","Code","Subject Standing","124","07dac866-2c11-457f-8bc7-1dfaf5069418","SPONSOR"
"","Code_278","Code","Vital Signs Result","C173522","8f97ea5e-2492-4f7a-be29-68054eca6644","NCI Thesaurus"
"2023-09-29","Code_279","Code","Kelvin","C42537","605645fc-dd98-4716-8f96-8302980fe594","http://www.cdisc.org"
