"instanceType","isEnabled","uuid:ID","id","isRequired","datatype","label","name"
"BiomedicalConceptProperty","True","34f300b1-953a-44be-b7cf-77269887c735","BiomedicalConceptProperty_89","True","string","Sex","Sex"
"BiomedicalConceptProperty","True","ddaef028-0244-436f-acdd-ec6519cf94ad","BiomedicalConceptProperty_90","True","string","Race","Race"
"BiomedicalConceptProperty","True","577fd65e-b94e-4e57-8e0f-d2fc4e0bd467","BiomedicalConceptProperty_91","True","decimal","Clinical Test Result","Clinical Test Result"
"BiomedicalConceptProperty","True","d95ca8d5-721c-4c2d-8b37-11139871f001","BiomedicalConceptProperty_92","True","string","Unit of Temperature","Unit of Temperature"
"BiomedicalConceptProperty","True","3b82e9ad-9981-4f98-b947-6eb19440b089","BiomedicalConceptProperty_93","True","string","Anatomic Site","Anatomic Site"
"BiomedicalConceptProperty","True","c782d595-f0ee-44e3-8fd9-d080f2b92954","BiomedicalConceptProperty_94","True","decimal","Clinical Test Result","Clinical Test Result"
"BiomedicalConceptProperty","True","ac02a43e-e9ea-4f0d-ac1e-f70d31aa1fa0","BiomedicalConceptProperty_95","True","string","Unit of Weight","Unit of Weight"
"BiomedicalConceptProperty","True","57b0c9d4-fa44-439e-99b3-9d7981ccf586","BiomedicalConceptProperty_96","True","decimal","Clinical Test Result","Clinical Test Result"
"BiomedicalConceptProperty","True","36335e03-eb3e-429a-9c54-77df206add86","BiomedicalConceptProperty_97","True","string","Unit of Height","Unit of Height"
"BiomedicalConceptProperty","True","c99b2c3c-5609-4a97-96dd-5bf887d078f1","BiomedicalConceptProperty_98","True","decimal","Laboratory Test Result","Laboratory Test Result"
"BiomedicalConceptProperty","True","9a77df27-94f9-483d-8f0f-a0035385f963","BiomedicalConceptProperty_99","True","boolean","Laboratory Test Fasting Status","Laboratory Test Fasting Status"
"BiomedicalConceptProperty","True","21554b34-cf68-4fa5-84a1-007a39edc3ea","BiomedicalConceptProperty_100","True","string","Unit of Catalytic Activity Concentration","Unit of Catalytic Activity Concentration"
"BiomedicalConceptProperty","True","f2d4d26e-a3cd-4b86-ad74-6ef41883803d","BiomedicalConceptProperty_101","True","string","Biospecimen Type","Biospecimen Type"
"BiomedicalConceptProperty","True","8ebbcda1-e8c4-4839-bccc-516964beac50","BiomedicalConceptProperty_102","True","string","Laboratory Test Result","Laboratory Test Result"
"BiomedicalConceptProperty","True","d67b659c-fd53-46cb-b489-38a807cb8f29","BiomedicalConceptProperty_103","True","boolean","Laboratory Test Fasting Status","Laboratory Test Fasting Status"
"BiomedicalConceptProperty","True","dfcfa04a-a167-4072-8e85-327cf63ecdd9","BiomedicalConceptProperty_104","True","string","Unit of Concentration","Unit of Concentration"
"BiomedicalConceptProperty","True","d8e55a91-d55b-496b-a05f-f0611214bbf1","BiomedicalConceptProperty_105","True","string","Biospecimen Type","Biospecimen Type"
"BiomedicalConceptProperty","True","79ab0efe-6146-4ede-8861-dd3252620b0d","BiomedicalConceptProperty_106","True","decimal","Laboratory Test Result","Laboratory Test Result"
"BiomedicalConceptProperty","True","18252929-b008-494f-a50d-f0c1af96124a","BiomedicalConceptProperty_107","True","boolean","Laboratory Test Fasting Status","Laboratory Test Fasting Status"
"BiomedicalConceptProperty","True","11c9cbbc-0aed-49ab-a2fe-42ce1c1ef4d5","BiomedicalConceptProperty_108","True","string","Unit of Catalytic Activity Concentration","Unit of Catalytic Activity Concentration"
"BiomedicalConceptProperty","True","4c2d0a95-4169-4f8f-8c07-6fbe0546dcf7","BiomedicalConceptProperty_109","True","string","Biospecimen Type","Biospecimen Type"
"BiomedicalConceptProperty","True","a53837b0-0c90-42bb-8377-e412dabce3b3","BiomedicalConceptProperty_110","True","decimal","Laboratory Test Result","Laboratory Test Result"
"BiomedicalConceptProperty","True","c0c018a3-db90-48a6-83de-4b943a22b074","BiomedicalConceptProperty_111","True","boolean","Laboratory Test Fasting Status","Laboratory Test Fasting Status"
"BiomedicalConceptProperty","True","83ce4d7e-acb4-4fba-a29a-5d3ff0783776","BiomedicalConceptProperty_112","True","string","Unit of Catalytic Activity Concentration","Unit of Catalytic Activity Concentration"
"BiomedicalConceptProperty","True","8b00c120-a3b1-4fc5-91c4-302cf34261b2","BiomedicalConceptProperty_113","True","string","Biospecimen Type","Biospecimen Type"
"BiomedicalConceptProperty","True","78560c5a-1661-42ae-81e7-1b560758b071","BiomedicalConceptProperty_114","True","string","Laboratory Test Result","Laboratory Test Result"
"BiomedicalConceptProperty","True","f242ccb6-5ffc-4459-b019-4a5f4027a732","BiomedicalConceptProperty_115","True","boolean","Laboratory Test Fasting Status","Laboratory Test Fasting Status"
"BiomedicalConceptProperty","True","2694c6a2-c43e-4403-90aa-87e978cdd567","BiomedicalConceptProperty_116","True","string","Unit of Concentration","Unit of Concentration"
"BiomedicalConceptProperty","True","3061d436-0ac1-4429-811f-dcd00f34587b","BiomedicalConceptProperty_117","True","string","Biospecimen Type","Biospecimen Type"
"BiomedicalConceptProperty","True","9ddd73b8-37a0-41de-850b-8d526236ada4","BiomedicalConceptProperty_118","True","decimal","Laboratory Test Result","Laboratory Test Result"
"BiomedicalConceptProperty","True","98179691-2a45-4613-ade8-d4e91dbcaa72","BiomedicalConceptProperty_119","True","boolean","Laboratory Test Fasting Status","Laboratory Test Fasting Status"
"BiomedicalConceptProperty","True","92ee834d-2a12-448e-b443-de2fabe1f9b6","BiomedicalConceptProperty_120","True","string","Molarity Unit","Molarity Unit"
"BiomedicalConceptProperty","True","72740fb9-596d-4753-98b9-a241890d4c1d","BiomedicalConceptProperty_121","True","string","Biospecimen Type","Biospecimen Type"
"BiomedicalConceptProperty","True","59fd9ad4-0098-4ed9-9ceb-022b2df6d282","BiomedicalConceptProperty_122","True","decimal","Laboratory Test Result","Laboratory Test Result"
"BiomedicalConceptProperty","True","83950046-7fb7-429a-b9f4-b96e36852bf3","BiomedicalConceptProperty_123","True","boolean","Laboratory Test Fasting Status","Laboratory Test Fasting Status"
"BiomedicalConceptProperty","True","fdd99e0c-5f80-4d36-91b3-724ba9e2486c","BiomedicalConceptProperty_124","True","string","Molarity Unit","Molarity Unit"
"BiomedicalConceptProperty","True","0715d9cf-5951-44e2-be41-efae238676de","BiomedicalConceptProperty_125","True","string","Biospecimen Type","Biospecimen Type"
"BiomedicalConceptProperty","True","46e935a2-2fb1-47d5-94aa-5279b320a13e","BiomedicalConceptProperty_1","True","string","Reported Event Term","Reported Event Term"
"BiomedicalConceptProperty","True","60d59d0d-f882-4fcd-9fe6-49e9eec49b2e","BiomedicalConceptProperty_2","True","string","Dictionary-derived Term","Dictionary-derived Term"
"BiomedicalConceptProperty","True","22527980-d96c-4770-947b-1478de3ffbab","BiomedicalConceptProperty_3","True","string","Category","Category"
"BiomedicalConceptProperty","True","f4b7246f-d8ee-49b5-8e0d-d159fb9a4969","BiomedicalConceptProperty_4","True","string","Subcategory","Subcategory"
"BiomedicalConceptProperty","True","d985a774-2982-4629-827e-964c0970e404","BiomedicalConceptProperty_5","True","datetime","Observation Start Date Time","Observation Start Date Time"
"BiomedicalConceptProperty","True","1ca48eda-c7ef-48d2-adf4-a8a1fb46cbf3","BiomedicalConceptProperty_6","True","decimal","Clinical Test Result","Clinical Test Result"
"BiomedicalConceptProperty","True","32a32582-5f7b-44fa-b17e-8c866c855bf7","BiomedicalConceptProperty_7","True","string","Unit of Pressure","Unit of Pressure"
"BiomedicalConceptProperty","True","fe83bf05-4df9-4c2e-ac2d-5cbd838268a1","BiomedicalConceptProperty_8","True","string","Anatomic Site","Anatomic Site"
"BiomedicalConceptProperty","True","d364f5f9-3228-46ea-824d-905c8696951d","BiomedicalConceptProperty_9","True","string","Laterality","Laterality"
"BiomedicalConceptProperty","True","e4b60a41-e618-4623-8e7d-6e4cc1018f21","BiomedicalConceptProperty_10","True","string","Test Method","Test Method"
"BiomedicalConceptProperty","True","4249828a-af59-42ee-b698-31b800544e50","BiomedicalConceptProperty_11","True","string","Body Position","Body Position"
"BiomedicalConceptProperty","True","ab213143-30ff-4a64-b3bf-7f1cddfff438","BiomedicalConceptProperty_12","True","decimal","Clinical Test Result","Clinical Test Result"
"BiomedicalConceptProperty","True","ff3a3b2e-c235-4642-96ac-ed775bf8729e","BiomedicalConceptProperty_13","True","string","Unit of Pressure","Unit of Pressure"
"BiomedicalConceptProperty","True","f4c7c3ee-4d57-48bc-a6a2-74edfbbdddda","BiomedicalConceptProperty_14","True","string","Anatomic Site","Anatomic Site"
"BiomedicalConceptProperty","True","59632f17-d31e-4de0-a6b0-0f6779d49c88","BiomedicalConceptProperty_15","True","string","Laterality","Laterality"
"BiomedicalConceptProperty","True","28496123-112b-47f1-a1b4-682bfc184663","BiomedicalConceptProperty_16","True","string","Test Method","Test Method"
"BiomedicalConceptProperty","True","32005f1d-50b0-411f-b1f8-a33476486a4e","BiomedicalConceptProperty_17","True","string","Body Position","Body Position"
"BiomedicalConceptProperty","True","055e12aa-86d1-448c-9d21-e38811d96d1a","BiomedicalConceptProperty_18","True","decimal","Clinical Test Result","Clinical Test Result"
"BiomedicalConceptProperty","True","796ff8ee-1d9b-49ab-874c-3f1fbc9f5869","BiomedicalConceptProperty_19","True","string","Unit of Temperature","Unit of Temperature"
"BiomedicalConceptProperty","True","9ff883a2-2b58-4712-a0a9-2e90b62f8d72","BiomedicalConceptProperty_20","True","string","Anatomic Site","Anatomic Site"
"BiomedicalConceptProperty","True","5c795f68-8854-479f-a4a3-128c1c78d329","BiomedicalConceptProperty_21","True","decimal","Clinical Test Result","Clinical Test Result"
"BiomedicalConceptProperty","True","d2738752-13c0-487c-a33b-c8d51f224f18","BiomedicalConceptProperty_22","True","string","Unit of Weight","Unit of Weight"
"BiomedicalConceptProperty","True","467738f9-0ead-4252-86a5-fe0010bf83eb","BiomedicalConceptProperty_23","True","decimal","Clinical Test Result","Clinical Test Result"
"BiomedicalConceptProperty","True","39a26236-f2a4-49b3-acc1-2f7fd0ce8cb3","BiomedicalConceptProperty_24","True","string","Unit of Height","Unit of Height"
"BiomedicalConceptProperty","True","fa268d1a-7691-4e48-ac07-c98cd04a2be7","BiomedicalConceptProperty_25","True","decimal","Laboratory Test Result","Laboratory Test Result"
"BiomedicalConceptProperty","True","26918336-4d3b-45ae-8efb-81635ba7ca08","BiomedicalConceptProperty_26","True","boolean","Laboratory Test Fasting Status","Laboratory Test Fasting Status"
"BiomedicalConceptProperty","True","991081b6-9abc-4518-96da-e3a4bedbc14b","BiomedicalConceptProperty_27","True","string","Unit of Catalytic Activity Concentration","Unit of Catalytic Activity Concentration"
