"uuid:ID","name","id","synonyms","instanceType","reference","label"
"85c51f98-fd81-4db0-be5c-4d43976b633c","Body Temperature","BiomedicalConcept_20","['Temperature']","BiomedicalConcept","/mdr/bc/packages/2022-10-26/biomedicalconcepts/C174446","Body Temperature"
"8c7ed87f-977c-49c9-8a8d-a8b2072f2745","Body Weight","BiomedicalConcept_21","['Weight']","BiomedicalConcept","/mdr/bc/packages/2022-10-26/biomedicalconcepts/C81328","Body Weight"
"74dcd694-887c-4402-b055-df9d24b0f9e3","Body Height","BiomedicalConcept_22","['Height']","BiomedicalConcept","/mdr/bc/packages/2022-10-26/biomedicalconcepts/C164634","Body Height"
"db582d93-0469-44ec-adb1-12e725d47acf","Alanine Aminotransferase Measurement","BiomedicalConcept_23","['ALT', 'SGPT']","BiomedicalConcept","/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64433","Alanine Aminotransferase Measurement"
"6b805f9a-b1b5-48c6-8200-9fd646ef3de8","Albumin Measurement","BiomedicalConcept_24","['Albumin']","BiomedicalConcept","/mdr/bc/packages/2023-10-03/biomedicalconcepts/C64431","Albumin Measurement"
"134ad0f0-d927-4848-98ee-f87c10281d28","Alkaline Phosphatase Measurement","BiomedicalConcept_25","['Alkaline Phosphatase']","BiomedicalConcept","/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64432","Alkaline Phosphatase Measurement"
"1a99b480-b787-4d7b-960a-fe9cf3b0ef6d","Aspartate Aminotransferase Measurement","BiomedicalConcept_26","['AST', 'SGOT']","BiomedicalConcept","/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64467","Aspartate Aminotransferase Measurement"
"460cae9d-58f0-48e5-8139-ef081c35d573","Creatinine Measurement","BiomedicalConcept_27","['Creatinine']","BiomedicalConcept","/mdr/bc/packages/2023-10-03/biomedicalconcepts/C64547","Creatinine Measurement"
"e56dcb13-af9e-4e0f-9d91-55543876803b","Potassium Measurement","BiomedicalConcept_28","['Potassium', 'K']","BiomedicalConcept","/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64853","Potassium Measurement"
"740877f9-3f63-44d0-b566-2d76d53e54a1","Sodium Measurement","BiomedicalConcept_29","['Sodium', 'NA']","BiomedicalConcept","/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64809","Sodium Measurement"
"683fb368-b480-4f9b-8cc9-5f1163a9cb00","Adverse Event","BiomedicalConcept_1","['Adverse Event Reported Term', 'AETERM']","BiomedicalConcept","/mdr/bc/packages/2023-10-03/biomedicalconcepts/C41331","Adverse Event"
"ab0f4ff1-f386-40cf-ba07-98cc0ae65db6","Systolic Blood Pressure","BiomedicalConcept_2","['SYSBP']","BiomedicalConcept","/mdr/bc/packages/2023-07-06/biomedicalconcepts/C25298","Systolic Blood Pressure"
"9ad91a77-300c-4372-9d4c-905b1b597480","Diastolic Blood Pressure","BiomedicalConcept_3","['DIABP']","BiomedicalConcept","/mdr/bc/packages/2023-07-06/biomedicalconcepts/C25299","Diastolic Blood Pressure"
"76a587a0-2e24-4488-9360-469a360e85d0","Body Temperature","BiomedicalConcept_4","['Temperature']","BiomedicalConcept","/mdr/bc/packages/2022-10-26/biomedicalconcepts/C174446","Body Temperature"
"b21d649a-7ccf-400e-8319-072ba32ee56a","Body Weight","BiomedicalConcept_5","['Weight']","BiomedicalConcept","/mdr/bc/packages/2022-10-26/biomedicalconcepts/C81328","Body Weight"
"4de40ca6-f56a-4ba4-9855-aa8f28d578dd","Body Height","BiomedicalConcept_6","['Height']","BiomedicalConcept","/mdr/bc/packages/2022-10-26/biomedicalconcepts/C164634","Body Height"
"98e8e1fd-069a-4159-a382-dfcc7d9a9497","Alanine Aminotransferase Measurement","BiomedicalConcept_7","['ALT', 'SGPT']","BiomedicalConcept","/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64433","Alanine Aminotransferase Measurement"
"169ba78a-5d16-4a39-a70b-6f2c69146c8a","Albumin Measurement","BiomedicalConcept_8","['Albumin']","BiomedicalConcept","/mdr/bc/packages/2023-10-03/biomedicalconcepts/C64431","Albumin Measurement"
"ab68df0d-fc99-4605-9c65-e6937f24730a","Alkaline Phosphatase Measurement","BiomedicalConcept_9","['Alkaline Phosphatase']","BiomedicalConcept","/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64432","Alkaline Phosphatase Measurement"
"91b2237d-abe2-4593-af5b-c0ef6a5ed550","Aspartate Aminotransferase Measurement","BiomedicalConcept_10","['AST', 'SGOT']","BiomedicalConcept","/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64467","Aspartate Aminotransferase Measurement"
"a5931d9c-98a7-4994-bf5e-7fb1319cebd3","Creatinine Measurement","BiomedicalConcept_11","['Creatinine']","BiomedicalConcept","/mdr/bc/packages/2023-10-03/biomedicalconcepts/C64547","Creatinine Measurement"
"e8baf720-89a4-4109-8dad-7c7d49a1048b","Potassium Measurement","BiomedicalConcept_12","['Potassium', 'K']","BiomedicalConcept","/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64853","Potassium Measurement"
"b7d486d5-0597-47bf-84c8-8404eea72a22","Sodium Measurement","BiomedicalConcept_13","['Sodium', 'NA']","BiomedicalConcept","/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64809","Sodium Measurement"
"b1689ae3-27bb-4fc5-b52e-569dbebe7dac","Systolic Blood Pressure","BiomedicalConcept_14","['SYSBP']","BiomedicalConcept","/mdr/bc/packages/2023-07-06/biomedicalconcepts/C25298","Systolic Blood Pressure"
"d632ad65-0593-4655-bbf5-d4cb6368be51","Diastolic Blood Pressure","BiomedicalConcept_15","['DIABP']","BiomedicalConcept","/mdr/bc/packages/2023-07-06/biomedicalconcepts/C25299","Diastolic Blood Pressure"
"ecd8401a-46cd-4346-aec3-dbe89be141a2","Heart Rate","BiomedicalConcept_16","","BiomedicalConcept","/mdr/bc/packages/2022-10-26/biomedicalconcepts/C49677","Heart Rate"
"6ad0fa12-b800-4f73-9384-4791861da12f","Systolic Blood Pressure","BiomedicalConcept_17","['SYSBP']","BiomedicalConcept","/mdr/bc/packages/2023-07-06/biomedicalconcepts/C25298","Systolic Blood Pressure"
"de375fd0-287d-4293-ad97-1479db18d00d","Diastolic Blood Pressure","BiomedicalConcept_18","['DIABP']","BiomedicalConcept","/mdr/bc/packages/2023-07-06/biomedicalconcepts/C25299","Diastolic Blood Pressure"
"1a3b976d-e14b-486c-b4ee-214daa2d78fd","Heart Rate","BiomedicalConcept_19","","BiomedicalConcept","/mdr/bc/packages/2022-10-26/biomedicalconcepts/C49677","Heart Rate"
