"id","text","instanceType","name","uuid:ID"
"TransitionRule_1","Subject identifier","TransitionRule","ENCOUNTER_START_RULE_1","99a1a997-d4d7-4c55-a4d5-81d5e55b2d15"
"TransitionRule_2","completion of screening activities","TransitionRule","ENCOUNTER_START_RULE_1","4b8a3b9f-e9c3-4918-8feb-14851e5d8322"
"TransitionRule_3","subject leaves clinic after connection of ambulatory ECG machine","TransitionRule","ENCOUNTER_START_RULE_2","2763cb1a-0cb5-491d-b265-83729960c72d"
"TransitionRule_4","subject has connection of ambulatory ECG machine removed","TransitionRule","ENCOUNTER_START_RULE_3","29123e65-6d38-42cb-be25-a6842f6e92cf"
"TransitionRule_5","Radomized","TransitionRule","ENCOUNTER_START_RULE_3","327f99fc-0fc9-48f3-b407-d03fd437b62d"
"TransitionRule_6","End of treatment","TransitionRule","ENCOUNTER_START_RULE_12","9b27d1f9-0d66-4e71-9793-8243f11512f3"
"TransitionRule_7","Informed consent","TransitionRule","ELEMENT_START_RULE_1","d3969084-935f-4b9b-83ad-925250611655"
"TransitionRule_8","Completion of all screening activities and no more than 2 weeks from informed consent","TransitionRule","ELEMENT_END_RULE_1","dc588193-60a2-4330-b623-0408fe29a6da"
"TransitionRule_9","Administration of first dose","TransitionRule","ELEMENT_START_RULE_2","de873042-3169-4184-98be-33ce5d96e22c"
"TransitionRule_14","End of last scheduled visit on study (including early termination)","TransitionRule","ELEMENT_START_RULE_7","84835b69-f115-4145-a7b3-d1dc82533268"
"TransitionRule_15","Completion of all specified followup activities (which vary on a patient-by-patient basis)","TransitionRule","ELEMENT_END_RULE_7","5002e770-1526-4b4c-bd33-a57521a7d8d3"
"TransitionRule_10","Administration of first dose","TransitionRule","ELEMENT_START_RULE_3","202d8a51-4c3e-402c-b6e8-9afa00541341"
"TransitionRule_11","Randomized","TransitionRule","ELEMENT_START_RULE_4","602438cb-68bf-4140-b107-bf9e6cad7920"
"TransitionRule_12","Administration of first dose (from patches supplied at Visit 4)","TransitionRule","ELEMENT_START_RULE_5","2e3f537e-7a05-4def-b0a7-2db62471fbf5"
"TransitionRule_13","Administration of first dose (from patches supplied at Visit 12)","TransitionRule","ELEMENT_START_RULE_6","53bc223d-b650-4d64-9776-960ff1ce3409"
