"instanceType","id","code","decode","uuid:ID","codeSystemVersion","codeSystem"
"Code","Code_1","C98388","Interventional Study","dfb88949-2c0f-4616-b232-1950c4e94473","2023-09-29","http://www.cdisc.org"
"Code","Code_2","C15601","Phase II Trial","bd26c0f1-e27a-4bbb-abbe-6b3ea37e7472","2023-09-29","http://www.cdisc.org"
"Code","Code_9","C132352","Sponsor Approval Date","6a3f42c1-f74a-47e8-ba19-3e26ef8cc2c3","2023-09-29","http://www.cdisc.org"
"Code","Code_10","C68846","Global","b724c24f-2e26-490f-ad89-4920f6fe36d6","2023-09-29","http://www.cdisc.org"
"Code","Code_72","C99904x3","IRB/IEC Feedback","abc8bc16-9e8e-484c-9507-9264e10dce79","2023-09-29","http://www.cdisc.org"
"Code","Code_73","C17649","Other","23088b5a-20e8-42f9-b492-e8b2af1377df","2023-09-29","http://www.cdisc.org"
"Code","Code_75","C41129","Region","d0ed2a36-0288-46cd-8b33-7840580ee443","2023-09-29","http://www.cdisc.org"
"Code","Code_74","150","Europe","5362325f-3796-49ac-b82c-cc99ebe6a923","2020-08","ISO 3166 1 alpha3"
"Code","Code_4","PHARMA","Eli Lilly","958f5048-ea9a-4e8a-935a-169ff2238ea6","12","SPONSOR"
"Code","Code_76","C70793","Clinical Study Sponsor","b01e10ff-0628-48e9-aa00-1ae6adba528e","2023-09-29","http://www.cdisc.org"
"Code","Code_77","DNK","Denmark","e493735e-4e38-40df-adc2-44ba090a5f72","2020-08","ISO 3166 1 alpha3"
"Code","Code_78","C93453","Study Registry","66943b4f-9119-4762-a34d-89356865f21c","2023-09-29","http://www.cdisc.org"
"Code","Code_136","C49656","Treatment Study","54da993a-d1f8-45c7-a366-dcffbc0a6cf3","2023-09-29","http://www.cdisc.org"
"Code","Code_137","C49666","Efficacy Study","9fe0ee86-00a8-4a5c-9a7d-a494f4a1e8ab","2023-09-29","http://www.cdisc.org"
"Code","Code_138","C49667","Safety Study","b3da4ccd-1c73-4847-a33f-5acd0205a86c","2023-09-29","http://www.cdisc.org"
"Code","Code_139","C49663","Pharmacokinetic Study","cf5c6621-551c-4c10-8997-882a06790ae5","2023-09-29","http://www.cdisc.org"
"Code","Code_133","MILD_MOD_ALZ","Mild to Moderate Alzheimer's Disease","4381ed03-bde7-41aa-a9cf-dee054187244","12","SPONSOR"
"Code","Code_134","26929004","Alzheimer's disease","a2f1de27-41b1-426f-8500-985e22903701","January 31, 2018","SNOMED"
"Code","Code_142","C99907x1","EXTENSION","e4a201fe-ada2-4395-8d16-628bfae513c6","2023-09-29","http://www.cdisc.org"
"Code","Code_143","C98704","ADAPTIVE","d9f20618-fdf6-434a-99f3-e1641e030d79","2023-09-29","http://www.cdisc.org"
"Code","Code_140","C82639","Parallel Study","819a66fa-b68a-4afd-bd8a-0e410417bae8","2023-09-29","http://www.cdisc.org"
"Code","Code_82","C25716","Visit","c94444fd-e40d-4336-ba81-be3a11e60017","2023-09-29","http://www.cdisc.org"
"Code","Code_83","C51282","Clinic","b50fa12a-74ac-4a3f-8f2c-2e535a0b00ab","2023-09-29","http://www.cdisc.org"
"Code","Code_84","C175574","In Person","60a3a875-ba73-4387-878e-74295a3b17bb","2023-09-29","http://www.cdisc.org"
"Code","Code_85","C25716","Visit","2afdfe06-394f-4bd1-8413-d5e7dcf44444","2023-09-29","http://www.cdisc.org"
"Code","Code_86","C51282","Clinic","54085128-3afd-4a70-ae38-537420308b54","2023-09-29","http://www.cdisc.org"
"Code","Code_87","C175574","In Person","e0418a4b-1d06-4af8-bda7-ebcf8f482ca0","2023-09-29","http://www.cdisc.org"
"Code","Code_88","C25716","Visit","824ea627-2208-42c2-b135-06bdc96f8bc2","2023-09-29","http://www.cdisc.org"
"Code","Code_89","C51282","Clinic","03e2d2e6-9102-42dc-80af-6dcb2c34d67f","2023-09-29","http://www.cdisc.org"
"Code","Code_90","C175574","In Person","d1823665-47f3-4a74-a53a-eabe52fad849","2023-09-29","http://www.cdisc.org"
"Code","Code_91","C25716","Visit","de8a3c36-39c2-40d1-b82d-f69664d46b6e","2023-09-29","http://www.cdisc.org"
"Code","Code_92","C51282","Clinic","00dbdaca-f9cc-47a1-90fe-2642044017bc","2023-09-29","http://www.cdisc.org"
"Code","Code_93","C175574","In Person","dd6aecfe-fca2-4a3a-8652-0fd6e6d3a7fc","2023-09-29","http://www.cdisc.org"
"Code","Code_94","C25716","Visit","ed94dd02-5008-4811-b4dc-91ff7dece3bc","2023-09-29","http://www.cdisc.org"
"Code","Code_95","C51282","Clinic","ec3f749e-9b3e-43c3-b3ef-4abeeb309d8c","2023-09-29","http://www.cdisc.org"
"Code","Code_96","C175574","In Person","96d3d2b6-3a2b-4be9-8ac5-a23d39715600","2023-09-29","http://www.cdisc.org"
"Code","Code_97","C25716","Visit","47684913-6a70-4e7b-8330-9d1d352a54ba","2023-09-29","http://www.cdisc.org"
"Code","Code_98","C51282","Clinic","a43a39e9-90b4-40ec-9324-a57cd54db97d","2023-09-29","http://www.cdisc.org"
"Code","Code_99","C175574","In Person","186f4b49-70d9-4279-a31d-2b305093d37f","2023-09-29","http://www.cdisc.org"
"Code","Code_100","C25716","Visit","d8e3b1bf-881e-44fd-9016-43648306f1e7","2023-09-29","http://www.cdisc.org"
"Code","Code_101","C51282","Clinic","39ab003d-ef9a-4c80-8522-397ab2ab4cbc","2023-09-29","http://www.cdisc.org"
"Code","Code_102","C175574","In Person","cffe12d9-53ec-415c-b9a7-0ad0ee23629d","2023-09-29","http://www.cdisc.org"
"Code","Code_103","C171537","Telephone Call","e4c3a706-c186-441a-8057-ca18d354abad","2023-09-29","http://www.cdisc.org"
"Code","Code_104","C25716","Visit","01a05b86-490b-44d5-ac6e-49c5434dfae2","2023-09-29","http://www.cdisc.org"
"Code","Code_105","C51282","Clinic","83f9b636-b068-4ecf-8191-fb682bd7b4c4","2023-09-29","http://www.cdisc.org"
"Code","Code_106","C175574","In Person","cefbda1c-9e60-41f4-9fe5-55b78f0eae96","2023-09-29","http://www.cdisc.org"
"Code","Code_107","C171537","Telephone Call","8f668846-2c71-4574-bb71-285a9d1f5a6e","2023-09-29","http://www.cdisc.org"
"Code","Code_108","C25716","Visit","7ccedc37-9e4c-4e25-b658-28dcb58b778d","2023-09-29","http://www.cdisc.org"
"Code","Code_109","C51282","Clinic","e0082a86-4d5e-4b63-93be-db53365f68f1","2023-09-29","http://www.cdisc.org"
"Code","Code_110","C175574","In Person","362e96e2-5887-43ff-80cd-27e8cab90326","2023-09-29","http://www.cdisc.org"
