"isRequired","uuid:ID","name","isEnabled","datatype","instanceType","id","label"
"True","067e98e2-5448-4082-a9b3-94753efd3857","DSDECOD","True","text","BiomedicalConceptProperty","BiomedicalConceptProperty_116","DSDECOD"
"True","91fde631-8021-4264-920f-f867e3986e24","DSTERM","True","text","BiomedicalConceptProperty","BiomedicalConceptProperty_117","DSTERM"
"True","e0734e78-a97a-41e2-b400-f81f2ddb88f7","DSSTDTC","True","datetime","BiomedicalConceptProperty","BiomedicalConceptProperty_118","DSSTDTC"
"True","96a6cddc-6b47-4994-855c-6824141bf59b","Sex","True","string","BiomedicalConceptProperty","BiomedicalConceptProperty_119","Sex"
"True","c2308f76-418f-48cd-9637-daf11eceb727","Race","True","string","BiomedicalConceptProperty","BiomedicalConceptProperty_120","Race"
"True","f0519b00-0ebe-4c45-8115-00726df3c8a3","VSTESTCD","True","","BiomedicalConceptProperty","BiomedicalConceptProperty_121","VSTESTCD"
"True","74dba841-fc9b-485d-9913-e6e9af6379b8","VSORRES","True","float","BiomedicalConceptProperty","BiomedicalConceptProperty_122","VSORRES"
"True","7bb72e55-bf2f-46c1-9300-9cd9ad57c300","VSORRESU","True","","BiomedicalConceptProperty","BiomedicalConceptProperty_123","VSORRESU"
"True","65bf421f-61c1-473c-bd21-7b2172bf101d","VSLOC","True","","BiomedicalConceptProperty","BiomedicalConceptProperty_124","VSLOC"
"True","6b33891f-5ad1-4a23-9274-d1b2c8ba2b8c","VSTESTCD","True","","BiomedicalConceptProperty","BiomedicalConceptProperty_125","VSTESTCD"
"True","222e2101-9ae5-4410-a674-f399970941c1","VSORRES","True","float","BiomedicalConceptProperty","BiomedicalConceptProperty_126","VSORRES"
"True","2be0cbab-b9c9-4813-a2c4-d27324d523c1","VSORRESU","True","","BiomedicalConceptProperty","BiomedicalConceptProperty_127","VSORRESU"
"True","8ec73be3-e3ef-440b-b0f2-2da51ea570c1","VSTESTCD","True","","BiomedicalConceptProperty","BiomedicalConceptProperty_128","VSTESTCD"
"True","e15321e9-c113-4735-9fb1-251bf8c3ec49","VSORRES","True","float","BiomedicalConceptProperty","BiomedicalConceptProperty_129","VSORRES"
"True","76292069-7294-45bc-b3c2-9855c3bb9469","VSORRESU","True","","BiomedicalConceptProperty","BiomedicalConceptProperty_130","VSORRESU"
"True","98a86833-f400-4259-910b-4d214c6827eb","LBTESTCD","True","","BiomedicalConceptProperty","BiomedicalConceptProperty_131","LBTESTCD"
"True","a4f9cc67-afba-4f8a-928a-6bed33c3fc37","LBORRES","True","float","BiomedicalConceptProperty","BiomedicalConceptProperty_132","LBORRES"
"True","5412236f-0aec-4c6e-9073-2ecccef51e77","LBORRESU","True","","BiomedicalConceptProperty","BiomedicalConceptProperty_133","LBORRESU"
"True","9476fe4b-8f33-48a1-871f-2c6b6478d199","LBSPEC","True","","BiomedicalConceptProperty","BiomedicalConceptProperty_134","LBSPEC"
"True","cfdb2b22-2e06-4964-9e40-3840f0a958fd","LBFAST","True","","BiomedicalConceptProperty","BiomedicalConceptProperty_135","LBFAST"
"True","2c26f164-5be0-4ccb-a4d6-3564603df298","LBTESTCD","True","","BiomedicalConceptProperty","BiomedicalConceptProperty_136","LBTESTCD"
"True","529c61b1-be09-4a1f-b493-2ae69ee3fb58","LBORRES","True","text","BiomedicalConceptProperty","BiomedicalConceptProperty_137","LBORRES"
"True","c15ce80d-9219-4f81-888a-082b7bf4efb7","LBSPEC","True","","BiomedicalConceptProperty","BiomedicalConceptProperty_138","LBSPEC"
"True","776217f7-2fee-45ca-83a3-8fcbdca27963","LBFAST","True","","BiomedicalConceptProperty","BiomedicalConceptProperty_139","LBFAST"
"True","b73dffd1-117b-4e56-aea5-f45e655e5540","LBTESTCD","True","","BiomedicalConceptProperty","BiomedicalConceptProperty_140","LBTESTCD"
"True","4c3aea54-b748-4159-9016-81a7199d73cb","LBORRES","True","float","BiomedicalConceptProperty","BiomedicalConceptProperty_141","LBORRES"
"True","ed31e518-4f84-4c56-bb07-3273daf38382","LBORRESU","True","","BiomedicalConceptProperty","BiomedicalConceptProperty_142","LBORRESU"
"True","e0064120-a97b-4e3c-b197-799230c2f40f","LBSPEC","True","","BiomedicalConceptProperty","BiomedicalConceptProperty_143","LBSPEC"
"True","1d553ce6-c5e2-4032-b792-78126451ff48","LBFAST","True","","BiomedicalConceptProperty","BiomedicalConceptProperty_144","LBFAST"
"True","0abc2fa5-85f4-4f34-8c1f-9c0d052c26ac","LBTESTCD","True","","BiomedicalConceptProperty","BiomedicalConceptProperty_145","LBTESTCD"
"True","c730b2fb-c00f-43d7-8ee9-4b8b69443560","LBORRES","True","float","BiomedicalConceptProperty","BiomedicalConceptProperty_146","LBORRES"
"True","d7cfc554-23dc-498a-aa7d-959c95481aac","LBORRESU","True","","BiomedicalConceptProperty","BiomedicalConceptProperty_147","LBORRESU"
"True","93b303bd-4e78-4871-8b27-b85108bab15b","LBSPEC","True","","BiomedicalConceptProperty","BiomedicalConceptProperty_148","LBSPEC"
"True","bf811a40-7e1b-4a7a-8211-bdf6667c25c7","LBFAST","True","","BiomedicalConceptProperty","BiomedicalConceptProperty_149","LBFAST"
"True","6ffedbc9-af26-4364-8ce3-89c1300579fe","LBTESTCD","True","","BiomedicalConceptProperty","BiomedicalConceptProperty_150","LBTESTCD"
"True","703e11ac-20c2-41ff-9672-ee1a51191595","LBORRES","True","float","BiomedicalConceptProperty","BiomedicalConceptProperty_151","LBORRES"
"True","e70b650a-a80c-4f0d-9263-592d8e2dfd18","LBORRESU","True","","BiomedicalConceptProperty","BiomedicalConceptProperty_152","LBORRESU"
"True","25a205b0-a398-4df4-9313-2bd8fb5d1a2c","LBSPEC","True","","BiomedicalConceptProperty","BiomedicalConceptProperty_153","LBSPEC"
"True","71151ede-3ecb-41d0-be09-ed7aed6e2c7a","LBFAST","True","","BiomedicalConceptProperty","BiomedicalConceptProperty_154","LBFAST"
"True","149cb105-a1c8-4e97-bb9e-d0ea68d461a7","LBTESTCD","True","","BiomedicalConceptProperty","BiomedicalConceptProperty_155","LBTESTCD"
"True","fa295d20-85e6-46c4-ad1e-da7d13fe2a51","LBORRES","True","float","BiomedicalConceptProperty","BiomedicalConceptProperty_156","LBORRES"
"True","992a2a2c-e34a-42c5-8249-76036573edc9","LBORRESU","True","","BiomedicalConceptProperty","BiomedicalConceptProperty_157","LBORRESU"
"True","7759763e-3c4c-4180-9250-668b36d1a11f","LBSPEC","True","","BiomedicalConceptProperty","BiomedicalConceptProperty_158","LBSPEC"
"True","d3de4999-ae42-4883-8d7c-3c5c09c78571","LBFAST","True","","BiomedicalConceptProperty","BiomedicalConceptProperty_159","LBFAST"
"True","6dc16f76-1eb1-4d96-8201-b110312034b7","LBTESTCD","True","","BiomedicalConceptProperty","BiomedicalConceptProperty_160","LBTESTCD"
"True","b69f40a7-5348-4a6d-b3d0-fba3f0a26ba8","LBORRES","True","float","BiomedicalConceptProperty","BiomedicalConceptProperty_161","LBORRES"
"True","62e2036c-63d7-45d2-b0e3-3ad5d565d7be","LBORRESU","True","","BiomedicalConceptProperty","BiomedicalConceptProperty_162","LBORRESU"
"True","cd020173-3782-4828-9e44-196ac00ce5e6","LBSPEC","True","","BiomedicalConceptProperty","BiomedicalConceptProperty_163","LBSPEC"
"True","26dbff2a-e39b-4e7e-b7d5-b45d98435750","LBFAST","True","","BiomedicalConceptProperty","BiomedicalConceptProperty_164","LBFAST"
"True","8048b577-99e5-4a0a-9dcf-05073f781345","LBTESTCD","True","","BiomedicalConceptProperty","BiomedicalConceptProperty_165","LBTESTCD"
"True","ac951f96-afa2-44d8-9314-54eb0a4f3179","LBORRES","True","float","BiomedicalConceptProperty","BiomedicalConceptProperty_166","LBORRES"
"True","307dc64d-ddc5-437e-8a27-b35ba853fae0","LBORRESU","True","","BiomedicalConceptProperty","BiomedicalConceptProperty_167","LBORRESU"
"True","906e63c1-d223-49d7-af2c-4841e6ddc9ac","LBSPEC","True","","BiomedicalConceptProperty","BiomedicalConceptProperty_168","LBSPEC"
"True","aa12ee88-bfaf-42b9-b412-f3923f8af646","LBFAST","True","","BiomedicalConceptProperty","BiomedicalConceptProperty_169","LBFAST"
"True","431ec2e8-d227-450d-b99a-64c0c63e0c19","AETERM","True","text","BiomedicalConceptProperty","BiomedicalConceptProperty_1","AETERM"
"True","cf1335a7-645d-4fac-8a71-ed3c6f233f2a","AEDECOD","True","text","BiomedicalConceptProperty","BiomedicalConceptProperty_2","AEDECOD"
"True","27ccf04c-55ed-42ee-b1f0-fe983850efc5","AEPRESP","True","text","BiomedicalConceptProperty","BiomedicalConceptProperty_3","AEPRESP"
"True","f6823095-da1c-4b16-a316-a3ba41f66e02","AELOC","True","text","BiomedicalConceptProperty","BiomedicalConceptProperty_4","AELOC"
"True","327d0bdb-95db-463c-91c1-d60884dba5b5","AESEV","True","text","BiomedicalConceptProperty","BiomedicalConceptProperty_5","AESEV"
"True","8b28b671-feea-4e07-830d-91b0a1f701e1","AESER","True","text","BiomedicalConceptProperty","BiomedicalConceptProperty_6","AESER"
"True","4c1e62e3-c641-405b-8242-17970341de7a","AEACN","True","text","BiomedicalConceptProperty","BiomedicalConceptProperty_7","AEACN"
"True","34926308-176d-4b5d-a712-5b2433c1bafb","AEACNOTH","True","text","BiomedicalConceptProperty","BiomedicalConceptProperty_8","AEACNOTH"
"True","3859e4c5-65aa-42ae-9738-65f46a8e0612","AEREL","True","text","BiomedicalConceptProperty","BiomedicalConceptProperty_9","AEREL"
"True","8d0ab8d7-f8f2-4a70-9062-9e2cb5920f12","AERELNST","True","text","BiomedicalConceptProperty","BiomedicalConceptProperty_10","AERELNST"
"True","6f501769-5f8f-401b-870f-d9f50b50d989","AEPATT","True","text","BiomedicalConceptProperty","BiomedicalConceptProperty_11","AEPATT"
"True","b3867a52-ec07-4f2b-bc6e-b5d892746a5e","AEOUT","True","text","BiomedicalConceptProperty","BiomedicalConceptProperty_12","AEOUT"
"True","fc5410a9-7f55-4c94-a59d-a0ff40e4a87e","AESCAN","True","text","BiomedicalConceptProperty","BiomedicalConceptProperty_13","AESCAN"
"True","8f8afc13-12e0-4aa4-9a64-76cbb8f418cd","AESCONG","True","text","BiomedicalConceptProperty","BiomedicalConceptProperty_14","AESCONG"
"True","ae3d718e-48fb-4b29-b85f-eb6e631e7dec","AESDISAB","True","text","BiomedicalConceptProperty","BiomedicalConceptProperty_15","AESDISAB"
"True","8f3fb5d3-8882-4558-a102-46fbe8373d51","AESDTH","True","text","BiomedicalConceptProperty","BiomedicalConceptProperty_16","AESDTH"
"True","633096a2-ddd1-4186-baaa-1ba857565eb9","AESHOSP","True","text","BiomedicalConceptProperty","BiomedicalConceptProperty_17","AESHOSP"
"True","396bbd42-2fec-4554-81ed-0935542a472e","AESLIFE","True","text","BiomedicalConceptProperty","BiomedicalConceptProperty_18","AESLIFE"
"True","dac8485f-f5af-4f7a-9988-3d4fe125e462","AESOD","True","text","BiomedicalConceptProperty","BiomedicalConceptProperty_19","AESOD"
"True","c1783c3c-c074-48cf-9e09-7d18544f6906","AESMIE","True","text","BiomedicalConceptProperty","BiomedicalConceptProperty_20","AESMIE"
"True","eb40129f-ef86-4dc1-abfe-20ed1e2d0211","AECONTRT","True","text","BiomedicalConceptProperty","BiomedicalConceptProperty_21","AECONTRT"
"True","85cb52e4-5e7c-4979-b8e5-44f34c95c978","AESTDTC","True","datetime","BiomedicalConceptProperty","BiomedicalConceptProperty_22","AESTDTC"
"True","329951d4-fc3b-492a-ac1e-5fb795d55e73","AEENDTC","True","datetime","BiomedicalConceptProperty","BiomedicalConceptProperty_23","AEENDTC"
"True","878c516b-a6a9-4e70-bbc5-42ec3bdb47ec","VSTESTCD","True","","BiomedicalConceptProperty","BiomedicalConceptProperty_24","VSTESTCD"
"True","e1d1b923-8c8a-43a2-b8e9-67efca33ce5a","VSORRES","True","integer","BiomedicalConceptProperty","BiomedicalConceptProperty_25","VSORRES"
"True","2fb88eff-87d9-49aa-ad65-9f297e0d7759","VSORRESU","True","","BiomedicalConceptProperty","BiomedicalConceptProperty_26","VSORRESU"
"True","f138938c-12cc-4c1a-9cb4-44facfd6ecd1","VSPOS","True","","BiomedicalConceptProperty","BiomedicalConceptProperty_27","VSPOS"
"True","2d511349-c345-497d-ad98-19b6d488bb0a","VSLOC","True","","BiomedicalConceptProperty","BiomedicalConceptProperty_28","VSLOC"
"True","35ba88ef-c029-4d2c-a3d1-6041557e53be","VSLAT","True","","BiomedicalConceptProperty","BiomedicalConceptProperty_29","VSLAT"
"True","ef52e163-ead4-4ce2-b7df-3cafd0b715e1","VSTESTCD","True","","BiomedicalConceptProperty","BiomedicalConceptProperty_30","VSTESTCD"
"True","f71c2629-3211-4b37-8341-e26829c4d5ff","VSORRES","True","integer","BiomedicalConceptProperty","BiomedicalConceptProperty_31","VSORRES"
"True","37605db3-6539-4199-af98-32f27dbc7fee","VSORRESU","True","","BiomedicalConceptProperty","BiomedicalConceptProperty_32","VSORRESU"
"True","f5e0a05e-dfb6-4daf-b8cc-52eeaa361f72","VSPOS","True","","BiomedicalConceptProperty","BiomedicalConceptProperty_33","VSPOS"
"True","178d8a12-2f7c-4141-a8e5-201388f51a01","VSLOC","True","","BiomedicalConceptProperty","BiomedicalConceptProperty_34","VSLOC"
"True","e65ea209-1a52-41ec-a21b-279af6da8d25","VSLAT","True","","BiomedicalConceptProperty","BiomedicalConceptProperty_35","VSLAT"
"True","a588690b-8cfb-4782-92d7-b44b0736c1cd","VSTESTCD","True","","BiomedicalConceptProperty","BiomedicalConceptProperty_36","VSTESTCD"
"True","7f65bbef-f26e-4942-9bff-4ae7f962b253","VSORRES","True","float","BiomedicalConceptProperty","BiomedicalConceptProperty_37","VSORRES"
"True","4c506870-cdd1-4c59-aeac-d96faf314587","VSORRESU","True","","BiomedicalConceptProperty","BiomedicalConceptProperty_38","VSORRESU"
"True","72b75ebb-7f05-40a7-81af-6b80300a1ed3","VSLOC","True","","BiomedicalConceptProperty","BiomedicalConceptProperty_39","VSLOC"
"True","0c770bb8-2eba-4739-9949-20e489c87a61","VSTESTCD","True","","BiomedicalConceptProperty","BiomedicalConceptProperty_40","VSTESTCD"
"True","956253e5-a422-4700-b9c5-ddfa098bdc34","VSORRES","True","float","BiomedicalConceptProperty","BiomedicalConceptProperty_41","VSORRES"
"True","b162d5bc-b04d-4ade-b86f-3cfe7121b580","VSORRESU","True","","BiomedicalConceptProperty","BiomedicalConceptProperty_42","VSORRESU"
"True","6c2c6665-c5f3-483e-aad4-72337e278683","VSTESTCD","True","","BiomedicalConceptProperty","BiomedicalConceptProperty_43","VSTESTCD"
"True","2d065128-8655-4e17-9158-0bf516c90948","VSORRES","True","float","BiomedicalConceptProperty","BiomedicalConceptProperty_44","VSORRES"
"True","a208d9af-512a-4891-ae11-f33cc5c2106a","VSORRESU","True","","BiomedicalConceptProperty","BiomedicalConceptProperty_45","VSORRESU"
"True","6c5c976d-5826-4d3d-8c6e-b23eaa076ad6","LBTESTCD","True","","BiomedicalConceptProperty","BiomedicalConceptProperty_46","LBTESTCD"
"True","54ac36b5-91f1-4997-adfe-c0a7723889eb","LBORRES","True","float","BiomedicalConceptProperty","BiomedicalConceptProperty_47","LBORRES"
"True","0e4bf562-c109-4f3d-94ab-b9ae8fc5cdb0","LBORRESU","True","","BiomedicalConceptProperty","BiomedicalConceptProperty_48","LBORRESU"
"True","cfbe3e89-6643-42f3-a41f-91a176889dbb","LBSPEC","True","","BiomedicalConceptProperty","BiomedicalConceptProperty_49","LBSPEC"
"True","92484ab8-0259-4d9c-a397-df1890e6ab17","LBFAST","True","","BiomedicalConceptProperty","BiomedicalConceptProperty_50","LBFAST"
"True","6447fe3f-a570-4740-8b94-abc9d9095bb0","LBTESTCD","True","","BiomedicalConceptProperty","BiomedicalConceptProperty_51","LBTESTCD"
"True","0e4a177d-5103-4087-b415-5129b12e7c6a","LBORRES","True","text","BiomedicalConceptProperty","BiomedicalConceptProperty_52","LBORRES"
"True","8605765f-43a9-4663-a58c-4ef2e9ff5d32","LBSPEC","True","","BiomedicalConceptProperty","BiomedicalConceptProperty_53","LBSPEC"
"True","c3242a50-9fda-49c2-9060-7d4b27d9f529","LBFAST","True","","BiomedicalConceptProperty","BiomedicalConceptProperty_54","LBFAST"
"True","dd4c4a89-ffef-4900-8349-15ab0915d6a3","LBTESTCD","True","","BiomedicalConceptProperty","BiomedicalConceptProperty_55","LBTESTCD"
"True","dc7235de-1e68-4bef-8c3f-5901122a2464","LBORRES","True","float","BiomedicalConceptProperty","BiomedicalConceptProperty_56","LBORRES"
"True","bc045841-dd55-4b9b-9c19-7f18bed0a554","LBORRESU","True","","BiomedicalConceptProperty","BiomedicalConceptProperty_57","LBORRESU"
"True","be41ad68-6da3-4b48-bcc3-2ce0c745a97e","LBSPEC","True","","BiomedicalConceptProperty","BiomedicalConceptProperty_58","LBSPEC"
"True","9fb65d61-bbb2-448e-86a7-7d28a77ad03a","LBFAST","True","","BiomedicalConceptProperty","BiomedicalConceptProperty_59","LBFAST"
"True","bd1f70f3-c561-424d-8bae-1dc90ecd6bb4","LBTESTCD","True","","BiomedicalConceptProperty","BiomedicalConceptProperty_60","LBTESTCD"
"True","ff4a78ff-7485-4bd5-baf0-0767ba2a99b3","LBORRES","True","float","BiomedicalConceptProperty","BiomedicalConceptProperty_61","LBORRES"
"True","2eecc7c5-feb7-40a1-9951-5e9193a95169","LBORRESU","True","","BiomedicalConceptProperty","BiomedicalConceptProperty_62","LBORRESU"
"True","dd1fc149-e081-436a-866e-9b54585e5261","LBSPEC","True","","BiomedicalConceptProperty","BiomedicalConceptProperty_63","LBSPEC"
"True","2562052f-3232-4905-99d5-fd97a423832a","LBFAST","True","","BiomedicalConceptProperty","BiomedicalConceptProperty_64","LBFAST"
"True","bc56ba4b-acaf-4218-8394-db0669c73bba","LBTESTCD","True","","BiomedicalConceptProperty","BiomedicalConceptProperty_65","LBTESTCD"
"True","213f2b37-5c81-4438-9208-42d0eb9b24be","LBORRES","True","float","BiomedicalConceptProperty","BiomedicalConceptProperty_66","LBORRES"
"True","e1eb139d-0711-4678-a0b0-99d8c2ba7025","LBORRESU","True","","BiomedicalConceptProperty","BiomedicalConceptProperty_67","LBORRESU"
"True","941a7410-6fce-4401-ac8a-72b6b7536841","LBSPEC","True","","BiomedicalConceptProperty","BiomedicalConceptProperty_68","LBSPEC"
"True","895a3d85-b221-4d3d-ab76-17338234f10c","LBFAST","True","","BiomedicalConceptProperty","BiomedicalConceptProperty_69","LBFAST"
"True","a0fd2eed-1138-4432-824a-b17339dc6520","LBTESTCD","True","","BiomedicalConceptProperty","BiomedicalConceptProperty_70","LBTESTCD"
"True","fb9e4593-70ab-4b2f-9ad0-dcee064a8432","LBORRES","True","float","BiomedicalConceptProperty","BiomedicalConceptProperty_71","LBORRES"
"True","ca595499-4342-4f98-bb66-1c039a952258","LBORRESU","True","","BiomedicalConceptProperty","BiomedicalConceptProperty_72","LBORRESU"
"True","8be9c0eb-870c-4141-8a01-ed5318eac0e6","LBSPEC","True","","BiomedicalConceptProperty","BiomedicalConceptProperty_73","LBSPEC"
"True","7cc2fa7e-14b8-49d3-a66b-3dd5ec211298","LBFAST","True","","BiomedicalConceptProperty","BiomedicalConceptProperty_74","LBFAST"
"True","624e75d1-e6f7-4d1b-9771-e7e271baa2a2","LBTESTCD","True","","BiomedicalConceptProperty","BiomedicalConceptProperty_75","LBTESTCD"
"True","2143b7ab-2842-4754-abe1-4802515cc19f","LBORRES","True","float","BiomedicalConceptProperty","BiomedicalConceptProperty_76","LBORRES"
"True","b91a54ba-363b-4b7f-83e8-406270319f25","LBORRESU","True","","BiomedicalConceptProperty","BiomedicalConceptProperty_77","LBORRESU"
"True","bc4600e5-ae36-46ad-9638-760638d35e36","LBSPEC","True","","BiomedicalConceptProperty","BiomedicalConceptProperty_78","LBSPEC"
"True","b21c7906-c54a-41ad-b18d-cd92342856b9","LBFAST","True","","BiomedicalConceptProperty","BiomedicalConceptProperty_79","LBFAST"
"True","52cfaf39-8a53-4489-8f88-5b0662ae90cf","VSTESTCD","True","","BiomedicalConceptProperty","BiomedicalConceptProperty_80","VSTESTCD"
"True","81ddaa20-85da-4870-a7f0-ba1cd444af97","VSORRES","True","integer","BiomedicalConceptProperty","BiomedicalConceptProperty_81","VSORRES"
"True","172bfff0-5df1-4bd4-99d2-2cab175cd566","VSORRESU","True","","BiomedicalConceptProperty","BiomedicalConceptProperty_82","VSORRESU"
"True","755d5bc8-ac6f-4a3e-95c6-2e2bc966396b","VSPOS","True","","BiomedicalConceptProperty","BiomedicalConceptProperty_83","VSPOS"
"True","89ada66a-87cd-49f9-af24-264f23af9588","VSLOC","True","","BiomedicalConceptProperty","BiomedicalConceptProperty_84","VSLOC"
"True","78ef748b-0667-425b-a046-52e3a72abb80","VSLAT","True","","BiomedicalConceptProperty","BiomedicalConceptProperty_85","VSLAT"
"True","3241492e-1e11-42cc-b93f-1496031412de","VSTESTCD","True","","BiomedicalConceptProperty","BiomedicalConceptProperty_86","VSTESTCD"
"True","d5f6b585-b281-4089-9d73-d4241c8b2e8c","VSORRES","True","integer","BiomedicalConceptProperty","BiomedicalConceptProperty_87","VSORRES"
"True","6fc96fb2-c3e6-467c-b952-0f4b9bbc3615","VSORRESU","True","","BiomedicalConceptProperty","BiomedicalConceptProperty_88","VSORRESU"
"True","48003d5c-a395-49af-a4e5-c7d798810335","VSPOS","True","","BiomedicalConceptProperty","BiomedicalConceptProperty_89","VSPOS"
"True","9370a23f-a7b6-45e6-85dd-ed37fea0d3b1","VSLOC","True","","BiomedicalConceptProperty","BiomedicalConceptProperty_90","VSLOC"
