"uuid:ID","instanceType","id","text","name"
"c9f1df96-afb6-46b5-83a2-1a8825a39b0f","TransitionRule","TransitionRule_1","Subject identifier","ENCOUNTER_START_RULE_1"
"ac546cda-cf92-4ee4-bc87-3a5350bab1af","TransitionRule","TransitionRule_2","completion of screening activities","ENCOUNTER_START_RULE_1"
"49f42c9e-5d90-41b9-b3f8-9fa2c1db8ff4","TransitionRule","TransitionRule_3","subject leaves clinic after connection of ambulatory ECG machine","ENCOUNTER_START_RULE_2"
"c3a37267-c972-4f53-ac5a-2a34dcbcc28b","TransitionRule","TransitionRule_4","subject has connection of ambulatory ECG machine removed","ENCOUNTER_START_RULE_3"
"b5d29d1c-6db4-45b3-af5b-e4af568a1222","TransitionRule","TransitionRule_5","Radomized","ENCOUNTER_START_RULE_3"
"f60ac7fc-b1fd-4e55-902d-2ad63cab94ee","TransitionRule","TransitionRule_6","End of treatment","ENCOUNTER_START_RULE_12"
"384c8062-8f6f-4be3-bb7e-5ca56dc921ed","TransitionRule","TransitionRule_7","Informed consent","ELEMENT_START_RULE_1"
"031784f9-afe5-4629-b5f5-9c243aad5b1d","TransitionRule","TransitionRule_8","Completion of all screening activities and no more than 2 weeks from informed consent","ELEMENT_END_RULE_1"
"bbeed480-fc92-4b68-897d-93e5413cf1cc","TransitionRule","TransitionRule_9","Administration of first dose","ELEMENT_START_RULE_2"
"8caa032e-6be4-4171-933e-a67f82bbc470","TransitionRule","TransitionRule_14","End of last scheduled visit on study (including early termination)","ELEMENT_START_RULE_7"
"c5831747-e069-4b54-85af-c4690d53b789","TransitionRule","TransitionRule_15","Completion of all specified followup activities (which vary on a patient-by-patient basis)","ELEMENT_END_RULE_7"
"a23ae555-bdae-4710-8de9-add31eedbec6","TransitionRule","TransitionRule_10","Administration of first dose","ELEMENT_START_RULE_3"
"134ab06d-4352-4ed4-901b-8fa6241a5717","TransitionRule","TransitionRule_11","Randomized","ELEMENT_START_RULE_4"
"eed7ae4e-e23b-445c-b6e1-0aeddddd6a47","TransitionRule","TransitionRule_12","Administration of first dose (from patches supplied at Visit 4)","ELEMENT_START_RULE_5"
"f43640cc-7185-41c4-a163-8e79c496227a","TransitionRule","TransitionRule_13","Administration of first dose (from patches supplied at Visit 12)","ELEMENT_START_RULE_6"
