"isRequired","datatype","name","uuid:ID","label","instanceType","id","isEnabled"
"True","string","Sex","c9cd29dc-5ed4-4ccd-9d7b-1fefac781292","Sex","BiomedicalConceptProperty","BiomedicalConceptProperty_89","True"
"True","string","Race","cc61295a-6011-4021-acb7-08ec7a7c91ff","Race","BiomedicalConceptProperty","BiomedicalConceptProperty_90","True"
"True","decimal","Clinical Test Result","6ccc3004-f55b-40e3-887d-47c2d51ddc81","Clinical Test Result","BiomedicalConceptProperty","BiomedicalConceptProperty_91","True"
"True","string","Unit of Temperature","fed0216a-bbaf-4cbf-95f2-c918d09385af","Unit of Temperature","BiomedicalConceptProperty","BiomedicalConceptProperty_92","True"
"True","string","Anatomic Site","2fa85a29-2972-4533-8e76-852638994ed3","Anatomic Site","BiomedicalConceptProperty","BiomedicalConceptProperty_93","True"
"True","decimal","Clinical Test Result","77747699-1e37-4fb8-8f4e-b9b07dec202b","Clinical Test Result","BiomedicalConceptProperty","BiomedicalConceptProperty_94","True"
"True","string","Unit of Weight","cc81d53b-d782-491a-8f46-0c6707eabf2f","Unit of Weight","BiomedicalConceptProperty","BiomedicalConceptProperty_95","True"
"True","decimal","Clinical Test Result","2f792c9c-d050-49f7-b744-6b74b52c4d2c","Clinical Test Result","BiomedicalConceptProperty","BiomedicalConceptProperty_96","True"
"True","string","Unit of Height","8796b1d3-8c37-4fa8-8ed5-ceef1034dcde","Unit of Height","BiomedicalConceptProperty","BiomedicalConceptProperty_97","True"
"True","decimal","Laboratory Test Result","a170176c-a0e4-46fa-9f25-b8b1052051b4","Laboratory Test Result","BiomedicalConceptProperty","BiomedicalConceptProperty_98","True"
"True","boolean","Laboratory Test Fasting Status","d79b56c2-0c15-4cec-b6aa-fe1c958a9ded","Laboratory Test Fasting Status","BiomedicalConceptProperty","BiomedicalConceptProperty_99","True"
"True","string","Unit of Catalytic Activity Concentration","16abf766-304c-458d-bd73-db0ec0e04001","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty","BiomedicalConceptProperty_100","True"
"True","string","Biospecimen Type","62fc8acf-5232-4de1-bbab-267182d3ff0b","Biospecimen Type","BiomedicalConceptProperty","BiomedicalConceptProperty_101","True"
"True","string","Laboratory Test Result","e12cc7ad-60b5-4570-b038-fbc8f987538a","Laboratory Test Result","BiomedicalConceptProperty","BiomedicalConceptProperty_102","True"
"True","boolean","Laboratory Test Fasting Status","1d656fea-9880-456e-a623-6dc6edc549d5","Laboratory Test Fasting Status","BiomedicalConceptProperty","BiomedicalConceptProperty_103","True"
"True","string","Unit of Concentration","a5891ce7-4e97-4b30-831a-5f52e8f559c7","Unit of Concentration","BiomedicalConceptProperty","BiomedicalConceptProperty_104","True"
"True","string","Biospecimen Type","a4deb9c5-e3fd-4e2d-b3da-f91747581a12","Biospecimen Type","BiomedicalConceptProperty","BiomedicalConceptProperty_105","True"
"True","decimal","Laboratory Test Result","9e84062d-7bab-4cf3-862e-57d55e1c70f8","Laboratory Test Result","BiomedicalConceptProperty","BiomedicalConceptProperty_106","True"
"True","boolean","Laboratory Test Fasting Status","77b93de4-4e82-4d4c-8108-659cd9dd2533","Laboratory Test Fasting Status","BiomedicalConceptProperty","BiomedicalConceptProperty_107","True"
"True","string","Unit of Catalytic Activity Concentration","53618506-b251-43fc-99b0-0d6b55e91d4c","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty","BiomedicalConceptProperty_108","True"
"True","string","Biospecimen Type","cfe6808c-4e92-4fc3-b35c-e5639a7b5d77","Biospecimen Type","BiomedicalConceptProperty","BiomedicalConceptProperty_109","True"
"True","decimal","Laboratory Test Result","fca9f070-83bf-4fea-86f5-f546d8e6e4ee","Laboratory Test Result","BiomedicalConceptProperty","BiomedicalConceptProperty_110","True"
"True","boolean","Laboratory Test Fasting Status","4119a93e-38d4-4d94-ad6b-58edd2099e23","Laboratory Test Fasting Status","BiomedicalConceptProperty","BiomedicalConceptProperty_111","True"
"True","string","Unit of Catalytic Activity Concentration","26f8d040-1a7b-405f-9fc4-7a3b906c6caf","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty","BiomedicalConceptProperty_112","True"
"True","string","Biospecimen Type","9df06f4a-a602-4b68-bcbe-f6de2debaddd","Biospecimen Type","BiomedicalConceptProperty","BiomedicalConceptProperty_113","True"
"True","string","Laboratory Test Result","c5cba8a7-a28b-4c71-99cb-7c868208d7aa","Laboratory Test Result","BiomedicalConceptProperty","BiomedicalConceptProperty_114","True"
"True","boolean","Laboratory Test Fasting Status","7f7aaa11-6d2a-4168-99e8-bb91168d472b","Laboratory Test Fasting Status","BiomedicalConceptProperty","BiomedicalConceptProperty_115","True"
"True","string","Unit of Concentration","7cc90279-1f81-422c-9696-78c63be22dd7","Unit of Concentration","BiomedicalConceptProperty","BiomedicalConceptProperty_116","True"
"True","string","Biospecimen Type","1d9c3a6a-4c66-4ab9-a6ce-3242fbb7b94e","Biospecimen Type","BiomedicalConceptProperty","BiomedicalConceptProperty_117","True"
"True","decimal","Laboratory Test Result","1d7d7dd6-76d3-4dcd-9072-f2ff00b5b6bb","Laboratory Test Result","BiomedicalConceptProperty","BiomedicalConceptProperty_118","True"
"True","boolean","Laboratory Test Fasting Status","347f12cd-4e0a-4d85-b963-180b584b8c2c","Laboratory Test Fasting Status","BiomedicalConceptProperty","BiomedicalConceptProperty_119","True"
"True","string","Molarity Unit","36e53682-5ce1-4b73-8936-1f141973352f","Molarity Unit","BiomedicalConceptProperty","BiomedicalConceptProperty_120","True"
"True","string","Biospecimen Type","82871c50-f49d-4bcd-83bf-13efa5e03edd","Biospecimen Type","BiomedicalConceptProperty","BiomedicalConceptProperty_121","True"
"True","decimal","Laboratory Test Result","97c920a2-168e-4621-b344-48478525aac9","Laboratory Test Result","BiomedicalConceptProperty","BiomedicalConceptProperty_122","True"
"True","boolean","Laboratory Test Fasting Status","9a8b7ceb-448e-407e-b04f-71100b15ec52","Laboratory Test Fasting Status","BiomedicalConceptProperty","BiomedicalConceptProperty_123","True"
"True","string","Molarity Unit","97d2cf5c-895f-4f98-a39a-d8dd65d6a07b","Molarity Unit","BiomedicalConceptProperty","BiomedicalConceptProperty_124","True"
"True","string","Biospecimen Type","cace7e7b-d47b-4e9e-b4e5-ed6ca0a8d967","Biospecimen Type","BiomedicalConceptProperty","BiomedicalConceptProperty_125","True"
"True","string","Reported Event Term","ea8d2bb1-9fcd-4365-b874-fb68e81a7c71","Reported Event Term","BiomedicalConceptProperty","BiomedicalConceptProperty_1","True"
"True","string","Dictionary-derived Term","bd7c70e5-9bbe-4d35-998b-3a5db1e7b63c","Dictionary-derived Term","BiomedicalConceptProperty","BiomedicalConceptProperty_2","True"
"True","string","Category","a73d0783-3b6b-4218-b31e-fb664ac57ebb","Category","BiomedicalConceptProperty","BiomedicalConceptProperty_3","True"
"True","string","Subcategory","82b7daae-82da-4f7d-8a49-8f44571650a5","Subcategory","BiomedicalConceptProperty","BiomedicalConceptProperty_4","True"
"True","datetime","Observation Start Date Time","928bfeb5-d9f5-4ff2-95c7-f77f06151676","Observation Start Date Time","BiomedicalConceptProperty","BiomedicalConceptProperty_5","True"
"True","decimal","Clinical Test Result","685f67f0-1e4c-45e6-a07d-9aeb4a8676b1","Clinical Test Result","BiomedicalConceptProperty","BiomedicalConceptProperty_6","True"
"True","string","Unit of Pressure","9323912c-b0c9-451f-9bb4-fc5bf6350ec7","Unit of Pressure","BiomedicalConceptProperty","BiomedicalConceptProperty_7","True"
"True","string","Anatomic Site","20b3aba3-d58a-4a4e-a6a8-43d92c9cb91c","Anatomic Site","BiomedicalConceptProperty","BiomedicalConceptProperty_8","True"
"True","string","Laterality","a15fd8c0-f3f8-4ded-9d9e-f4b6594d5e78","Laterality","BiomedicalConceptProperty","BiomedicalConceptProperty_9","True"
"True","string","Test Method","0e329fe2-0b32-4adb-8a00-428d4157ff49","Test Method","BiomedicalConceptProperty","BiomedicalConceptProperty_10","True"
"True","string","Body Position","20f3e621-a44a-416e-b4e3-d499c74edb4f","Body Position","BiomedicalConceptProperty","BiomedicalConceptProperty_11","True"
"True","decimal","Clinical Test Result","e86b16f5-d1a9-4901-826a-d0ff7624a4c4","Clinical Test Result","BiomedicalConceptProperty","BiomedicalConceptProperty_12","True"
"True","string","Unit of Pressure","27df01e2-9b09-4717-9905-88db57aeb1cb","Unit of Pressure","BiomedicalConceptProperty","BiomedicalConceptProperty_13","True"
"True","string","Anatomic Site","aaef16a9-0b54-4da0-b12c-70743766e6ba","Anatomic Site","BiomedicalConceptProperty","BiomedicalConceptProperty_14","True"
"True","string","Laterality","39189b58-9c2e-4a88-8f43-c96f8d8063d3","Laterality","BiomedicalConceptProperty","BiomedicalConceptProperty_15","True"
"True","string","Test Method","91a09d13-7c62-4589-ad66-d428211e0fbb","Test Method","BiomedicalConceptProperty","BiomedicalConceptProperty_16","True"
"True","string","Body Position","8cffa04e-8676-435d-afed-22d4dd552919","Body Position","BiomedicalConceptProperty","BiomedicalConceptProperty_17","True"
"True","decimal","Clinical Test Result","d03b700c-3aff-4afa-a7fd-f88f38a40f39","Clinical Test Result","BiomedicalConceptProperty","BiomedicalConceptProperty_18","True"
"True","string","Unit of Temperature","daa6e724-2ad9-4fc3-b407-e807244b899a","Unit of Temperature","BiomedicalConceptProperty","BiomedicalConceptProperty_19","True"
"True","string","Anatomic Site","23db8880-fac7-4019-b078-374cfe705401","Anatomic Site","BiomedicalConceptProperty","BiomedicalConceptProperty_20","True"
"True","decimal","Clinical Test Result","7cbc8d0a-cdf2-4487-b4ba-912dff4895bb","Clinical Test Result","BiomedicalConceptProperty","BiomedicalConceptProperty_21","True"
"True","string","Unit of Weight","ffc4a860-a0d9-43c5-899c-3b85f772f72b","Unit of Weight","BiomedicalConceptProperty","BiomedicalConceptProperty_22","True"
"True","decimal","Clinical Test Result","feae3285-a4bc-4d32-baf9-02066feb54fc","Clinical Test Result","BiomedicalConceptProperty","BiomedicalConceptProperty_23","True"
"True","string","Unit of Height","b2195be0-1f13-4665-9e61-2b5fd9821c92","Unit of Height","BiomedicalConceptProperty","BiomedicalConceptProperty_24","True"
"True","decimal","Laboratory Test Result","56fdc275-3cd0-4c68-a0cb-92349948a3d5","Laboratory Test Result","BiomedicalConceptProperty","BiomedicalConceptProperty_25","True"
"True","boolean","Laboratory Test Fasting Status","d74f9f2f-975d-46e5-ad4d-a5b9e0a928dd","Laboratory Test Fasting Status","BiomedicalConceptProperty","BiomedicalConceptProperty_26","True"
"True","string","Unit of Catalytic Activity Concentration","043c041d-7de8-4ebc-bc58-bb364a58f955","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty","BiomedicalConceptProperty_27","True"
"True","string","Biospecimen Type","66672a01-23e4-44a9-8822-8dd6a4cd1dbd","Biospecimen Type","BiomedicalConceptProperty","BiomedicalConceptProperty_28","True"
"True","string","Laboratory Test Result","9a2519ec-526b-4615-8f5c-68b6c3220bd8","Laboratory Test Result","BiomedicalConceptProperty","BiomedicalConceptProperty_29","True"
"True","boolean","Laboratory Test Fasting Status","4f97b2af-b8c2-48fc-aa58-5b29c4a812c7","Laboratory Test Fasting Status","BiomedicalConceptProperty","BiomedicalConceptProperty_30","True"
"True","string","Unit of Concentration","42775d68-3e44-4d10-8069-a5ce9d5ab626","Unit of Concentration","BiomedicalConceptProperty","BiomedicalConceptProperty_31","True"
"True","string","Biospecimen Type","f2d563a2-bcba-4554-9b37-fbc27d8f4d09","Biospecimen Type","BiomedicalConceptProperty","BiomedicalConceptProperty_32","True"
"True","decimal","Laboratory Test Result","b2ccc5b2-5de9-4d75-b858-229ada406ced","Laboratory Test Result","BiomedicalConceptProperty","BiomedicalConceptProperty_33","True"
"True","boolean","Laboratory Test Fasting Status","951f3745-0666-4d17-adce-53100a9be0b4","Laboratory Test Fasting Status","BiomedicalConceptProperty","BiomedicalConceptProperty_34","True"
"True","string","Unit of Catalytic Activity Concentration","6dd04d17-0f02-4c88-a6d3-597f4797a9d3","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty","BiomedicalConceptProperty_35","True"
"True","string","Biospecimen Type","c90b49da-58c3-4428-96ec-53135c3ebdf4","Biospecimen Type","BiomedicalConceptProperty","BiomedicalConceptProperty_36","True"
"True","decimal","Laboratory Test Result","8e08087d-fe6a-4248-b40e-dabdc4d255bb","Laboratory Test Result","BiomedicalConceptProperty","BiomedicalConceptProperty_37","True"
"True","boolean","Laboratory Test Fasting Status","76f64fb3-05d2-4172-ba38-d94991f9645f","Laboratory Test Fasting Status","BiomedicalConceptProperty","BiomedicalConceptProperty_38","True"
"True","string","Unit of Catalytic Activity Concentration","f35f908f-8cdd-4544-b764-a67021429079","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty","BiomedicalConceptProperty_39","True"
