"codeSystem","code","decode","codeSystemVersion","uuid:ID","id","instanceType"
"http://www.cdisc.org","C98388","Interventional Study","2023-12-15","02742e6b-ed3c-428c-98f2-16676eb49266","Code_1","Code"
"http://www.cdisc.org","C15601","Phase II Trial","2023-12-15","cea228d1-1cb3-4212-901e-6d2001a3211d","Code_2","Code"
"http://www.cdisc.org","C132352","Sponsor Approval Date","2023-12-15","e1e195b9-3324-4e5b-9dad-a9c08422df5f","Code_9","Code"
"http://www.cdisc.org","C68846","Global","2023-12-15","76d6f053-4275-43a5-8470-bb873962006a","Code_10","Code"
"http://www.cdisc.org","C99904x3","IRB/IEC Feedback","2023-12-15","0fd4b7e3-4b1c-4ce6-aaee-5c60ee94efb4","Code_72","Code"
"http://www.cdisc.org","C17649","Other","2023-12-15","bf0cb14a-3eb6-4c17-bd15-045adf1cb986","Code_73","Code"
"http://www.cdisc.org","C41129","Region","2023-12-15","aa30e613-0af8-4a02-b351-95223bace3fd","Code_75","Code"
"ISO 3166 1 alpha3","150","Europe","2020-08","d4fe3972-40d6-454c-a0a9-33d64639a734","Code_74","Code"
"SPONSOR","PHARMA","Eli Lilly","12","48dfbb42-692b-4e9b-b47a-de58b93a71e4","Code_4","Code"
"http://www.cdisc.org","C70793","Clinical Study Sponsor","2023-12-15","1ccaef0b-4e19-41fd-9d43-a942dd33d21f","Code_76","Code"
"ISO 3166 1 alpha3","USA","United States of America","2020-08","7ccb19b3-5bdd-44e0-a2d7-5590a40191f4","Code_77","Code"
"http://www.cdisc.org","C93453","Study Registry","2023-12-15","bc2418d4-5486-44a2-b4a8-b90c58cd694f","Code_78","Code"
"ISO 3166 1 alpha3","USA","United States of America","2020-08","18808e79-21a1-4908-b4a5-34dceaecaa0a","Code_79","Code"
"http://www.cdisc.org","C49656","Treatment Study","2023-12-15","c5db6b0a-e500-424f-a70a-3f4ef173184e","Code_137","Code"
"http://www.cdisc.org","C49666","Efficacy Study","2023-12-15","f1ce1ea5-48d6-45fe-b055-469a97326ce8","Code_138","Code"
