"instanceType","id","uuid:ID","name","text"
"TransitionRule","TransitionRule_1","1218b093-583e-4312-bbb8-f08380856f3d","ENCOUNTER_START_RULE_1","Subject identifier"
"TransitionRule","TransitionRule_2","30f9f398-5186-455e-b66b-bf2e4f581d55","ENCOUNTER_START_RULE_1","completion of screening activities"
"TransitionRule","TransitionRule_3","0d43de7d-bf96-4096-9f03-06627140c35c","ENCOUNTER_START_RULE_2","subject leaves clinic after connection of ambulatory ECG machine"
"TransitionRule","TransitionRule_4","13256801-e9fa-4099-b652-c06e66a872c3","ENCOUNTER_START_RULE_3","subject has connection of ambulatory ECG machine removed"
"TransitionRule","TransitionRule_5","b103e7f2-587b-4ef8-8d9f-0e196ab71a83","ENCOUNTER_START_RULE_3","Radomized"
"TransitionRule","TransitionRule_6","216f9295-e509-45fa-971b-cf0b2291a487","ENCOUNTER_START_RULE_12","End of treatment"
"TransitionRule","TransitionRule_7","95dbee0f-f500-4fe2-911f-8ac32325d4fb","ELEMENT_START_RULE_1","Informed consent"
"TransitionRule","TransitionRule_8","3f0ecba6-b486-4bc6-a7ea-50f7c5f10d6c","ELEMENT_END_RULE_1","Completion of all screening activities and no more than 2 weeks from informed consent"
"TransitionRule","TransitionRule_9","05e4a537-4a04-4151-b94a-081330a0058f","ELEMENT_START_RULE_2","Administration of first dose"
"TransitionRule","TransitionRule_14","def3972d-eb44-48ea-889f-30985afbf7f2","ELEMENT_START_RULE_7","End of last scheduled visit on study (including early termination)"
"TransitionRule","TransitionRule_15","d041dd89-0bbc-4dcd-a04b-ff6245f36ae5","ELEMENT_END_RULE_7","Completion of all specified followup activities (which vary on a patient-by-patient basis)"
"TransitionRule","TransitionRule_10","d32bb451-dc33-4b42-aee4-9a1843304da8","ELEMENT_START_RULE_3","Administration of first dose"
"TransitionRule","TransitionRule_11","11a01c95-8736-472c-893a-f9923f44dea9","ELEMENT_START_RULE_4","Randomized"
"TransitionRule","TransitionRule_12","346ad967-0570-4f9a-b549-5a07c1682196","ELEMENT_START_RULE_5","Administration of first dose (from patches supplied at Visit 4)"
"TransitionRule","TransitionRule_13","03b1bd85-1a5e-40b0-839b-fde005f3e1b4","ELEMENT_START_RULE_6","Administration of first dose (from patches supplied at Visit 12)"
