"uuid:ID","codeSystemVersion","code","id","instanceType","codeSystem","decode"
"793b5abf-61ce-445b-bbbb-a3ea993660e0","2023-09-29","C98388","Code_1","Code","http://www.cdisc.org","Interventional Study"
"f2204be1-8eef-417e-b300-40df1d0d7aff","2023-09-29","C15601","Code_2","Code","http://www.cdisc.org","Phase II Trial"
"6d9a99de-a065-47f3-8b65-6f85c43df73c","2023-09-29","C132352","Code_9","Code","http://www.cdisc.org","Sponsor Approval Date"
"bc1fc73a-4a72-4be1-b1d7-a2e9481a3f33","2023-09-29","C68846","Code_10","Code","http://www.cdisc.org","Global"
"bd828f43-cd22-4cfe-bea7-e07230e4f297","2023-09-29","C99904x3","Code_72","Code","http://www.cdisc.org","IRB/IEC Feedback"
"c4ae23ed-d409-4561-8c76-8a5cdd2a0247","2023-09-29","C17649","Code_73","Code","http://www.cdisc.org","Other"
"0ad92b21-8b9f-4c46-9503-60aff9dc5013","2023-09-29","C41129","Code_75","Code","http://www.cdisc.org","Region"
"ebc5bf27-a44f-4c4d-b509-77af5b1499ee","2020-08","150","Code_74","Code","ISO 3166 1 alpha3","Europe"
"11276427-68fe-4a39-b02d-d224700d4bdf","12","PHARMA","Code_4","Code","SPONSOR","Eli Lilly"
"baac2e9f-4c8f-4c83-a934-726de98c44cd","2023-09-29","C70793","Code_76","Code","http://www.cdisc.org","Clinical Study Sponsor"
"e8ef8b2e-7b21-4f9d-aafe-8feb9b93df58","2020-08","DNK","Code_77","Code","ISO 3166 1 alpha3","Denmark"
"b2049114-d865-4f03-9a3d-9038f9c85f52","2023-09-29","C93453","Code_78","Code","http://www.cdisc.org","Study Registry"
"412c8da0-86df-4778-98c7-572ce29c389e","2023-09-29","C49656","Code_136","Code","http://www.cdisc.org","Treatment Study"
"766a4247-1d4d-4d44-8187-1b59e6d7e6b7","2023-09-29","C49666","Code_137","Code","http://www.cdisc.org","Efficacy Study"
"d7f31320-be54-49e4-b16e-b87e70796ce1","2023-09-29","C49667","Code_138","Code","http://www.cdisc.org","Safety Study"
"8f84fc8d-32eb-4369-88bb-0dd4007638a7","2023-09-29","C49663","Code_139","Code","http://www.cdisc.org","Pharmacokinetic Study"
"e2736920-628c-428e-8b96-18b7ddb25051","12","MILD_MOD_ALZ","Code_133","Code","SPONSOR","Mild to Moderate Alzheimer's Disease"
"15b3dc46-9c26-42f5-90c6-d3e118a3561a","January 31, 2018","26929004","Code_134","Code","SNOMED","Alzheimer's disease"
"cd1996a6-f3f6-4ce6-a0a2-6b6bcea6bbff","2023-09-29","C99907x1","Code_142","Code","http://www.cdisc.org","EXTENSION"
"4d4352f8-a23e-4959-95be-440889a20cc5","2023-09-29","C98704","Code_143","Code","http://www.cdisc.org","ADAPTIVE"
"8eca27d3-8705-4309-bc4d-a2830896e0ba","2023-09-29","C82639","Code_140","Code","http://www.cdisc.org","Parallel Study"
"68e87b8f-3af0-4df2-8d1f-384858741c19","2023-09-29","C25716","Code_82","Code","http://www.cdisc.org","Visit"
"6d0d4943-8210-45a0-92f8-a7e55f5ad296","2023-09-29","C51282","Code_83","Code","http://www.cdisc.org","Clinic"
"e500131f-1ee5-4eba-bc06-8ed79745dddf","2023-09-29","C175574","Code_84","Code","http://www.cdisc.org","In Person"
"4ba62509-ec5b-46f6-8b56-c060b49ec1d0","2023-09-29","C25716","Code_85","Code","http://www.cdisc.org","Visit"
"64a3ebc8-efb6-4792-8e3b-bc77335ad0ba","2023-09-29","C51282","Code_86","Code","http://www.cdisc.org","Clinic"
"52332b51-ecc5-489a-b267-1b646e3cd650","2023-09-29","C175574","Code_87","Code","http://www.cdisc.org","In Person"
"d4d02b05-54b9-4c2c-8bbe-3d8905e63904","2023-09-29","C25716","Code_88","Code","http://www.cdisc.org","Visit"
"b7f1800a-2677-4851-ae0f-3f4209fe35e5","2023-09-29","C51282","Code_89","Code","http://www.cdisc.org","Clinic"
"87f5efd6-bcdb-478d-bcf9-895d3dfa4aaf","2023-09-29","C175574","Code_90","Code","http://www.cdisc.org","In Person"
"cb9b0433-3d1c-49b9-8406-c656c5d8c9bf","2023-09-29","C25716","Code_91","Code","http://www.cdisc.org","Visit"
"1d55a679-017e-4f59-a588-cb0107d45975","2023-09-29","C51282","Code_92","Code","http://www.cdisc.org","Clinic"
"799a64b7-2266-471a-8623-a8bae5e66af6","2023-09-29","C175574","Code_93","Code","http://www.cdisc.org","In Person"
"6a808c78-8a54-4b6e-b02c-be506fd20aae","2023-09-29","C25716","Code_94","Code","http://www.cdisc.org","Visit"
"b6aba1f4-a88e-46df-82db-6a8a663d7aab","2023-09-29","C51282","Code_95","Code","http://www.cdisc.org","Clinic"
"8a202166-02b4-4242-80aa-bac5a8d17bec","2023-09-29","C175574","Code_96","Code","http://www.cdisc.org","In Person"
"b52d901d-f086-4887-91dd-a329a273e0bb","2023-09-29","C25716","Code_97","Code","http://www.cdisc.org","Visit"
"ff52091b-30f2-4470-915b-c35b3dd18f88","2023-09-29","C51282","Code_98","Code","http://www.cdisc.org","Clinic"
"eb3c7871-4e3f-45f1-bcca-cf8cf95874f7","2023-09-29","C175574","Code_99","Code","http://www.cdisc.org","In Person"
"6b40d335-6fe9-4a37-bb4b-71fb2233235a","2023-09-29","C25716","Code_100","Code","http://www.cdisc.org","Visit"
"6aa443e9-45a3-46f3-84fc-8e817c32c9ec","2023-09-29","C51282","Code_101","Code","http://www.cdisc.org","Clinic"
"cc6fb007-367b-4759-8a82-3552873816df","2023-09-29","C175574","Code_102","Code","http://www.cdisc.org","In Person"
"9e8aa1e0-09b3-4bae-a48a-1a623ad704c3","2023-09-29","C171537","Code_103","Code","http://www.cdisc.org","Telephone Call"
"10ae212f-2b57-4b5f-9861-5ccbd39acdcd","2023-09-29","C25716","Code_104","Code","http://www.cdisc.org","Visit"
"41d5706d-5351-4b7e-a329-ffe19e723b85","2023-09-29","C51282","Code_105","Code","http://www.cdisc.org","Clinic"
"2a3b4a16-a207-4578-bcb6-79a278dca527","2023-09-29","C175574","Code_106","Code","http://www.cdisc.org","In Person"
"15dca84e-3c8a-48b6-bf4e-4d049c6e1f71","2023-09-29","C171537","Code_107","Code","http://www.cdisc.org","Telephone Call"
"bbfed41c-8322-442e-b6ab-e2a15bebbef1","2023-09-29","C25716","Code_108","Code","http://www.cdisc.org","Visit"
"ecc8bf4b-d993-4e65-a9f0-baf9ac9fe97c","2023-09-29","C51282","Code_109","Code","http://www.cdisc.org","Clinic"
"e8b52178-93ac-4508-a003-c7beaf8cc56d","2023-09-29","C175574","Code_110","Code","http://www.cdisc.org","In Person"
"0b19340b-5696-420e-8dab-7ad74940a157","2023-09-29","C171537","Code_111","Code","http://www.cdisc.org","Telephone Call"
"637935ab-311d-4531-a65c-308b7a990ef7","2023-09-29","C25716","Code_112","Code","http://www.cdisc.org","Visit"
"28c21dc1-501f-42aa-bf18-b7e1101812e6","2023-09-29","C51282","Code_113","Code","http://www.cdisc.org","Clinic"
"35dee8c3-d0b4-44cb-a52c-2112270adc9b","2023-09-29","C175574","Code_114","Code","http://www.cdisc.org","In Person"
"89f5d2b9-c704-4308-abb7-894f68fac687","2023-09-29","C171537","Code_115","Code","http://www.cdisc.org","Telephone Call"
"911560f0-8e7a-4b81-ae49-fb67a61e1fa1","2023-09-29","C25716","Code_116","Code","http://www.cdisc.org","Visit"
"fde65bba-220b-4981-9bdc-e1ae06f11e40","2023-09-29","C51282","Code_117","Code","http://www.cdisc.org","Clinic"
"4e8924bc-6e2a-475b-8aa5-5dfc93b3419b","2023-09-29","C175574","Code_118","Code","http://www.cdisc.org","In Person"
"aa143246-3a4d-48da-99a9-ce6497b08f28","2023-09-29","C25716","Code_119","Code","http://www.cdisc.org","Visit"
"0b620a74-aa64-452b-b493-02310c076a28","2023-09-29","C51282","Code_120","Code","http://www.cdisc.org","Clinic"
"71755a6d-96ca-4028-af28-68790124d0ca","2023-09-29","C175574","Code_121","Code","http://www.cdisc.org","In Person"
"e8d24180-679f-4713-930b-d8536d68dacc","January 31, 2018","383371000119108","Code_79","Code","SNOMED","CT of head without contrast"
"f69bf547-9825-4437-88cc-cf3311dd6626","12","123","Code_80","Code","SPONSOR","Subject Supine"
"3c1c6556-0c95-4d4e-97d2-790531a70ff1","12","124","Code_81","Code","SPONSOR","Subject Standing"
"196ff963-c185-472b-a915-d0af5991af1a","","C173522","Code_278","Code","NCI Thesaurus","Vital Signs Result"
"62c58ef4-3003-46f4-8a41-7c23e87b76cb","2023-09-29","C42537","Code_279","Code","http://www.cdisc.org","Kelvin"
"289e3b5c-7b40-47be-a84b-fd83c524203a","","C44276","Code_280","Code","NCI Thesaurus","Unit of Temperature"
"f2757e31-96e8-4de2-a17e-b35809d0e489","","C83088","Code_281","Code","NCI Thesaurus","Vital Signs Location"
"149d1ba7-cace-4291-9a9a-cba80db0093e","","C174446","Code_277","Code","NCI Thesaurus","Body Temperature"
"0d280d46-e97f-4190-ba0f-fc4c76ca06aa","","C173522","Code_283","Code","NCI Thesaurus","Vital Signs Result"
"da633246-7412-4ec6-97d8-d20b08f3ab38","2023-09-29","C28252","Code_284","Code","http://www.cdisc.org","Kilogram"
"70833c75-0a4f-4437-bcd8-059817befeaf","2023-09-29","C48155","Code_285","Code","http://www.cdisc.org","Gram"
"b9a0057c-8dc4-42c2-8b06-6fefbf9e03f3","2023-09-29","C48531","Code_286","Code","http://www.cdisc.org","Pound"
"6f1b7e39-a86e-4799-935f-b9670472e2b3","","C48208","Code_287","Code","NCI Thesaurus","Unit of Weight"
"01e7995d-02f6-4882-aa71-53b1d4795ee7","","C81328","Code_282","Code","NCI Thesaurus","Body Weight"
"9dd05c42-9dd3-4ada-a121-05aabb2a3eb8","","C173522","Code_289","Code","NCI Thesaurus","Vital Signs Result"
"38a8a104-ffa6-421b-8027-76fed812355a","2023-09-29","C49668","Code_290","Code","http://www.cdisc.org","Centimeter"
"af510f74-9f84-4e89-bc4a-2a7f2f3dd208","2023-09-29","C48500","Code_291","Code","http://www.cdisc.org","Inch"
"b9519041-9876-4c99-bf3d-36603dc88e9d","2023-09-29","C28251","Code_292","Code","http://www.cdisc.org","Millimeter"
"e5f02e30-3333-4ef7-a82b-032050e9302e","2023-09-29","C41139","Code_293","Code","http://www.cdisc.org","Meter"
"8751b16f-964b-40a2-a09c-39fb09a09736","","C168688","Code_294","Code","NCI Thesaurus","Unit of Height"
"d8df4a49-50a7-4bec-9a09-2a79da4b97f9","","C164634","Code_288","Code","NCI Thesaurus","Body Height"
"09771128-2e92-4291-851d-7f2907a44a34","","C36292","Code_296","Code","NCI Thesaurus","Laboratory Test Result"
"59dcbed3-af13-4f8e-af42-0237455a2304","","C83309","Code_297","Code","NCI Thesaurus","Laboratory Test Fasting Status"
"ed34a7d7-5e33-48ad-91a6-72de0f53a806","","C67365","Code_298","Code","NCI Thesaurus","Unit of Catalytic Activity Concentration"
