"uuid:ID","code","id","codeSystemVersion","decode","instanceType","codeSystem"
"4cbc9e4d-3278-47b9-ac18-ac91ea483533","C98388","Code_1","2023-12-15","Interventional Study","Code","http://www.cdisc.org"
"9069ac9d-dd74-4f64-a104-2243c6d4e857","C15601","Code_2","2023-12-15","Phase II Trial","Code","http://www.cdisc.org"
"5049c5c0-19af-49a8-9c51-f811e482f18a","C132352","Code_9","2023-12-15","Sponsor Approval Date","Code","http://www.cdisc.org"
"93f337b5-9dd7-44ff-8cab-996b5c4ebf32","C68846","Code_10","2023-12-15","Global","Code","http://www.cdisc.org"
"f63c575e-77ed-4ff0-9274-6408344d4f3f","C99904x3","Code_72","2023-12-15","IRB/IEC Feedback","Code","http://www.cdisc.org"
"58ba72dd-021a-45de-bb97-f851db751b7e","C17649","Code_73","2023-12-15","Other","Code","http://www.cdisc.org"
"f341592a-cf61-4d62-b91e-7ea65309c714","C41129","Code_75","2023-12-15","Region","Code","http://www.cdisc.org"
"394cf3f2-15e9-43fe-ad12-de00e55725c3","150","Code_74","2020-08","Europe","Code","ISO 3166 1 alpha3"
"6f9644ab-3e75-484d-9fae-a0acbc5a475b","PHARMA","Code_4","12","Eli Lilly","Code","SPONSOR"
"43f35277-4610-4bc4-b15e-fe6a2d1f6a29","C70793","Code_76","2023-12-15","Clinical Study Sponsor","Code","http://www.cdisc.org"
"044d666b-1caf-4045-bef4-37be7b4882b0","USA","Code_77","2020-08","United States of America","Code","ISO 3166 1 alpha3"
"58062ee9-64c6-4da0-a453-df8fba581195","C93453","Code_78","2023-12-15","Study Registry","Code","http://www.cdisc.org"
"3f196515-ce87-43c2-9ed4-21f8ecbebda8","USA","Code_79","2020-08","United States of America","Code","ISO 3166 1 alpha3"
"67bf5780-1c9e-4e47-bca0-ec63b89dc5d1","C49656","Code_137","2023-12-15","Treatment Study","Code","http://www.cdisc.org"
"4b328202-1cb7-4494-9d36-bb153fafbb94","C49666","Code_138","2023-12-15","Efficacy Study","Code","http://www.cdisc.org"
"7adf89ef-3b77-4b43-89ba-f8d975dc626f","C49667","Code_139","2023-12-15","Safety Study","Code","http://www.cdisc.org"
"8daff4f7-543d-46be-9b3c-3a09290952fe","C49663","Code_140","2023-12-15","Pharmacokinetic Study","Code","http://www.cdisc.org"
"c666d9b8-6796-4340-8533-0e87b5254cd7","MILD_MOD_ALZ","Code_134","12","Mild to Moderate Alzheimer's Disease","Code","SPONSOR"
"753d2bd6-d19b-4f47-b0fa-61e335ab775a","26929004","Code_135","January 31, 2018","Alzheimer's disease","Code","SNOMED"
"5b743439-87e2-416d-9fe2-d557f90b3ad3","C99907x1","Code_143","2023-12-15","EXTENSION","Code","http://www.cdisc.org"
"d095d33a-f303-428a-8057-c7ab91f4bf02","C98704","Code_144","2023-12-15","ADAPTIVE","Code","http://www.cdisc.org"
"c68cc165-035f-4496-a90a-35180f5ee3f5","C82639","Code_141","2023-12-15","Parallel Study","Code","http://www.cdisc.org"
"9b03210a-5a36-449c-bfdf-f9bb2e62bb89","C25716","Code_83","2023-12-15","Visit","Code","http://www.cdisc.org"
"4a099492-00e5-4bf8-967e-ae2531208947","C51282","Code_84","2023-12-15","Clinic","Code","http://www.cdisc.org"
"605f6aab-6ec4-4652-a384-7e45738240b0","C175574","Code_85","2023-12-15","In Person","Code","http://www.cdisc.org"
"228d5c65-5762-4184-aa80-56d521f03316","C25716","Code_86","2023-12-15","Visit","Code","http://www.cdisc.org"
"f2906b6e-7564-4eac-a2ec-566063c0d9df","C51282","Code_87","2023-12-15","Clinic","Code","http://www.cdisc.org"
"1df6a21e-1142-40c9-a8f0-ff5a11456b25","C175574","Code_88","2023-12-15","In Person","Code","http://www.cdisc.org"
"16ceaad1-d022-4591-a708-da8020327879","C25716","Code_89","2023-12-15","Visit","Code","http://www.cdisc.org"
"5a80c16b-87b7-46ea-bc9b-dda9b352a185","C51282","Code_90","2023-12-15","Clinic","Code","http://www.cdisc.org"
"11ed1861-80bf-441e-9621-9855cd5f6f8f","C175574","Code_91","2023-12-15","In Person","Code","http://www.cdisc.org"
"0859179f-af4e-482e-9bc2-fa6d05f5e541","C25716","Code_92","2023-12-15","Visit","Code","http://www.cdisc.org"
"675da0b2-4972-4e18-8072-1d3e7ef6a4d2","C51282","Code_93","2023-12-15","Clinic","Code","http://www.cdisc.org"
"8ed5ccd9-83f3-4d86-9834-6f5866c02b31","C175574","Code_94","2023-12-15","In Person","Code","http://www.cdisc.org"
"922f7523-2100-43a2-8735-4bc82c4aa01f","C25716","Code_95","2023-12-15","Visit","Code","http://www.cdisc.org"
"739a5947-498b-43db-8afd-ce8cd851936e","C51282","Code_96","2023-12-15","Clinic","Code","http://www.cdisc.org"
"81aa20fc-2771-48c7-8089-4d4604fdf664","C175574","Code_97","2023-12-15","In Person","Code","http://www.cdisc.org"
"fd478d6d-84da-4c76-a8c5-3777d026ff12","C25716","Code_98","2023-12-15","Visit","Code","http://www.cdisc.org"
"5dbae0de-4b12-4c8e-aca1-d144fedbab36","C51282","Code_99","2023-12-15","Clinic","Code","http://www.cdisc.org"
"2d95eaa4-8d3a-40b8-9cd7-d5b24e0d15ba","C175574","Code_100","2023-12-15","In Person","Code","http://www.cdisc.org"
"d16852e2-fbf3-47d3-aae3-17e114da5e1b","C25716","Code_101","2023-12-15","Visit","Code","http://www.cdisc.org"
"56b5c530-5c58-4108-a7f0-f7d6b27f203e","C51282","Code_102","2023-12-15","Clinic","Code","http://www.cdisc.org"
"5010111e-9bbd-4174-bdb8-884f1bf9e92e","C175574","Code_103","2023-12-15","In Person","Code","http://www.cdisc.org"
"108f8f12-18b6-4a00-a7b4-b4bd42f3a582","C171537","Code_104","2023-12-15","Telephone Call","Code","http://www.cdisc.org"
"3b3d033d-0529-48de-b793-85a275def0a3","C25716","Code_105","2023-12-15","Visit","Code","http://www.cdisc.org"
"f914c13a-f3fe-4027-bf02-9ff40641d48c","C51282","Code_106","2023-12-15","Clinic","Code","http://www.cdisc.org"
"c9e7eac2-6c09-43d3-9d77-0d8f194a6aef","C175574","Code_107","2023-12-15","In Person","Code","http://www.cdisc.org"
"830a46d4-2cea-4687-b44a-67bfa2b90797","C171537","Code_108","2023-12-15","Telephone Call","Code","http://www.cdisc.org"
"31ebd1f4-9641-4d57-92d7-ae0810c9ae43","C25716","Code_109","2023-12-15","Visit","Code","http://www.cdisc.org"
"8d0c2048-8d02-4213-9f55-21d866a1bbbb","C51282","Code_110","2023-12-15","Clinic","Code","http://www.cdisc.org"
"d797e4b2-0000-4dcb-a37d-ba75360b447d","C175574","Code_111","2023-12-15","In Person","Code","http://www.cdisc.org"
